Days of Operation,Biomass Sample ID,Media description,Media changes,Media Influent Flow Rate (mL/min) based on scales linear projection,"pH adjustment delivery rate (mL/min) - primarily 1 M HCl, sometimes 1 M NaOH",Media Acetate (mol/L),Media Propionate (mol/L),Media Butyrate (mol/L),Media Total VFA (mg COD/L),Media Total COD (mg/L) Hach,Media Ammonia (mol/L),Media Dissolved Inorganic Carbon (mol C/L),Media Dissolved Organic Carbon (mol C/L),Approximate Total Influent C (mol/min) based on Media recipe,H2 delivery rate setpoint (mL/min),CO2 delivery rate setpoint (mL/min),H2 delivery rate (mol/min),H2 delivery rate (e-eq/min),H2 delivery (g COD/min),CO2 delivery rate (mol/min),H2:CO2 ratio,Measured Total Influent C (mol/min),Approximate Total Influent C (mol/min) based on Media recipe + gas,Effluent waste flow rate (mL/min) - measured based on HRT after Day 38.1,Waste Effluent Acetate (mol/L),Waste Effluent Propionate (mol/L),Waste Effluent Butyrate (mol/L),Waste Effluent Total VFA (mg COD/L),Waste Effluent Total COD (mg/L) Hach,Waste Effluent Ammonia (mol/L),Waste Effluent Dissolved Inorganic Carbon (mol C/L),Waste Effluent Dissolved Organic Carbon (mol C/L),Gas Flow Out (mL/min at STP),Gas Composition (% CH4),Gas Composition (% H2),Gas Composition (% CO2),CH4 Production (mol/min),H2 breakthrough (mol/min),CO2 breakthrough (mol/min),Specific CH4 production Rate (m3/m3d) .155,Specific CH4 production Rate (L/m2d),Waste Effluent Dissolved Inorganic Carbon (mol/min) based on sensor,Effluent C as measured (mol/min),Effluent C as biomass (mol/min),Total Effluent C (mol/min) based on MT sensors,H2 Conversion to CH4 Efficiency (%),H2 conversion to CH4 efficiency (30-day rolling average),Accounted H2 (%),Unaccounted H2 (%),C gas only Conversion Efficiency to CH4 (%),CO2 conversion to CH4 efficiency (30-day rolling average),C Conversion to CH4 Efficiency (%),Accounted C (%) based on MT sensors,Unaccounted C (%) based on MT sensors,Projected Cell Yield (g/min),R-TSS,W-TSS,R-VSS,W-VSS,SRT,HRT,pH,"CO2 (mg/L, aqueous dissolved CO2)",ORP (mV),Temp ©,[H],[CO2aq],pKa1,pKa2,[HCO3-],[CO3-2],TIC
1.2000000000000002,,DSMZ v1: Using DSMZ 120 without NaHCO3,1.0,0.0592216175,0.0,0.03278732560473751,0.002278073452312754,,2317.4785361728395,17545.426063635256,,,,2.6705660146199203e-05,1.0915248032216731,0.25,4.872878585811041e-05,0.0002680083222196,0.0124745691796762,1.1160714285714286e-05,4.3660992128866924,1.1160714285714286e-05,3.786637443191349e-05,0.0592216175,0.03156910569105685,0.03156910569105685,,2185.2953821468923,,,0.028356248130150738,0.4601082211961726,0.8864169108691787,0.0,0.8846186666666667,0.1153813333333333,0.0,3.5006292223387425e-05,4.565891297558051e-06,0.0,0.0,3.3390793894941815e-07,2.7248353084285135e-05,,4.8997992365074696e-06,0.0,,0.7183904053205747,0.2816095946794252,0.0,,0.0,0.1293971052158074,0.8706028947841926,0.0009979655343741,,,,,,,7.041,41.05,-519.992,36.75,9.099132726322506e-08,0.0009327637528687,6.338418518518518,10.273919907407407,0.004702763540761,2.750636712389909e-06,0.0056382779303422
1.3,,DSMZ v1: Using DSMZ 120 without NaHCO3,1.0,0.0592216175,0.0,0.03241020525945998,0.0022822289467059184,,2294.1812975308644,17545.426063635256,,,,2.6705660146199203e-05,1.0915248032216731,0.25,4.872878585811041e-05,0.0002680083222196,0.0124745691796762,1.1160714285714286e-05,4.3660992128866924,1.1160714285714286e-05,3.786637443191349e-05,0.0592216175,0.031236224028906898,0.031236224028906898,,2163.5649395480223,,,0.027767852217006343,0.45938825121798665,0.8864169108691787,0.0,0.8846186666666667,0.1153813333333333,0.0,3.5006292223387425e-05,4.565891297558051e-06,0.0,0.0,3.018795216117335e-07,2.720571529762552e-05,,4.867770819169785e-06,0.0,,0.7183904053205747,0.2816095946794252,0.0,,0.0,0.1285512778077656,0.8714487221922343,0.0009979655343741,,,,,,,6.993,41.05,-519.992,35.7,1.0162486928706929e-07,0.0009327637528687,6.343411851851851,10.28239574074074,0.0041625533163353,2.137785211799195e-06,0.0050974548544158
1.4,,DSMZ v1: Using DSMZ 120 without NaHCO3,1.0,0.0592216175,0.0,0.03203308491418245,0.0022863844410990833,,2270.884058888889,17545.426063635256,,,,2.6705660146199203e-05,1.0915248032216731,0.25,4.872878585811041e-05,0.0002680083222196,0.0124745691796762,1.1160714285714286e-05,4.3660992128866924,1.1160714285714286e-05,3.786637443191349e-05,0.0592216175,0.03090334236675694,0.03090334236675694,,2141.8344969491523,,,0.027179456303861947,0.4586682812398007,0.8864169108691787,0.0,0.8846186666666667,0.1153813333333333,0.0,3.5006292223387425e-05,4.565891297558051e-06,0.0,0.0,3.153760173309654e-07,2.7163077510965908e-05,,4.881267314889017e-06,0.0,,0.7183904053205747,0.2816095946794252,0.0,,0.0,0.1289077021003395,0.8710922978996605,0.0009979655343741,,,,,,,7.018,41.05,-519.992,35.306,9.594006315159306e-08,0.0009327637528687,6.34528554074074,10.285576196296295,0.0043902183468519,2.370881915899584e-06,0.0053253529816365
1.5,,DSMZ v1: Using DSMZ 120 without NaHCO3,1.0,0.0592216175,0.0,0.031655964568904925,0.002290539935492248,,2247.5868202469137,17545.426063635256,,,,2.6705660146199203e-05,1.0915248032216731,0.25,4.872878585811041e-05,0.0002680083222196,0.0124745691796762,1.1160714285714286e-05,4.3660992128866924,1.1160714285714286e-05,3.786637443191349e-05,0.0592216175,0.030570460704606988,0.030570460704606988,,2120.1040543502822,,,0.026591060390717552,0.4579483112616147,0.8864169108691787,0.0,0.8846186666666667,0.1153813333333333,0.0,3.5006292223387425e-05,4.565891297558051e-06,0.0,0.0,2.814193466678853e-07,2.7120439724306295e-05,,4.847310644225937e-06,0.0,,0.7183904053205747,0.2816095946794252,0.0,,0.0,0.1280109521164154,0.8719890478835846,0.0009979655343741,,,,,,,7.026,36.055,-519.992,35.372,9.418895965228405e-08,0.0008192642414051,6.344971674074073,10.28504342962963,0.0039305409514817,2.1647557198121877e-06,0.0047519699486067
1.6,,DSMZ v1: Using DSMZ 120 without NaHCO3,1.0,0.0592216175,0.0,0.031278844223627394,0.002294695429885413,,2224.2895816049386,17545.426063635256,,,,2.6705660146199203e-05,1.0915248032216731,0.25,4.872878585811041e-05,0.0002680083222196,0.0124745691796762,1.1160714285714286e-05,4.3660992128866924,1.1160714285714286e-05,3.786637443191349e-05,0.0592216175,0.03023757904245703,0.03023757904245703,,2098.373611751412,,,0.026002664477573156,0.45722834128342876,0.8864169108691787,0.0,0.8846186666666667,0.1153813333333333,0.0,3.5006292223387425e-05,4.565891297558051e-06,0.0,0.0,1.6548871594909966e-07,2.707780193764668e-05,,4.731380013507151e-06,0.0,,0.7183904053205747,0.2816095946794252,0.0,,0.0,0.1249493801423877,0.8750506198576122,0.0009979655343741,,,,,,,7.041,20.578,-519.992,35.503,9.099132726322506e-08,0.000467586175555,6.344348696296295,10.283985968518518,0.0023254819140484,1.329006171587089e-06,0.002794397095775
1.7000000000000002,,DSMZ v1: Using DSMZ 120 without NaHCO3,1.0,0.0592216175,0.0,0.030901723878349868,0.002298850924278578,,2200.992342962963,17545.426063635256,,,,2.6705660146199203e-05,1.0915248032216731,0.25,4.872878585811041e-05,0.0002680083222196,0.0124745691796762,1.1160714285714286e-05,4.3660992128866924,1.1160714285714286e-05,3.786637443191349e-05,0.0592216175,0.02990469738030708,0.02990469738030708,,2076.643169152542,,,0.025414268564428757,0.4565083713052428,0.8864169108691787,0.0,0.8846186666666667,0.1153813333333333,0.0,3.5006292223387425e-05,4.565891297558051e-06,0.0,0.0,7.466721663948738e-08,2.703516415098707e-05,,4.640558514197538e-06,0.0,,0.7183904053205747,0.2816095946794252,0.0,,0.0,0.122550906544845,0.877449093455155,0.0009979655343741,,,,,,,7.0,10.038,-519.992,35.503,1e-07,0.0002280897089231,6.344348696296295,10.283985968518518,0.0010321836956568,5.367487307916042e-07,0.0012608101533107
1.8,,DSMZ v1: Using DSMZ 120 without NaHCO3,1.0,0.0592216175,0.0,0.03052460353307234,0.0023030064186717425,,2177.695104320988,17545.426063635256,,,,2.6705660146199203e-05,1.0915248032216731,0.25,4.872878585811041e-05,0.0002680083222196,0.0124745691796762,1.1160714285714286e-05,4.3660992128866924,1.1160714285714286e-05,3.786637443191349e-05,0.0592216175,0.029571815718157125,0.029571815718157125,,2054.9127265536717,,,0.024825872651284362,0.45578840132705684,0.8864169108691787,0.0,0.8846186666666667,0.1153813333333333,0.0,3.5006292223387425e-05,4.565891297558051e-06,0.0,0.0,4.7954821722539195e-08,2.6992526364327455e-05,,4.613846119280591e-06,0.0,,0.7183904053205747,0.2816095946794252,0.0,,0.0,0.1218454681362913,0.8781545318637087,0.0009979655343741,,,,,,,6.977,6.704,-519.992,35.962,1.0543868963912567e-07,0.0001523324774477,6.342165896296296,10.280280818518518,0.0006570926494013,3.268479688452157e-07,0.0008097519748179
1.9,,DSMZ v1: Using DSMZ 120 without NaHCO3,1.0,0.0592216175,0.0,0.03014748318779481,0.0023071619130649074,,2154.3978656790123,17545.426063635256,,,,2.6705660146199203e-05,1.0915248032216731,0.25,4.872878585811041e-05,0.0002680083222196,0.0124745691796762,1.1160714285714286e-05,4.3660992128866924,1.1160714285714286e-05,3.786637443191349e-05,0.0592216175,0.029238934056007172,0.029238934056007172,,2033.182283954802,,,0.024237476738139967,0.45506843134887087,0.8864169108691787,0.0,0.8846186666666667,0.1153813333333333,0.0,3.5006292223387425e-05,4.565891297558051e-06,0.0,0.0,3.550738260041789e-08,2.6949888577667842e-05,,4.60139868015847e-06,0.0,,0.7183904053205747,0.2816095946794252,0.0,,0.0,0.1215167480169542,0.8784832519830458,0.0009979655343741,,,,,,,6.873,5.972,-519.992,36.553,1.3396766874259321e-07,0.000135699516008,6.339355362962962,10.275510135185185,0.0004636848813094,1.835324239836632e-07,0.0005995679297414
2.0,,DSMZ v1: Using DSMZ 120 without NaHCO3,1.0,0.0592216175,0.0,0.029770362842517283,0.0023113174074580723,,2131.100627037037,17545.426063635256,,,,2.6705660146199203e-05,1.0915248032216731,0.25,4.872878585811041e-05,0.0002680083222196,0.0124745691796762,1.1160714285714286e-05,4.3660992128866924,1.1160714285714286e-05,3.786637443191349e-05,0.0592216175,0.028906052393857216,0.028906052393857216,,2011.4518413559317,,,0.023649080824995568,0.45434846137068485,0.8864169108691787,0.0,0.8846186666666667,0.1153813333333333,0.0,3.5006292223387425e-05,4.565891297558051e-06,0.0,0.0,4.0983062464459264e-08,2.690725079100823e-05,,4.606874360022511e-06,0.0,,0.7183904053205747,0.2816095946794252,0.0,,0.0,0.1216613533547028,0.8783386466452971,0.0009979655343741,,,,,,,6.96,5.924,-519.992,35.766,1.0964781961431838e-07,0.000134608830012,6.343097985185184,10.281862974074071,0.0005571543996019,2.655293853899578e-07,0.0006920287589993
2.1,,DSMZ v1: Using DSMZ 120 without NaHCO3,1.0,0.0592216175,0.0,0.029393242497239756,0.002315472901851237,,2107.803388395062,17545.426063635256,,,,2.6705660146199203e-05,1.0915248032216731,0.25,4.872878585811041e-05,0.0002680083222196,0.0124745691796762,1.1160714285714286e-05,4.3660992128866924,1.1160714285714286e-05,3.786637443191349e-05,0.0592216175,0.028573170731707263,0.028573170731707263,,1989.7213987570617,,,0.023060684911851172,0.4536284913924989,0.8864169108691787,0.0,0.8846186666666667,0.1153813333333333,0.0,3.5006292223387425e-05,4.565891297558051e-06,0.0,0.0,4.2919907020381065e-08,2.686461300434862e-05,,4.608811204578432e-06,0.0,,0.7183904053205747,0.2816095946794252,0.0,,0.0,0.1217125028134238,0.8782874971865762,0.0009979655343741,,,,,,,6.976,6.05,-519.992,35.241,1.0568175092136569e-07,0.0001374718807516,6.345594651851851,10.28610089074074,0.0005869744836236,2.87420891224234e-07,0.0007247337852665
2.2,,DSMZ v1: Using DSMZ 120 without NaHCO3,1.0,0.0592216175,0.0,0.029016122151962226,0.002319628396244402,,2084.5061497530864,17545.426063635256,,,,2.6705660146199203e-05,1.0915248032216731,0.25,4.872878585811041e-05,0.0002680083222196,0.0124745691796762,1.1160714285714286e-05,4.3660992128866924,1.1160714285714286e-05,3.786637443191349e-05,0.0592216175,0.028240289069557306,0.028240289069557306,,1967.9909561581917,,,0.022472288998706777,0.4529085214143129,0.5934718228013892,0.0,0.931845,0.068155,0.0,2.4688560299926808e-05,1.8057175037066377e-06,0.0,0.0,4.1691925859495806e-08,2.6821975217689006e-05,,1.8474094295661336e-06,0.0,,0.5066524820014092,0.4933475179985908,0.0,,0.0,0.0487875973678946,0.9512124026321054,0.0009979655343741,,,,,,,6.945,6.221,-519.992,35.306,1.1350108156723117e-07,0.0001413574496125,6.34528554074074,10.285576196296295,0.0005623842639901,2.56718380250827e-07,0.0007039984319829
2.3000000000000003,,DSMZ v1: Using DSMZ 120 without NaHCO3,1.0,0.0592216175,0.0,0.0286390018066847,0.0023237838906375666,,2061.2089111111113,17545.426063635256,,,,2.6705660146199203e-05,1.0915248032216731,0.25,4.872878585811041e-05,0.0002680083222196,0.0124745691796762,1.1160714285714286e-05,4.3660992128866924,1.1160714285714286e-05,3.786637443191349e-05,0.0592216175,0.027907407407407353,0.027907407407407353,,1946.2605135593217,,,0.021883893085562378,0.45218855143612696,0.5934718228013892,0.0,0.931845,0.068155,0.0,2.4688560299926808e-05,1.8057175037066377e-06,0.0,0.0,4.560271616166537e-08,2.6779337431029392e-05,,1.8513202198683031e-06,0.0,,0.5066524820014092,0.4933475179985908,0.0,,0.0,0.048890876077854,0.951109123922146,0.0009979655343741,,,,,,,6.991,6.159,-519.992,36.881,1.0209394837076785e-07,0.0001399486468676,6.33779554074074,10.272862446296296,0.0006297572311872,3.290869924915086e-07,0.0007700349650474
