,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Inoculation Date,2024-05-14 12:42:00,mw,17.03,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
10,,2024-09-16 00:00:00,88.49999999999999,,,124.47083333333285,2024-09-16 00:00:00,5,14.3,14.3,14.4,14.4,14.4,71.8,0.27386127875258204,0.004216089254257193,1.6081108558577923e-05,,138.9020833333343,2024-09-23 00:00:00,5,28.9,29.0,29.0,29.1,29.1,145.1,0.4183300132670437,0.008520258367586611,2.4564299076162284e-05,,138.9020833333343,2024-09-30 10:21:00,5,25.5,25.5,25.5,25.5,25.5,127.5,0,0.007486788021139166,0,
11,,2024-09-23 00:00:00,-10.099999999999994,,,131.47083333333285,2024-09-23 00:00:00,5,27.4,27.5,27.5,27.6,27.6,137.6,0.4183300132670437,0.008079859072225484,2.4564299076162284e-05,,138.9020833333343,2024-09-30 10:21:00,5,24.0,24.0,24.1,24.1,24.1,120.29999999999998,0.2738612787525869,0.0070640046975924825,1.608110855857821e-05,,145.90416666666715,2024-10-07 10:24:00,10,32.3,32.3,32.3,32.3,,323,0,0.018966529653552555,0,
12,,2024-09-30 10:21:00,201.79999999999998,,,138.9020833333343,2024-09-30 10:21:00,5,24.3,24.3,24.2,24.2,24.2,121.20000000000002,0.2738612787525869,0.00711685261303582,1.608110855857821e-05,,145.90416666666715,2024-10-07 10:24:00,10,26.3,26.4,26.4,26.4,26.5,264,0.707106781186545,0.015502055196711686,4.1521243757283914e-05,,145.90416666666715,2024-10-07 10:24:00,10,27.1,27.1,27.1,27.2,27.2,271.40000000000003,0.5477225575051545,0.015936582501468,3.2162217117155283e-05,"this is the new media, HCl Wolfe, old media was something else"
13,,2024-10-07 10:24:00,13.600000000000023,,,145.90416666666715,2024-10-07 10:24:00,10,25.7,25.8,25.8,25.8,25.8,257.8,0.4472135954999643,0.015137991779213154,2.6260340311213406e-05,,153.847222222219,2024-10-15 09:02:00,10,28.6,28.6,28.6,,,286.00000000000006,4.3511678576336586e-14,0.016793893129770997,2.5550016779997995e-18,,153.847222222219,2024-10-15 09:02:00,10,27.2,27.2,27.2,,,272,0,0.015971814445096887,0,
14,,2024-10-15 09:02:00,-4.000000000000057,,,153.847222222219,2024-10-15 09:02:00,10,27.6,27.6,27.6,,,276.00000000000006,4.3511678576336586e-14,0.01620669406928949,2.5550016779997995e-18,,159.92152777777665,2024-10-21 10:49:00,10,29.6,29.7,29.7,29.8,29.8,297.2,0.8366600265340747,0.017451556077510276,4.912859815232382e-05,,159.92152777777665,2024-10-21 10:49:00,10,30.5,30.9,30.9,31.0,31.0,308.6,2.073644135332771,0.01812096300645919,0.00012176418880403824,
15,,2024-10-21 10:49:00,25.600000000000023,,,159.92152777777665,2024-10-21 10:49:00,10,28.2,28.3,28.3,28.3,28.4,283,0.707106781186545,0.01661773341162654,4.1521243757283914e-05,,166.47083333333285,2024-10-28 00:00:00,10,29.8,29.7,29.8,29.8,29.8,297.8,0.4472135954999643,0.017486788021139166,2.6260340311213406e-05,,166.47083333333285,2024-10-28 00:00:00,10,32.1,32.0,32.1,32.1,32.1,320.79999999999995,0.4472135954999643,0.018837345860246622,2.6260340311213406e-05,
16,,2024-10-28 00:00:00,29.799999999999955,,,166.47083333333285,2024-10-28 00:00:00,10,29.0,29.1,29.1,29.2,29.1,291,0.707106781186545,0.017087492660011742,4.1521243757283914e-05,,173.93402777777374,2024-11-04 11:07:00,10,31.1,31.1,31.2,31.2,31.2,311.6,0.5477225575051544,0.018297122724603643,3.216221711715528e-05,,180.8930555555562,2024-11-11 10:08:00,10,29.5,29.5,29.5,29.5,,295,0,0.017322372284204347,0,
17,,2024-11-04 11:07:00,,,,173.93402777777374,2024-11-04 11:07:00,10,29.6,29.7,29.7,29.7,29.7,296.8,0.4472135954999484,0.017428068115091018,2.626034031121247e-05,,180.8930555555562,2024-11-11 10:08:00,10,29.4,29.4,29.5,29.5,,294.5,0.577350269189634,0.01729301233118027,3.3901953563689604e-05,,187.80555555555475,2024-11-18 08:02:00,10,26.9,27.0,27.0,27.1,27.1,270.2,0.8366600265340874,0.015866118614210216,4.912859815232457e-05,
18,,2024-11-11 10:08:00,2.75,,,180.8930555555562,2024-11-11 10:08:00,10,29.2,29.2,29.2,29.3,,292.25,0.5000000000000071,0.017160892542571932,2.9359953024075578e-05,,187.80555555555475,2024-11-18 08:02:00,10,29.0,29.0,29.0,29.0,29.1,290.2,0.4472135954999643,0.017040516735173223,2.6260340311213406e-05,,194.8979166666686,2024-11-25 10:15:00,10,27.4,27.4,27.3,27.3,27.4,273.59999999999997,0.5477225575051545,0.016065766294773926,3.2162217117155283e-05,
19,,2024-11-18 08:02:00,-13,,,187.80555555555475,2024-11-18 08:02:00,10,28.2,28.3,28.3,28.4,28.4,283.2,0.8366600265340705,0.01662947739283617,4.912859815232357e-05,,194.8979166666686,2024-11-25 10:15:00,10,30.8,30.6,31.0,31.7,31.8,311.8,5.403702434442513,0.018308866705813272,0.00031730489926262554,,201.9319444444409,2024-12-02 11:04:00,10,29.5,29.6,29.7,29.7,,296.25,0.9574271077563332,0.017395772166764533,5.622002981540418e-05,
20,,2024-11-25 10:15:00,2.599999999999966,,,194.8979166666686,2024-11-25 10:15:00,10,27.0,27.1,27.1,27.1,27.2,271,0.707106781186545,0.01591309453904874,4.1521243757283914e-05,,201.9319444444409,2024-12-02 11:04:00,10,28.4,28.4,28.4,28.5,,284.25,0.5000000000000071,0.01669113329418673,2.9359953024075578e-05,,208.91319444444525,2024-12-09 10:37:00,10,28.6,28.8,28.7,28.8,28.8,287.40000000000003,0.8944271909999147,0.016876100998238403,5.2520680622426e-05,
21,,2024-12-02 11:04:00,20.25,,,201.9319444444409,2024-12-02 11:04:00,10,27.5,27.6,27.6,27.7,,276,0.8164965809277231,0.016206694069289488,4.794460252071187e-05,,208.91319444444525,2024-12-09 10:37:00,10,27.1,27.1,27.2,27.2,27.2,271.6,0.5477225575051544,0.01594832648267763,3.216221711715528e-05,,215.878472222219,2024-12-16 09:47:00,10,28.3,28.3,28.4,28.4,28.5,283.8,0.8366600265340705,0.016664709336465064,4.912859815232357e-05,
22,,2024-12-09 10:37:00,28.000000000000057,,,208.91319444444525,2024-12-09 10:37:00,10,25.9,25.9,25.9,26.0,26.0,259.4,0.5477225575051738,0.015231943628890193,3.216221711715642e-05,,215.878472222219,2024-12-16 09:47:00,10,27.5,27.6,27.6,27.7,27.8,276.40000000000003,1.1401754250991372,0.016230182031708753,6.69509938402312e-05,,236.9111111111124,2025-01-06 10:34:00,10,29.7,29.7,29.7,29.8,29.8,297.4,0.5477225575051738,0.017463300058719905,3.216221711715642e-05,
23,,2024-12-16 09:47:00,9.400000000000034,,,215.878472222219,2024-12-16 09:47:00,10,27.4,27.4,27.4,27.5,27.5,274.4,0.5477225575051738,0.016112742219612446,3.216221711715642e-05,,236.9111111111124,2025-01-06 10:34:00,10,28.9,29.0,29.0,29.0,29.1,290,0.7071067811865577,0.017028772753963594,4.152124375728465e-05,,243.8833333333314,2025-01-13 09:54:00,10,27.5,27.6,27.6,27.6,27.6,275.8,0.4472135954999643,0.01619495008807986,2.6260340311213406e-05,
24,,2025-01-06 10:34:00,17.19999999999999,,,236.9111111111124,2025-01-06 10:34:00,10,28.0,28.0,28.0,28.0,28.1,280.2,0.4472135954999643,0.01645331767469172,2.6260340311213406e-05,,243.8833333333314,2025-01-13 09:54:00,10,29.1,29.1,29.2,29.2,29.2,291.6,0.5477225575051544,0.017122724603640636,3.216221711715528e-05,,257.8708333333343,2025-01-27 09:36:00,10,29.0,29.1,29.1,29.2,29.2,291.2,0.8366600265340705,0.017099236641221375,4.912859815232357e-05,
25,,2025-01-13 09:54:00,-2,,,243.8833333333314,2025-01-13 09:54:00,10,27.8,27.8,27.8,27.8,27.7,277.8,0.4472135954999643,0.01631238990017616,2.6260340311213406e-05,,257.8708333333343,2025-01-27 09:36:00,10,28.4,28.4,28.5,28.5,28.5,284.6,0.5477225575051738,0.016711685261303583,3.216221711715642e-05,,264.80208333333576,2025-02-03 07:57:00,10,28.5,28.5,28.6,28.7,28.7,286,0.9999999999999964,0.016793893129770993,5.871990604815011e-05,
26,,2025-01-27 09:36:00,19.599999999999966,,,257.8708333333343,2025-01-27 09:36:00,10,27.1,27.1,27.2,27.2,27.2,271.6,0.5477225575051544,0.01594832648267763,3.216221711715528e-05,,264.80208333333576,2025-02-03 07:57:00,10,28.1,28.2,28.2,28.2,28.2,281.8,0.4472135954999484,0.01654726952436876,2.626034031121247e-05,,272.9375,2025-02-11 11:12:00,10,28.9,28.9,29.0,29.0,29.0,289.6,0.5477225575051738,0.017005284791544336,3.216221711715642e-05,
27,,2025-02-03 07:57:00,11.399999999999977,,,264.80208333333576,2025-02-03 07:57:00,10,27.4,27.4,27.5,27.5,27.5,274.6,0.5477225575051738,0.01612448620082208,3.216221711715642e-05,,272.9375,2025-02-11 11:12:00,10,28.1,28.2,28.3,28.3,28.3,282.4,0.8944271909999146,0.01658250146799765,5.252068062242599e-05,,278.91249999999854,2025-02-17 10:36:00,10,28.2,28.3,28.3,28.3,28.3,282.8,0.4472135954999643,0.016605989430416912,2.6260340311213406e-05,
28,,2025-02-11 11:12:00,27.400000000000034,,,272.9375,2025-02-11 11:12:00,10,26.1,26.1,26.2,26.3,26.4,262.2,1.3038404810405195,0.015396359365825014,7.656139054847443e-05,,278.91249999999854,2025-02-17 10:36:00,10,26.8,26.8,26.8,26.8,26.9,268.2,0.4472135954999484,0.015748678802113916,2.626034031121247e-05,,285.93958333333285,2025-02-24 11:15:00,10,27.7,27.8,27.9,27.9,27.9,278.40000000000003,0.8944271909999107,0.016347621843805053,5.252068062242576e-05,
29,,2025-02-17 10:36:00,30.00000000000003,,,278.91249999999854,2025-02-17 10:36:00,10,25.2,25.3,25.3,25.3,25.3,252.79999999999998,0.4472135954999643,0.014844392248972401,2.6260340311213406e-05,,285.93958333333285,2025-02-24 11:15:00,10,25.2,25.3,25.3,25.4,25.4,253.2,0.8366600265340705,0.014867880211391661,4.912859815232357e-05,,292.88263888889196,2025-03-03 09:53:00,10,28.0,28.0,28.1,28.2,28.2,281,0.9999999999999964,0.01650029359953024,5.871990604815011e-05,
30,,2025-02-24 11:15:00,44.80000000000001,,,285.93958333333285,2025-02-24 11:15:00,10,23.2,23.3,23.4,23.4,23.5,233.60000000000002,1.140175425099137,0.013716970052847917,6.695099384023118e-05,,292.88263888889196,2025-03-03 09:53:00,10,24.7,24.7,24.8,24.8,24.8,247.59999999999997,0.5477225575051738,0.014539048737522018,3.216221711715642e-05,,299.8312500000029,2025-03-10 08:39:00,10,27.1,27.2,27.2,27.2,27.3,272,0.707106781186545,0.015971814445096887,4.1521243757283914e-05,
31,,2025-03-03 09:53:00,45.20000000000002,,,292.88263888889196,2025-03-03 09:53:00,10,23.5,23.5,23.6,23.6,23.7,235.79999999999998,0.8366600265340747,0.013846153846153845,4.912859815232382e-05,,299.8312500000029,2025-03-10 08:39:00,10,26.3,26.4,26.4,26.5,26.5,264.2,0.8366600265340747,0.015513799177921315,4.912859815232382e-05,,306.8847222222248,2025-03-17 09:56:00,10,28.6,28.6,28.6,28.7,28.7,286.40000000000003,0.5477225575051545,0.016817381092190255,3.2162217117155283e-05,
32,,2025-03-10 08:39:00,19.80000000000001,,,299.8312500000029,2025-03-10 08:39:00,10,25.1,25.2,25.2,25.3,25.3,252.2,0.8366600265340747,0.014809160305343511,4.912859815232382e-05,,306.8847222222248,2025-03-17 09:56:00,10,26.8,26.8,26.9,26.9,27.0,268.8,0.8366600265340705,0.015783910745742806,4.912859815232357e-05,,,,,,,,,,,,,,
33,,2025-03-17 09:56:00,48.60000000000005,,,306.8847222222248,2025-03-17 09:56:00,10,23.7,23.8,23.8,23.8,23.8,237.79999999999998,0.4472135954999643,0.013963593658250145,2.6260340311213406e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
