genome_id	scientific_name	domain	taxonomy	num_features	num_cdss	dna_size	gc_content	num_contigsAAP99.1	Bacteria	Bacteria	Bacteria	1741	1741	0	0.5893	1741
Afipia.4	Bacteria	Bacteria	Bacteria	1971	1971	0	0.6202	1971
Afipia.6	Bacteria	Bacteria	Bacteria	6204	6204	0	0.6654	6204
Alcaligenaceae.2	Bacteria	Bacteria	Bacteria	3775	3775	0	0.5339	3775
Alcaligenaceae.3	Bacteria	Bacteria	Bacteria	5860	5860	0	0.6155	5860
Alcaligenaceae.5	Bacteria	Bacteria	Bacteria	3065	3065	0	0.5367	3065
Alcaligenaceae.6	Bacteria	Bacteria	Bacteria	7060	7060	0	0.5779	7060
Alcaligenes.1	Bacteria	Bacteria	Bacteria	9067	9067	0	0.5806	9067
Alcaligenes.14	Bacteria	Bacteria	Bacteria	8880	8880	0	0.5680	8880
Alcaligenes.15	Bacteria	Bacteria	Bacteria	4178	4178	0	0.5611	4178
Alcaligenes.2	Bacteria	Bacteria	Bacteria	13985	13985	0	0.5652	13985
Alcaligenes.8	Bacteria	Bacteria	Bacteria	9826	9826	0	0.5766	9826
Alkalibacter.1	Bacteria	Bacteria	Bacteria	2602	2602	0	0.4692	2602
Alkalibacter.2	Bacteria	Bacteria	Bacteria	2682	2682	0	0.4020	2682
Alkaliphilus_oremlandii_OhILAs.2	Bacteria	Bacteria	Bacteria	4828	4828	0	0.4750	4828
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium.1	Bacteria	Bacteria	Bacteria	8873	8873	0	0.5958	8873
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium.2	Bacteria	Bacteria	Bacteria	2731	2731	0	0.6296	2731
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium.3	Bacteria	Bacteria	Bacteria	5997	5997	0	0.6115	5997
Alphaproteobacteria.1	Bacteria	Bacteria	Bacteria	16173	16173	0	0.5534	16173
Alphaproteobacteria.2	Bacteria	Bacteria	Bacteria	9922	9922	0	0.6205	9922
Alphaproteobacteria.3	Bacteria	Bacteria	Bacteria	6292	6292	0	0.6241	6292
Alphaproteobacteria.4	Bacteria	Bacteria	Bacteria	4099	4099	0	0.6546	4099
Alphaproteobacteria.5	Bacteria	Bacteria	Bacteria	4509	4509	0	0.6814	4509
Alphaproteobacteria.6	Bacteria	Bacteria	Bacteria	9049	9049	0	0.6302	9049
Amaricoccus.1	Bacteria	Bacteria	Bacteria	4819	4819	0	0.7042	4819
Amaricoccus.3	Bacteria	Bacteria	Bacteria	5299	5299	0	0.5779	5299
Amaricoccus.5	Bacteria	Bacteria	Bacteria	1734	1734	0	0.7008	1734
Aminiphilus.1	Bacteria	Bacteria	Bacteria	2481	2481	0	0.5807	2481
Aminivibrio.1	Bacteria	Bacteria	Bacteria	4344	4344	0	0.5948	4344
Aminivibrio.2	Bacteria	Bacteria	Bacteria	7035	7035	0	0.5833	7035
Aminivibrio.8	Bacteria	Bacteria	Bacteria	10136	10136	0	0.5555	10136
Aminobacter.1	Bacteria	Bacteria	Bacteria	2438	2438	0	0.6365	2438
Aminobacter.2	Bacteria	Bacteria	Bacteria	6061	6061	0	0.6246	6061
Aminobacter.3	Bacteria	Bacteria	Bacteria	11640	11640	0	0.6339	11640
Aminobacter.4	Bacteria	Bacteria	Bacteria	4821	4821	0	0.6453	4821
Aminomonas.1	Bacteria	Bacteria	Bacteria	1479	1479	0	0.6811	1479
Anaerocolumna.1	Bacteria	Bacteria	Bacteria	3574	3574	0	0.3467	3574
Anaerofustis.1	Bacteria	Bacteria	Bacteria	3612	3612	0	0.3628	3612
Anaerofustis.2	Bacteria	Bacteria	Bacteria	847	847	0	0.4299	847
Anaerolinea.2	Bacteria	Bacteria	Bacteria	8556	8556	0	0.5494	8556
Anaeromyxobacteraceae.1	Bacteria	Bacteria	Bacteria	6545	6545	0	0.6644	6545
Anaeromyxobacteraceae.2	Bacteria	Bacteria	Bacteria	7954	7954	0	0.7169	7954
Anaerosalibacter.1	Bacteria	Bacteria	Bacteria	1302	1302	0	0.3074	1302
Anaerostignum.1	Bacteria	Bacteria	Bacteria	2368	2368	0	0.4046	2368
Anaerostignum.2	Bacteria	Bacteria	Bacteria	1088	1088	0	0.4018	1088
Anaerovoracaceae.2	Bacteria	Bacteria	Bacteria	4861	4861	0	0.4230	4861
Anaerovoracaceae.3	Bacteria	Bacteria	Bacteria	1348	1348	0	0.4880	1348
Anaerovoracaceae.6	Bacteria	Bacteria	Bacteria	3936	3936	0	0.5813	3936
Anaerovorax.1	Bacteria	Bacteria	Bacteria	5323	5323	0	0.4587	5323
Anaerovorax.10	Bacteria	Bacteria	Bacteria	3948	3948	0	0.4277	3948
Anaerovorax.15	Bacteria	Bacteria	Bacteria	4392	4392	0	0.4152	4392
Anaerovorax.2	Bacteria	Bacteria	Bacteria	3164	3164	0	0.5786	3164
Anaerovorax.4	Bacteria	Bacteria	Bacteria	5484	5484	0	0.4378	5484
Anaerovorax.5	Bacteria	Bacteria	Bacteria	9110	9110	0	0.4635	9110
Anaerovorax.7	Bacteria	Bacteria	Bacteria	3794	3794	0	0.4419	3794
Anaerovorax.8	Bacteria	Bacteria	Bacteria	6474	6474	0	0.4460	6474
Ancalomicrobium.1	Bacteria	Bacteria	Bacteria	6514	6514	0	0.6642	6514
Andreesenia_angusta.1	Bacteria	Bacteria	Bacteria	2688	2688	0	0.4364	2688
Angelakisella.1	Bacteria	Bacteria	Bacteria	949	949	0	0.6127	949
Aquabacterium.1	Bacteria	Bacteria	Bacteria	1987	1987	0	0.6529	1987
Aquamicrobium.1	Bacteria	Bacteria	Bacteria	8580	8580	0	0.6495	8580
Aquamicrobium.3	Bacteria	Bacteria	Bacteria	8985	8985	0	0.6417	8985
Aquamicrobium.5	Bacteria	Bacteria	Bacteria	7337	7337	0	0.6281	7337
Aquamicrobium.7	Bacteria	Bacteria	Bacteria	4520	4520	0	0.6211	4520
Aquincola.1	Bacteria	Bacteria	Bacteria	10107	10107	0	0.6907	10107
Archaea.1	Bacteria	Bacteria	Bacteria	11612	11612	0	0.3912	11612
Arcobacter.1	Bacteria	Bacteria	Bacteria	4281	4281	0	0.3141	4281
Arenimonas.1	Bacteria	Bacteria	Bacteria	1570	1570	0	0.5359	1570
Arenimonas.2	Bacteria	Bacteria	Bacteria	3744	3744	0	0.6297	3744
Asaccharospora.1	Bacteria	Bacteria	Bacteria	9125	9125	0	0.2882	9125
Atopobium.1	Bacteria	Bacteria	Bacteria	5490	5490	0	0.5735	5490
Atopobium.2	Bacteria	Bacteria	Bacteria	2088	2088	0	0.6633	2088
Azoarcus.1	Bacteria	Bacteria	Bacteria	2285	2285	0	0.6824	2285
Azoarcus.2	Bacteria	Bacteria	Bacteria	11980	11980	0	0.6387	11980
Azoarcus.4	Bacteria	Bacteria	Bacteria	18992	18992	0	0.6445	18992
Azonexus.1	Bacteria	Bacteria	Bacteria	2306	2306	0	0.6148	2306
Azorhizobium.2	Bacteria	Bacteria	Bacteria	4587	4587	0	0.6978	4587
BD1-7_clade.1	Bacteria	Bacteria	Bacteria	1700	1700	0	0.6829	1700
Bacillaceae.1	Bacteria	Bacteria	Bacteria	4227	4227	0	0.3973	4227
Bacillaceae.2	Bacteria	Bacteria	Bacteria	5375	5375	0	0.4084	5375
Bacillaceae.3	Bacteria	Bacteria	Bacteria	9499	9499	0	0.3698	9499
Bacillaceae.4	Bacteria	Bacteria	Bacteria	1497	1497	0	0.4376	1497
Bacillales.1	Bacteria	Bacteria	Bacteria	4138	4138	0	0.4235	4138
Bacilli.1	Bacteria	Bacteria	Bacteria	3572	3572	0	0.4589	3572
Bacilli.2	Bacteria	Bacteria	Bacteria	12344	12344	0	0.5513	12344
Bacilli.3	Bacteria	Bacteria	Bacteria	2959	2959	0	0.4483	2959
Bacilli.4	Bacteria	Bacteria	Bacteria	5685	5685	0	0.5585	5685
Bacilli.5	Bacteria	Bacteria	Bacteria	11599	11599	0	0.5110	11599
Bacilli.6	Bacteria	Bacteria	Bacteria	18429	18429	0	0.4011	18429
Bacillus.1	Bacteria	Bacteria	Bacteria	4237	4237	0	0.5316	4237
Bacillus.10	Bacteria	Bacteria	Bacteria	1646	1646	0	0.3567	1646
Bacillus.12	Bacteria	Bacteria	Bacteria	13921	13921	0	0.4456	13921
Bacillus.13	Bacteria	Bacteria	Bacteria	19083	19083	0	0.3693	19083
Bacillus.14	Bacteria	Bacteria	Bacteria	10144	10144	0	0.3796	10144
Bacillus.15	Bacteria	Bacteria	Bacteria	2290	2290	0	0.3753	2290
Bacillus.16	Bacteria	Bacteria	Bacteria	1730	1730	0	0.4573	1730
Bacillus.2	Bacteria	Bacteria	Bacteria	8233	8233	0	0.3934	8233
Bacillus.3	Bacteria	Bacteria	Bacteria	2111	2111	0	0.3770	2111
Bacillus.4	Bacteria	Bacteria	Bacteria	5365	5365	0	0.3690	5365
Bacillus.7	Bacteria	Bacteria	Bacteria	1646	1646	0	0.3567	1646
Bacteria.2	Bacteria	Bacteria	Bacteria	18912	18912	0	0.6407	18912
Bacteria.21	Bacteria	Bacteria	Bacteria	3214	3214	0	0.4272	3214
Bacteria.5	Bacteria	Bacteria	Bacteria	1113	1113	0	0.7198	1113
Bacteroidales.1	Bacteria	Bacteria	Bacteria	4086	4086	0	0.5468	4086
Bacteroides.1	Bacteria	Bacteria	Bacteria	335	335	0	0.3957	335
Bacteroidetes_vadinHA17.1	Bacteria	Bacteria	Bacteria	1769	1769	0	0.4233	1769
Bauldia.1	Bacteria	Bacteria	Bacteria	4125	4125	0	0.6778	4125
Bauldia.2	Bacteria	Bacteria	Bacteria	2210	2210	0	0.6669	2210
Bauldia.4	Bacteria	Bacteria	Bacteria	1678	1678	0	0.6678	1678
Bdellovibrio.1	Bacteria	Bacteria	Bacteria	4000	4000	0	0.4523	4000
Bellilinea.2	Bacteria	Bacteria	Bacteria	5589	5589	0	0.5407	5589
Bellilinea.3	Bacteria	Bacteria	Bacteria	5568	5568	0	0.5384	5568
Bifidobacterium.1	Bacteria	Bacteria	Bacteria	2533	2533	0	0.6062	2533
Blastopirellula.1	Bacteria	Bacteria	Bacteria	3183	3183	0	0.5261	3183
Blautia.1	Bacteria	Bacteria	Bacteria	6279	6279	0	0.4279	6279
Blautia.2	Bacteria	Bacteria	Bacteria	5025	5025	0	0.4296	5025
Blautia.3	Bacteria	Bacteria	Bacteria	5331	5331	0	0.4634	5331
Blvii28_wastewater-sludge_group.1	Bacteria	Bacteria	Bacteria	2659	2659	0	0.4210	2659
Blvii28_wastewater-sludge_group.3	Bacteria	Bacteria	Bacteria	2377	2377	0	0.4474	2377
Bosea.1	Bacteria	Bacteria	Bacteria	7519	7519	0	0.6670	7519
Bosea.2	Bacteria	Bacteria	Bacteria	11168	11168	0	0.6704	11168
Bosea.3	Bacteria	Bacteria	Bacteria	3657	3657	0	0.6516	3657
Bosea.4	Bacteria	Bacteria	Bacteria	7385	7385	0	0.6709	7385
Brachymonas.1	Bacteria	Bacteria	Bacteria	3513	3513	0	0.6421	3513
Bradyrhizobium.1	Bacteria	Bacteria	Bacteria	6707	6707	0	0.6000	6707
Bradyrhizobium.2	Bacteria	Bacteria	Bacteria	19729	19729	0	0.6142	19729
Brevibacillus.1	Bacteria	Bacteria	Bacteria	9841	9841	0	0.5051	9841
Brevundimonas.1	Bacteria	Bacteria	Bacteria	7799	7799	0	0.6341	7799
Brevundimonas.2	Bacteria	Bacteria	Bacteria	12735	12735	0	0.6489	12735
Brevundimonas.3	Bacteria	Bacteria	Bacteria	4390	4390	0	0.6820	4390
Brooklawnia.1	Bacteria	Bacteria	Bacteria	22978	22978	0	0.6567	22978
Burkholderiales.1	Bacteria	Bacteria	Bacteria	21109	21109	0	0.6705	21109
Burkholderiales.10	Bacteria	Bacteria	Bacteria	19206	19206	0	0.6733	19206
Burkholderiales.14	Bacteria	Bacteria	Bacteria	15859	15859	0	0.6693	15859
Burkholderiales.15	Bacteria	Bacteria	Bacteria	7749	7749	0	0.6826	7749
Burkholderiales.4	Bacteria	Bacteria	Bacteria	9980	9980	0	0.6694	9980
Burkholderiales.7	Bacteria	Bacteria	Bacteria	7749	7749	0	0.6836	7749
Butyrivibrio.1	Bacteria	Bacteria	Bacteria	7348	7348	0	0.4661	7348
CL500-29_marine_group.1	Bacteria	Bacteria	Bacteria	5032	5032	0	0.6349	5032
Ca_Alysiosphaera.1	Bacteria	Bacteria	Bacteria	6580	6580	0	0.6856	6580
Ca_Alysiosphaera.2	Bacteria	Bacteria	Bacteria	3783	3783	0	0.7085	3783
Ca_Amarobacter.1	Bacteria	Bacteria	Bacteria	4696	4696	0	0.6070	4696
Ca_Amoebophilus.1	Bacteria	Bacteria	Bacteria	1758	1758	0	0.4289	1758
Ca_Amoebophilus.2	Bacteria	Bacteria	Bacteria	1075	1075	0	0.3617	1075
Ca_Anammoximicrobium.1	Bacteria	Bacteria	Bacteria	1397	1397	0	0.6332	1397
Ca_Berkiella.1	Bacteria	Bacteria	Bacteria	5690	5690	0	0.4025	5690
Ca_Brevefilum.1	Bacteria	Bacteria	Bacteria	1598	1598	0	0.5096	1598
Ca_Brevefilum.2	Bacteria	Bacteria	Bacteria	2488	2488	0	0.4903	2488
Ca_Caldatribacterium.1	Bacteria	Bacteria	Bacteria	2783	2783	0	0.4774	2783
Ca_Cloacimonas.2	Bacteria	Bacteria	Bacteria	1855	1855	0	0.3787	1855
Ca_Cloacimonas.4	Bacteria	Bacteria	Bacteria	1935	1935	0	0.5370	1935
Ca_Competibacter.1	Bacteria	Bacteria	Bacteria	3463	3463	0	0.6553	3463
Ca_Diapherotrites_archaeon_ADurb.Bin253.1	Bacteria	Bacteria	Bacteria	525	525	0	0.2936	525
Ca_Dichloromethanomonas.1	Bacteria	Bacteria	Bacteria	1662	1662	0	0.4140	1662
Ca_Megaira.1	Bacteria	Bacteria	Bacteria	759	759	0	0.3697	759
Ca_Methanofastidiosum.1	Bacteria	Bacteria	Bacteria	5721	5721	0	0.3556	5721
Ca_Methanoplasma.1	Bacteria	Bacteria	Bacteria	1676	1676	0	0.5638	1676
Ca_Obscuribacter.1	Bacteria	Bacteria	Bacteria	2891	2891	0	0.5027	2891
Ca_Ovatusbacter.1	Bacteria	Bacteria	Bacteria	4249	4249	0	0.3924	4249
Ca_Paracaedibacter.1	Bacteria	Bacteria	Bacteria	962	962	0	0.4104	962
Ca_Phosphitivorax.1	Bacteria	Bacteria	Bacteria	1198	1198	0	0.5797	1198
Ca_Phosphitivorax.2	Bacteria	Bacteria	Bacteria	1158	1158	0	0.6008	1158
Ca_Phosphoribacter.1	Bacteria	Bacteria	Bacteria	1343	1343	0	0.6931	1343
Ca_Soleaferrea.1	Bacteria	Bacteria	Bacteria	1332	1332	0	0.5069	1332
Caldicoprobacter.1	Bacteria	Bacteria	Bacteria	1092	1092	0	0.4955	1092
Caldicoprobacter.11	Bacteria	Bacteria	Bacteria	2643	2643	0	0.4875	2643
Caldicoprobacter.12	Bacteria	Bacteria	Bacteria	2643	2643	0	0.4875	2643
Caldicoprobacter.15	Bacteria	Bacteria	Bacteria	6609	6609	0	0.4918	6609
Caldicoprobacter.4	Bacteria	Bacteria	Bacteria	14003	14003	0	0.4780	14003
Caldicoprobacter.5	Bacteria	Bacteria	Bacteria	3467	3467	0	0.4973	3467
Caldicoprobacter.7	Bacteria	Bacteria	Bacteria	3664	3664	0	0.4484	3664
Caldicoprobacter.8	Bacteria	Bacteria	Bacteria	5147	5147	0	0.4652	5147
Caldicoprobacter.9	Bacteria	Bacteria	Bacteria	3058	3058	0	0.5021	3058
Caldicoprobacteraceae.1	Bacteria	Bacteria	Bacteria	10063	10063	0	0.5026	10063
Caldicoprobacteraceae.2	Bacteria	Bacteria	Bacteria	4077	4077	0	0.4692	4077
Camelimonas.2	Bacteria	Bacteria	Bacteria	4687	4687	0	0.6681	4687
Caproiciproducens.1	Bacteria	Bacteria	Bacteria	2773	2773	0	0.4869	2773
Caproiciproducens.3	Bacteria	Bacteria	Bacteria	5312	5312	0	0.5187	5312
Caproiciproducens.6	Bacteria	Bacteria	Bacteria	4262	4262	0	0.4851	4262
Castellaniella.1	Bacteria	Bacteria	Bacteria	5872	5872	0	0.6571	5872
Castellaniella.2	Bacteria	Bacteria	Bacteria	3896	3896	0	0.6431	3896
Caulobacteraceae.1	Bacteria	Bacteria	Bacteria	3899	3899	0	0.6867	3899
Cellulosilyticum.1	Bacteria	Bacteria	Bacteria	1509	1509	0	0.3284	1509
Chelativorans.1	Bacteria	Bacteria	Bacteria	5475	5475	0	0.6328	5475
Chelatococcus.1	Bacteria	Bacteria	Bacteria	5060	5060	0	0.6821	5060
Chitinophagaceae.1	Bacteria	Bacteria	Bacteria	7755	7755	0	0.4087	7755
Chitinophagaceae.2	Bacteria	Bacteria	Bacteria	3163	3163	0	0.3566	3163
Chitinophagaceae.3	Bacteria	Bacteria	Bacteria	1250	1250	0	0.3260	1250
Chitinophagales.1	Bacteria	Bacteria	Bacteria	6737	6737	0	0.4134	6737
Christensenella_sp._AF73-05CM02.1	Bacteria	Bacteria	Bacteria	2459	2459	0	0.4890	2459
Christensenellaceae.17	Bacteria	Bacteria	Bacteria	1446	1446	0	0.4886	1446
Christensenellaceae.2	Bacteria	Bacteria	Bacteria	4252	4252	0	0.5299	4252
Christensenellaceae.6	Bacteria	Bacteria	Bacteria	2163	2163	0	0.5327	2163
Christensenellaceae.8	Bacteria	Bacteria	Bacteria	7344	7344	0	0.5022	7344
Christensenellaceae_R-7_group.1	Bacteria	Bacteria	Bacteria	4538	4538	0	0.4963	4538
Christensenellaceae_R-7_group.11	Bacteria	Bacteria	Bacteria	15788	15788	0	0.5317	15788
Christensenellaceae_R-7_group.13	Bacteria	Bacteria	Bacteria	4893	4893	0	0.5641	4893
Christensenellaceae_R-7_group.15	Bacteria	Bacteria	Bacteria	1017	1017	0	0.6470	1017
Christensenellaceae_R-7_group.18	Bacteria	Bacteria	Bacteria	1017	1017	0	0.6470	1017
Christensenellaceae_R-7_group.2	Bacteria	Bacteria	Bacteria	936	936	0	0.5927	936
Christensenellaceae_R-7_group.20	Bacteria	Bacteria	Bacteria	4392	4392	0	0.5804	4392
Christensenellaceae_R-7_group.29	Bacteria	Bacteria	Bacteria	1691	1691	0	0.5636	1691
Christensenellaceae_R-7_group.3	Bacteria	Bacteria	Bacteria	5617	5617	0	0.5356	5617
Christensenellaceae_R-7_group.31	Bacteria	Bacteria	Bacteria	871	871	0	0.5652	871
Christensenellaceae_R-7_group.33	Bacteria	Bacteria	Bacteria	5005	5005	0	0.5559	5005
Christensenellaceae_R-7_group.34	Bacteria	Bacteria	Bacteria	3331	3331	0	0.5509	3331
Christensenellaceae_R-7_group.36	Bacteria	Bacteria	Bacteria	3998	3998	0	0.5775	3998
Christensenellaceae_R-7_group.37	Bacteria	Bacteria	Bacteria	5121	5121	0	0.5651	5121
Christensenellaceae_R-7_group.39	Bacteria	Bacteria	Bacteria	2929	2929	0	0.5541	2929
Christensenellaceae_R-7_group.4	Bacteria	Bacteria	Bacteria	1210	1210	0	0.5107	1210
Christensenellaceae_R-7_group.42	Bacteria	Bacteria	Bacteria	994	994	0	0.5872	994
Christensenellaceae_R-7_group.44	Bacteria	Bacteria	Bacteria	1094	1094	0	0.4901	1094
Christensenellaceae_R-7_group.48	Bacteria	Bacteria	Bacteria	877	877	0	0.6084	877
Christensenellaceae_R-7_group.5	Bacteria	Bacteria	Bacteria	1143	1143	0	0.6430	1143
Christensenellaceae_R-7_group.53	Bacteria	Bacteria	Bacteria	1222	1222	0	0.6009	1222
Christensenellaceae_R-7_group.54	Bacteria	Bacteria	Bacteria	4252	4252	0	0.5290	4252
Christensenellaceae_R-7_group.55	Bacteria	Bacteria	Bacteria	986	986	0	0.5048	986
Christensenellaceae_R-7_group.57	Bacteria	Bacteria	Bacteria	1947	1947	0	0.5530	1947
Christensenellaceae_R-7_group.59	Bacteria	Bacteria	Bacteria	4043	4043	0	0.5272	4043
Christensenellaceae_R-7_group.6	Bacteria	Bacteria	Bacteria	4399	4399	0	0.5322	4399
Christensenellaceae_R-7_group.61	Bacteria	Bacteria	Bacteria	6093	6093	0	0.4910	6093
Christensenellaceae_R-7_group.62	Bacteria	Bacteria	Bacteria	2348	2348	0	0.6208	2348
Christensenellaceae_R-7_group.64	Bacteria	Bacteria	Bacteria	1295	1295	0	0.5483	1295
Christensenellaceae_R-7_group.65	Bacteria	Bacteria	Bacteria	2717	2717	0	0.5618	2717
Christensenellaceae_R-7_group.7	Bacteria	Bacteria	Bacteria	2461	2461	0	0.6175	2461
Christensenellaceae_R-7_group.73	Bacteria	Bacteria	Bacteria	3372	3372	0	0.5354	3372
Christensenellaceae_R-7_group.74	Bacteria	Bacteria	Bacteria	1322	1322	0	0.5090	1322
Christensenellaceae_R-7_group.75	Bacteria	Bacteria	Bacteria	1127	1127	0	0.5555	1127
Christensenellaceae_R-7_group.76	Bacteria	Bacteria	Bacteria	1182	1182	0	0.5353	1182
Christensenellaceae_R-7_group.77	Bacteria	Bacteria	Bacteria	1139	1139	0	0.5521	1139
Christensenellaceae_R-7_group.79	Bacteria	Bacteria	Bacteria	2150	2150	0	0.4875	2150
Christensenellaceae_R-7_group.8	Bacteria	Bacteria	Bacteria	4223	4223	0	0.5564	4223
Christensenellaceae_R-7_group.81	Bacteria	Bacteria	Bacteria	1686	1686	0	0.4953	1686
Christensenellaceae_R-7_group.82	Bacteria	Bacteria	Bacteria	3124	3124	0	0.5401	3124
Christensenellaceae_R-7_group.83	Bacteria	Bacteria	Bacteria	4698	4698	0	0.5346	4698
Christensenellaceae_R-7_group.85	Bacteria	Bacteria	Bacteria	2125	2125	0	0.5279	2125
Christensenellaceae_R-7_group.90	Bacteria	Bacteria	Bacteria	5592	5592	0	0.5353	5592
Christensenellaceae_R-7_group.92	Bacteria	Bacteria	Bacteria	943	943	0	0.5803	943
Christensenellaceae_R-7_group.94	Bacteria	Bacteria	Bacteria	1900	1900	0	0.5488	1900
Chryseobacterium.1	Bacteria	Bacteria	Bacteria	2534	2534	0	0.3973	2534
Chthoniobacter.3	Bacteria	Bacteria	Bacteria	6007	6007	0	0.5937	6007
Chthoniobacterales.1	Bacteria	Bacteria	Bacteria	2826	2826	0	0.5725	2826
Chthonobacter.1	Bacteria	Bacteria	Bacteria	6154	6154	0	0.6013	6154
Clostridia.1	Bacteria	Bacteria	Bacteria	13802	13802	0	0.4705	13802
Clostridia.11	Bacteria	Bacteria	Bacteria	19605	19605	0	0.4132	19605
Clostridia.14	Bacteria	Bacteria	Bacteria	3878	3878	0	0.3800	3878
Clostridia.16	Bacteria	Bacteria	Bacteria	3820	3820	0	0.4297	3820
Clostridia.17	Bacteria	Bacteria	Bacteria	8387	8387	0	0.3302	8387
Clostridia.18	Bacteria	Bacteria	Bacteria	7759	7759	0	0.4438	7759
Clostridia.19	Bacteria	Bacteria	Bacteria	7251	7251	0	0.4614	7251
Clostridia.7	Bacteria	Bacteria	Bacteria	844	844	0	0.5375	844
Clostridia.8	Bacteria	Bacteria	Bacteria	3207	3207	0	0.3620	3207
Clostridia_vadinBB60_group.1	Bacteria	Bacteria	Bacteria	8894	8894	0	0.5160	8894
Clostridiaceae.1	Bacteria	Bacteria	Bacteria	9020	9020	0	0.3964	9020
Clostridiaceae.3	Bacteria	Bacteria	Bacteria	3859	3859	0	0.3038	3859
Clostridiaceae.4	Bacteria	Bacteria	Bacteria	7688	7688	0	0.3553	7688
Clostridiaceae.6	Bacteria	Bacteria	Bacteria	4212	4212	0	0.3271	4212
Clostridiaceae.8	Bacteria	Bacteria	Bacteria	4006	4006	0	0.3214	4006
Clostridium_sensu_stricto_1.1	Bacteria	Bacteria	Bacteria	8068	8068	0	0.2831	8068
Clostridium_sensu_stricto_1.10	Bacteria	Bacteria	Bacteria	3117	3117	0	0.2749	3117
Clostridium_sensu_stricto_1.11	Bacteria	Bacteria	Bacteria	4082	4082	0	0.3005	4082
Clostridium_sensu_stricto_1.2	Bacteria	Bacteria	Bacteria	1537	1537	0	0.2764	1537
Clostridium_sensu_stricto_1.3	Bacteria	Bacteria	Bacteria	2112	2112	0	0.2832	2112
Clostridium_sensu_stricto_1.4	Bacteria	Bacteria	Bacteria	5466	5466	0	0.3716	5466
Clostridium_sensu_stricto_1.5	Bacteria	Bacteria	Bacteria	3597	3597	0	0.3713	3597
Clostridium_sensu_stricto_1.6	Bacteria	Bacteria	Bacteria	5065	5065	0	0.3562	5065
