asv,asv_len,rel_ab,midas_taxonomy,best_organism,best_genome_id,best_align_score,best_identity,best_edlib_distance,best_genus,best_family
4c31c3e198534eab45b6d92b61f75b10,371,734.745733,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Peptostreptococcaceae Paraclostridium midas_s_2984,Paraclostridium benzoelyticum YGCA10,1629550.38,742.0,1.0,0,Paraclostridium,Peptostreptococcaceae
e75fd72fb216d3d4c964602d8c338f65,374,280.228545,Bacteria Firmicutes Bacilli Lactobacillales Enterococcaceae Enterococcus,Enterococcus silesiacus strain DSM 22801,332949.8,748.0,1.0,0,Enterococcus,Enterococcaceae
09ee5eb3e6c726c7c8242f6e97453fc2,378,245.437581,Archaea Euryarchaeota Methanobacteria Methanobacteriales Methanobacteriaceae Methanobacterium Methanobacterium_formicicum,Methanobacterium formicicum strain DSM 1535,2162.9,756.0,1.0,0,Methanobacterium,Methanobacteriaceae
be9dcf562f0ab066c0b252d527a42d19,371,181.682267,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Peptostreptococcaceae Romboutsia Romboutsia_lituseburensis,Romboutsia lituseburensis MY01,1537.8,742.0,1.0,0,Romboutsia,Peptostreptococcaceae
6aa300d5323cbf75dc53cec3e6acb87c,374,1300.650466,Bacteria Firmicutes Clostridia Gracilibacteraceae Gracilibacter midas_g_669,Candidatus Cloacimonadota bacterium USMO_maxbin.063_sub,2030808.361,718.0,0.984,6,,
e29f9ab1342fe7d53d4f1e2d03bb5969,371,195.44586,Bacteria Synergistota Synergistia Synergistales Synergistaceae Syner-01,Synergistales bacterium Syner_01,1674906.4,742.0,1.0,0,,
430c875622713c0d7662add2d8e7db60,370,331.568543,Bacteria Desulfobacterota Desulfovibrionia Desulfovibrionales Desulfovibrionaceae Desulfovibrio midas_s_43704,Desulfovibrio carbinolicus strain DSM 3852,296842.5,735.0,0.9973,1,Solidesulfovibrio,Desulfovibrionaceae
e144d237c973d831d708cac2c17df968,366,153.216545,Bacteria Firmicutes Clostridia Eubacteriales Eubacteriaceae Acetobacterium,uncultured Acetobacterium sp. a0d58640-2bdf-407d-bedf-8d20b14cd168,217139.4,732.0,1.0,0,Acetobacterium,Eubacteriaceae
ec92f6331d8ecb50e3f0dee8fbf3bcb0,370,304.663757,Bacteria Bacteroidota Bacteroidia Bacteroidales Rikenellaceae midas_g_15299 midas_s_96664,Rikenellaceae bacterium CA_44,2049048.197,740.0,1.0,0,,Rikenellaceae
8e6faab8acc1bdcba46f098a739aec14,372,577.469577,Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus midas_s_108787,Massilibacterium senegalense strain MGYG-HGUT-01511,1632858.6,739.0,0.9973,1,Massilibacterium,Bacillaceae
160417c8184691818a991a146e5402d7,372,543.080303,Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus midas_s_108787,Massilibacterium senegalense strain MGYG-HGUT-01511,1632858.6,734.0,0.9946,2,Massilibacterium,Bacillaceae
d42912a22b570ab99938b745999ae2cc,370,140.441579,Bacteria Bacteroidota Bacteroidia Bacteroidales Bacteroidaceae Bacteroides midas_s_56922,uncultured Bacteroides sp. strain HGM04647,162156.240,740.0,1.0,0,Bacteroides,Bacteroidaceae
b7806c4f83108800a9c32dc83c148d95,369,84.538786,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Peptostreptococcaceae Acetoanaerobium,Candidatus Uhrbacteria bacterium AMX-MBFR-16,2053634.216,738.0,1.0,0,,
93fadef301b62aa732e42bf1142b3afa,370,274.219565,Bacteria Bacteroidota Bacteroidia Bacteroidales Paludibacteraceae midas_g_9269,uncultured candidate division WWE3 bacterium SRR6007446_bin.103_CONCOCT_v1.1_MAG,422285.13,735.0,0.9973,1,,
4bea53b2aad77f2569a0182f6b84255e,370,124.643534,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Dysgonomonas midas_s_30643,Dysgonomonas sp. Marseille-Q5470,3039494.5,740.0,1.0,0,Dysgonomonas,Dysgonomonadaceae
472fdc0687378563f0c9da6da7638e1a,374,206.545762,Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium_sensu_stricto_13 midas_s_88977,Clostridium sulfidigenes CTOTU49863,318464.76,748.0,1.0,0,Clostridium,Clostridiaceae
765b69d9c4313cc8630769db523cc54c,373,263.531375,Bacteria Firmicutes Clostridia Oscillospirales Oscillospiraceae Oscillibacter,uncultured Oscillibacter sp. MGYG-HGUT-02964,876091.1409,746.0,1.0,0,Oscillibacter,Oscillospiraceae
29b313a5262947210e3e9de415abaead,372,218.544257,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Ochrobactrum,Ochrobactrum sp. A-1,2920940.4,744.0,1.0,0,Ochrobactrum,Brucellaceae
e9e060e5e0e46911cad92b8292aeefd7,374,295.274311,Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Proteiniclasticum Proteiniclasticum_ruminis,Proteiniclasticum ruminis strain ML2,398199.6,748.0,1.0,0,Proteiniclasticum,Clostridiaceae
ea156f972cd3802c3fac147e4200ba7a,370,301.658008,Bacteria Bacteroidota Bacteroidia Bacteroidales Rikenellaceae midas_g_36215 midas_s_82500,Bacteroidales bacterium Bact_08,1674822.4,725.0,0.9919,3,,
da47a34fd036b068ca0c5eaf185e2082,372,97.643744,Bacteria Synergistota Synergistia Synergistales Synergistaceae Thermovirga midas_s_94423,Synergistales bacterium strain UFZ-4H10,2268201.27,714.0,0.9839,6,,
01bc6f144e0f577c7a5364ebafdb3509,365,73.746964,Bacteria Firmicutes Bacilli Erysipelotrichales Erysipelotrichaceae Erysipelothrix midas_s_114219,Petrimonas sp. BF4_55,2023866.16,710.0,0.989,4,Petrimonas,Dysgonomonadaceae
3343d19c0bc1759a66023cbc86c92592,373,143.046208,Bacteria Cloacimonadota Cloacimonadia Cloacimonadales Cloacimonadaceae LNR_A2-18,Candidatus Cloacimonadaceae bacterium SO_2017_CLC_73,3064664.35,731.0,0.992,3,,Candidatus Cloacimonadaceae
a061d8883eca2028db1d268500722130,373,140.511925,Bacteria Cloacimonadota Cloacimonadia Cloacimonadales Cloacimonadaceae LNR_A2-18,Candidatus Cloacimonadaceae bacterium SO_2017_CLC_73,3064664.35,726.0,0.9893,4,,Candidatus Cloacimonadaceae
0709277372b3816e3986842fb10c8e96,370,104.997449,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_90161,Proteiniphilum sp. SO_2017_LW3_98,1926877.74,735.0,0.9973,1,Proteiniphilum,Dysgonomonadaceae
a82691ab5fd4e8d3d3b23b7958c8e764,374,227.522316,Bacteria Firmicutes Thermoanaerobacteria Thermoanaerobacterales SRB2 midas_g_97954 midas_s_97954,Rhodopseudomonas palustris strain MAG1,1076.65,588.0,0.9144,32,Rhodopseudomonas,Nitrobacteraceae
181a2b6fbc1d5f5de022772f08fb875c,373,107.137862,Bacteria Firmicutes Clostridia Oscillospirales Oscillospiraceae Colidextribacter,Pseudoflavonifractor sp. Marseille-P3106 strain Marseille-P3106,1871015.3,701.0,0.9759,9,Pseudoflavonifractor,Oscillospiraceae
28f1a500a5a6ebd1cede9322b50bcaad,374,145.437842,Bacteria Firmicutes Thermoanaerobacteria Thermoanaerobacterales SRB2 midas_g_4301 midas_s_97088,Firmicutes bacterium strain THP_Bin_10,1879010.7447,748.0,1.0,0,,
5976a56adfe903f7348b5eb5689e3c55,370,84.289891,Bacteria Bacteroidota Bacteroidia Bacteroidales Rikenellaceae midas_g_36215 midas_s_87061,Bacteroidales bacterium C8_metabat.bin.20,2030927.4484,670.0,0.9622,14,,
4b50be28c2cc7c6a4dbc6300155c5218,372,92.367649,Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas midas_s_25101,Brevundimonas naejangsanensis strain UBA7716,588932.13,744.0,1.0,0,Brevundimonas,Caulobacteraceae
19463e5fe824700110e4a4ec8afe0512,378,101.512704,Archaea Euryarchaeota Methanobacteria Methanobacteriales Methanobacteriaceae Methanobacterium Methanobacterium_beijingense,uncultured archaeon CTOTU39356,115547.952,751.0,0.9974,1,,
499a635c6e7dcd5c8ef518302aa50011,370,46.71827,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Fermentimonas,Lascolabacillus massiliensis strain SIT8,1627894.4,740.0,1.0,0,Lascolabacillus,Porphyromonadaceae
ff6f97ce50ea01298f8e58b53b97d489,373,179.060692,Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter,Acinetobacter sp. 5838e27d-3196-4b3d-858e-c6f7624ca82c,472.424,746.0,1.0,0,Acinetobacter,Moraxellaceae
c7553191e309cfc2e28aea2507e7afdf,371,34.416439,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Anaerovoracaceae Anaerovorax,Anaerovoracaceae bacterium fe68b2db-f37a-4e12-b54c-8327b9d680bb,3030912.177,737.0,0.9973,1,,Anaerovoracaceae
9feda0d620fa50b57ce3f848e1b48975,372,152.015698,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae,Delftia tsuruhatensis I4-RSP,180282.80,744.0,1.0,0,Delftia,Comamonadaceae
07e00e1bcc9d9a3c50591f721785e591,374,326.389976,Bacteria Firmicutes Dethiobacteria Dethiobacterales Dethiobacteraceae,uncultured Syntrophomonadaceae bacterium binchicken_co334_126,310093.17,656.0,0.952,18,,Syntrophomonadaceae
cd05a4b1cda569ae366c6980823f4c72,374,238.777941,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Azoarcus,Dechloromonas sp. strain UWPOB_DECH1,1917218.22,698.0,0.9733,10,Dechloromonas,Azonexaceae
28b5f35cfb5f0516e5e5f896428abdcd,372,77.865867,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Aquamicrobium Aquamicrobium_lusatiense,Aquamicrobium lusatiense D-9,89772.4,744.0,1.0,0,Aquamicrobium,Phyllobacteriaceae
113b0d8ebf97fc5aba85fa06ecfdbb1a,374,86.231015,Bacteria Firmicutes Syntrophomonadia Syntrophomonadales Syntrophomonadaceae,Proteiniphilum sp. STF2_60,1926877.41,703.0,0.9759,9,Proteiniphilum,Dysgonomonadaceae
cd1f95189b8375347f827f4a8b08dcf7,369,223.605648,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Family_XI Soehngenia midas_s_46673,Gudongella sp. M17C-05,2692384.7,718.0,0.9892,4,Gudongella,Tissierellaceae
a402fc6f0fd057decbe746f48bf12862,370,50.605687,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Petrimonas Petrimonas_sulfuriphila,Petrimonas sp. IBARAKI,1978337.3,735.0,0.9973,1,Petrimonas,Dysgonomonadaceae
1f4fb4bfdca6c9d13106ed533362a62e,374,71.396363,Bacteria Firmicutes Desulfitobacteriia Desulfitobacteriales Desulfitobacteriaceae Desulfosporosinus,Desulfitobacterium hafniense strain MGYG-HGUT-01388,49338.10,748.0,1.0,0,Desulfitobacterium,Desulfitobacteriaceae
e8e82cf023a3abd684fe7e817acc9bf0,374,73.134933,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae Christensenellaceae_R-7_group,Christensenellales bacterium AnMBR.bin514,3083246.44,738.0,0.9947,2,,
793ecb5ed65cd96425a35698e8ab9e78,373,89.682932,Bacteria Campylobacterota Campylobacteria Campylobacterales Sulfurospirillaceae Sulfurospirillum Sulfurospirillum_cavolei,Sulfurospirillum sp. DNRA8,2954076.8,746.0,1.0,0,,
58b2cf308363fb35b932620518786116,371,63.16086,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Proteiniboraceae Proteiniborus Proteiniborus_ethanoligenes,Proteiniborus ethanoligenes strain DSM 21650,415015.4,742.0,1.0,0,Proteiniborus,
a353b92733af5260a57dd1a0ba3001e1,378,168.407148,Archaea Euryarchaeota Methanobacteria Methanobacteriales Methanobacteriaceae Methanobacterium Methanobacterium_beijingense,Methanobacterium movens JCM 15415,493461.3,751.0,0.9974,1,Methanobacterium,Methanobacteriaceae
deb262fd92af4fdcd3b6240303048b2a,374,28.699813,Bacteria WPS-2 midas_c_55 midas_o_1194 midas_f_1770 midas_g_2901 midas_s_3072,Methanothrix sp. 2-no_aug_S1_008,90426.50,738.0,0.9947,2,Methanothrix,Methanotrichaceae
abaecd8b82d14efc7ccc4dcb7f864cba,369,43.930924,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Sedimentibacteraceae Sedimentibacter midas_s_87661,Pseudomonadaceae bacterium CTOTU49256,1914538.113,738.0,1.0,0,,Pseudomonadaceae
5631fe818e588992529f6071afc9cda5,374,87.855152,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae Christensenellaceae_R-7_group,uncultured Clostridia bacterium SRR5024280_bin.45_CONCOCT_v1.1_MAG,244328.7181,688.0,0.9679,12,,
4adbf4beb8d2b17f63b543e4d9aa39b6,370,105.265985,Bacteria Bacteroidota Bacteroidia Bacteroidales Paludibacteraceae midas_g_9269,uncultured candidate division WWE3 bacterium SRR6007446_bin.103_CONCOCT_v1.1_MAG,422285.13,740.0,1.0,0,,
43a52ec4605b37f3671b33e61ff6fedd,370,43.159904,Bacteria Bacteroidota Bacteroidia Bacteroidales Rikenellaceae midas_g_36215 midas_s_87061,Bacteroidales bacterium C8_metabat.bin.20,2030927.4484,665.0,0.9595,15,,
b4eac52cfa36ce63f24be2fc530ad204,370,26.024407,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum Proteiniphilum_saccharofermentans,Bacteroidetes bacterium 5-aug_S3_006,1898104.1542,725.0,0.9919,3,,
f63e76a4ce2cd0f7f39e8195d8302dcf,374,93.132516,Bacteria Firmicutes Bacilli Lactobacillales Enterococcaceae Enterococcus,Enterococcus faecium Enterococcus sp.,1352.23145,748.0,1.0,0,Enterococcus,Enterococcaceae
206069e5a5041e6c7f39a4141aefdc19,374,34.483725,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae Christensenellaceae_R-7_group midas_s_47390,uncultured Eubacteriales bacterium O89_L4_395395_idba_bin.134,172733.3472,713.0,0.9813,7,,
d863bc6a2fa6a8a93787e45a6abe3304,374,55.12162,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Stenotrophomonas midas_s_74451,Stenotrophomonas maltophilia JV3,868597.17,748.0,1.0,0,Stenotrophomonas,Lysobacteraceae
89d1d4064aa11fd1f3efb8e1345c813f,374,50.665512,Bacteria Firmicutes Thermoanaerobacteria Thermoanaerobacterales SRB2 midas_g_97954,Bacteroidales bacterium 2-no_aug_S1_022,2030927.2649,591.0,0.9173,31,,
52708c2cfa926ba9b2f69878c97cee2c,372,177.054294,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Stappiaceae Stappia,Stappia indica strain EBBD 17.2,538381.39,744.0,1.0,0,Stappia,Stappiaceae
bb617d32673d5f60d6216a07ad7a42bc,371,125.845668,Bacteria Desulfobacterota Desulfovibrionia Desulfovibrionales Desulfovibrionaceae Desulfovibrio midas_s_76151,Desulfovibrio psychrotolerans strain JS1,415242.3,732.0,0.9946,2,Desulfovibrio,Desulfovibrionaceae
d02e8e093df5064814273f652473189e,373,35.913731,Bacteria Firmicutes Clostridia Oscillospirales Oscillospiraceae Intestinimonas midas_s_95615,Intestinimonas sp. CLA-AA-H199,2881257.8,721.0,0.9866,5,Intestinimonas,
d48429274cd09a4257ad8b24c009e8fd,370,153.447055,Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae midas_g_25828,Cronobacter dublinensis strain cro2915W,413497.13,665.0,0.9595,15,Cronobacter,Enterobacteriaceae
efbade8cc54695abfc5c07f21eecb6e7,373,39.01748,Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter,Mycobacteroides abscessus subsp. abscessus strain 1130,1185650.957,746.0,1.0,0,Mycobacteroides,Mycobacteriaceae
0b736ddea36ed16291fa058fe28061f8,372,165.330249,Bacteria Firmicutes Clostridia Proteinivoracales midas_f_1799 midas_g_1799 midas_s_91638,Firmicutes bacterium strain MES11,1879010.6660,675.0,0.965,14,,
7d537f12eaa3231c2c2b58b74901051c,374,38.063735,Bacteria Firmicutes Clostridia Peptococcales Peptococcaceae midas_g_3595 midas_s_91643,Firmicutes bacterium Bin_53,1879010.10371,718.0,0.984,6,,
a43c475502b54cdee1385dcca3109bfe,373,141.975479,Bacteria Firmicutes Clostridia Lachnospirales Lachnospiraceae Lachnoclostridium,[Clostridium] celerecrescens 18A,1286362.3,746.0,1.0,0,Lacrimispora,Lachnospiraceae
e1382120e151d51cb3b3b6900845f1c8,371,145.330409,Bacteria Desulfobacterota Desulfovibrionia Desulfovibrionales Desulfomicrobiaceae Desulfomicrobium midas_s_21122,Desulfomicrobium sp. ZS1,2952228.3,737.0,0.9973,1,Desulfomicrobium,Desulfomicrobiaceae
659d1fe872c9b31a9e0b81eef5ca6218,375,39.967486,Bacteria Firmicutes Desulfotomaculia Desulfotomaculales Pelotomaculaceae Pelotomaculum midas_s_95439,Pelotomaculum schinkii strain HH,78350.3,715.0,0.9813,7,Pelotomaculum,Desulfotomaculaceae
dc9b83b9dbf521d0d0b0e1576e44d06a,374,111.442305,Bacteria Firmicutes Limnochordia Limnochordales Limnochordaceae midas_g_93469 midas_s_93469,Proteiniphilum sp. SO_2017_CLC_125,1926877.82,688.0,0.9679,12,Proteiniphilum,Dysgonomonadaceae
868a2dd217365ddd6d6ab64d48aeed4a,374,35.290995,Bacteria Firmicutes,Clostridia bacterium strain zrk5,2044939.1136,643.0,0.9439,21,,
a49becf5a5dbcb201f091757c62fc6bb,373,46.95996,Bacteria Campylobacterota Campylobacteria Campylobacterales Arcobacteraceae Pseudarcobacter,Arcobacter defluvii strain LMG 25694,873191.9,746.0,1.0,0,Arcobacter,Arcobacteraceae
19083703874fec5c0e976f6ca4fa6bc9,375,49.523938,Bacteria Actinobacteriota Actinobacteria Corynebacteriales Nocardiaceae Rhodococcus,Rhodococcus sp. AH-ZY2,3047468.3,750.0,1.0,0,Rhodococcus,Nocardiaceae
5cb2b4186e2e95521540e2ccbafcb4c9,371,43.659559,Bacteria Desulfobacterota Desulfovibrionia Desulfovibrionales Desulfovibrionaceae Desulfovibrio,Nitratidesulfovibrio sp. 1201_IL3209,3084053.3,742.0,1.0,0,Nitratidesulfovibrio,Desulfovibrionaceae
fa0525ece71fa3362210e904b24a9b62,374,47.820182,Bacteria Firmicutes Thermoanaerobacteria Thermoanaerobacterales SRB2 midas_g_4301,Firmicutes bacterium strain THP_Bin_10,1879010.7447,743.0,0.9973,1,,
21ceeb224e15175f0c85797abce40d0a,372,29.336001,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Alcaligenaceae Achromobacter midas_s_18114,Achromobacter denitrificans strain FDAARGOS_787 strain Not applicable,32002.40,744.0,1.0,0,Achromobacter,Alcaligenaceae
de329304e57f0e32da3a08e64625a2e1,373,84.422127,Bacteria Firmicutes Clostridia Oscillospirales Oscillospiraceae Oscillibacter,Oscillospiraceae bacterium 38-13,3142770.3,706.0,0.9786,8,,Oscillospiraceae
04e715f54c06e9ccf25afba02b343b5c,373,129.044066,Bacteria Firmicutes Dethiobacteria Dethiobacterales Dethiobacteraceae midas_g_7 midas_s_113288,Syntrophomonadaceae bacterium strain B1Sed10_75,2093811.4,611.0,0.9276,27,,Syntrophomonadaceae
09383f3babfd32418e7ba07634680e12,372,52.815168,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Stappiaceae Pannonibacter Pannonibacter_phragmitetus,Pannonibacter sp. P2PFMT1,2003582.3,744.0,1.0,0,Pannonibacter,Stappiaceae
df94cb7c1f51d6e7df4a969d561b0a4d,377,123.606443,Bacteria Actinobacteriota Actinobacteria midas_o_5 midas_f_5 midas_g_399,Actinobacteria bacterium strain HK-STAS-ACTI-17,2900548.68,754.0,1.0,0,,
ac9e79a82beb3b70c0c7193fff0a8524,371,17.198605,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Anaerovoracaceae Anaerovorax midas_s_8128,Cronobacter dublinensis strain cro2915W,413497.13,697.0,0.9785,8,Cronobacter,Enterobacteriaceae
cb08126894ac0c8eeddc7b86d1ab1eb9,374,121.829269,Bacteria Firmicutes Moorellia Desulfitibacterales Desulfitibacteraceae Desulfitibacter,Bacillota bacterium LX-D,3072787.4,708.0,0.9786,8,,
b47908de018aea1744738eba767e1034,369,80.699292,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Family_XI Anaerosalibacter midas_s_79866,Anaerosalibacter sp. Marseille-P3206 strain Marseille-P3206,1871005.3,713.0,0.9864,5,Anaerosalibacter,Sporanaerobacteraceae
0eff2f70a09cbdfd1a1684adcb990931,372,29.337707,Bacteria Firmicutes Clostridia Oscillospirales Ruminococcaceae,Provencibacterium massiliense strain Marseille-P2780,1841868.3,744.0,1.0,0,Provencibacterium,Oscillospiraceae
6e50cfec46931f3d8e0af8e75af55b43,373,116.110894,Bacteria Firmicutes Clostridia Oscillospirales Oscillospiraceae Colidextribacter,Intestinimonas butyriciproducens RTP21281st1_B7_RTP21281_210402,1297617.207,706.0,0.9786,8,Intestinimonas,
ec716420b2bb28ff5cfc5b19edbe2dfa,372,28.558545,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Alcaligenaceae Achromobacter midas_s_18114,Achromobacter xylosoxidans 2012Ycf490IX,85698.438,744.0,1.0,0,Achromobacter,Alcaligenaceae
b180a2455b236c103cf0bfe620095736,371,113.182123,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Peptostreptococcaceae Romboutsia,Romboutsia sp. CE17,2724150.3,742.0,1.0,0,Romboutsia,Peptostreptococcaceae
3badde1c4760a921d723409ee05fead0,371,12.905782,Bacteria Synergistota Synergistia Synergistales Synergistaceae JGI-0000079-D21 midas_s_976,Anaerobaculum sp. S15,2544872.3,742.0,1.0,0,,
dcc552ee0bfe584a9f79fd3d7893047f,373,114.375748,Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas,Denitrificimonas caeni CE14,521720.6,721.0,0.9866,5,Denitrificimonas,Pseudomonadaceae
3679eb1918d142d7e468ea32c2f42595,372,33.223604,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Bosea midas_s_5625,Rhizobiales bacterium strain AFS054774,1909294.490,739.0,0.9973,1,,
66575db7635d648549a9eb5a4eafb710,376,19.798371,Bacteria WS1 midas_c_796 midas_o_796 midas_f_2296 midas_g_3409 midas_s_3951,Armatimonadetes bacterium strain Ch33,2033014.110,677.0,0.9601,15,,
f876e4d5cbaa6ac5f3c225bcaf146791,375,29.882012,Bacteria Chloroflexi Anaerolineae SBR1031 midas_f_1469 midas_g_2178 midas_s_5149,Bryobacterales bacterium UW2SPNA014,2026791.202,648.0,0.9467,20,,
