asv,gpu_vs_pipe_top20_overlap,gpu_top1_in_pipeline_top20,gpu_top1_is_pipeline_top1,prefilter_missed_top20_hits,pipeline_hits_outside_gpu_top500,gpu_best_score,pipeline_best_score
113b0d8ebf97fc5aba85fa06ecfdbb1a,20,True,True,0,0,703.0,703.0
cd1f95189b8375347f827f4a8b08dcf7,20,True,True,0,0,718.0,718.0
a402fc6f0fd057decbe746f48bf12862,20,True,True,0,0,735.0,735.0
1f4fb4bfdca6c9d13106ed533362a62e,20,True,True,0,0,748.0,748.0
e8e82cf023a3abd684fe7e817acc9bf0,20,True,True,0,0,738.0,738.0
793ecb5ed65cd96425a35698e8ab9e78,20,True,True,0,0,746.0,746.0
58b2cf308363fb35b932620518786116,20,True,True,0,0,742.0,742.0
a353b92733af5260a57dd1a0ba3001e1,20,True,True,0,0,751.0,751.0
deb262fd92af4fdcd3b6240303048b2a,19,True,True,0,1,738.0,738.0
abaecd8b82d14efc7ccc4dcb7f864cba,20,True,True,0,0,738.0,738.0
5631fe818e588992529f6071afc9cda5,20,True,True,0,0,688.0,688.0
4adbf4beb8d2b17f63b543e4d9aa39b6,20,True,True,0,0,740.0,740.0
43a52ec4605b37f3671b33e61ff6fedd,20,True,True,0,0,665.0,665.0
b4eac52cfa36ce63f24be2fc530ad204,20,True,True,0,0,725.0,725.0
f63e76a4ce2cd0f7f39e8195d8302dcf,20,True,True,0,0,748.0,748.0
206069e5a5041e6c7f39a4141aefdc19,20,True,True,0,0,713.0,713.0
d863bc6a2fa6a8a93787e45a6abe3304,20,True,True,0,0,748.0,748.0
89d1d4064aa11fd1f3efb8e1345c813f,20,True,True,0,0,591.0,591.0
52708c2cfa926ba9b2f69878c97cee2c,20,True,True,0,0,744.0,744.0
bb617d32673d5f60d6216a07ad7a42bc,20,True,True,0,0,732.0,732.0
d02e8e093df5064814273f652473189e,20,True,True,0,0,721.0,721.0
d48429274cd09a4257ad8b24c009e8fd,20,True,True,0,0,665.0,665.0
efbade8cc54695abfc5c07f21eecb6e7,20,True,True,0,0,746.0,746.0
0b736ddea36ed16291fa058fe28061f8,20,True,True,0,0,675.0,675.0
7d537f12eaa3231c2c2b58b74901051c,20,True,True,0,0,718.0,718.0
a43c475502b54cdee1385dcca3109bfe,20,True,True,0,0,746.0,746.0
e1382120e151d51cb3b3b6900845f1c8,20,True,True,0,0,737.0,737.0
659d1fe872c9b31a9e0b81eef5ca6218,20,True,True,0,0,715.0,715.0
dc9b83b9dbf521d0d0b0e1576e44d06a,19,True,True,1,1,688.0,688.0
868a2dd217365ddd6d6ab64d48aeed4a,20,True,True,0,0,643.0,643.0
a49becf5a5dbcb201f091757c62fc6bb,20,True,True,0,0,746.0,746.0
19083703874fec5c0e976f6ca4fa6bc9,20,True,True,0,0,750.0,750.0
5cb2b4186e2e95521540e2ccbafcb4c9,20,True,True,0,0,742.0,742.0
fa0525ece71fa3362210e904b24a9b62,20,True,True,0,0,743.0,743.0
21ceeb224e15175f0c85797abce40d0a,18,True,True,0,2,744.0,744.0
de329304e57f0e32da3a08e64625a2e1,20,True,True,0,0,706.0,706.0
04e715f54c06e9ccf25afba02b343b5c,20,True,True,0,0,611.0,611.0
09383f3babfd32418e7ba07634680e12,20,True,True,0,0,744.0,744.0
df94cb7c1f51d6e7df4a969d561b0a4d,20,True,True,0,0,754.0,754.0
ac9e79a82beb3b70c0c7193fff0a8524,20,True,True,0,0,697.0,697.0
cb08126894ac0c8eeddc7b86d1ab1eb9,20,True,True,0,0,708.0,708.0
b47908de018aea1744738eba767e1034,20,True,True,0,0,713.0,713.0
0eff2f70a09cbdfd1a1684adcb990931,20,True,True,0,0,744.0,744.0
6e50cfec46931f3d8e0af8e75af55b43,20,True,True,0,0,706.0,706.0
ec716420b2bb28ff5cfc5b19edbe2dfa,20,True,True,0,0,744.0,744.0
b180a2455b236c103cf0bfe620095736,20,True,True,0,0,742.0,742.0
3badde1c4760a921d723409ee05fead0,20,True,True,0,0,742.0,742.0
dcc552ee0bfe584a9f79fd3d7893047f,20,True,True,0,0,721.0,721.0
3679eb1918d142d7e468ea32c2f42595,20,True,True,0,0,739.0,739.0
66575db7635d648549a9eb5a4eafb710,20,True,True,0,0,677.0,677.0
f876e4d5cbaa6ac5f3c225bcaf146791,20,True,True,0,0,648.0,648.0
5040d210b906c738569bf1c3505ad558,20,True,True,0,0,748.0,748.0
c05932b0e9b0bcf5f076c8971c6bab60,20,True,True,0,0,741.0,741.0
42655605abb4cc7bd5f1be954adf23b0,20,True,True,0,0,708.0,708.0
212e304679f170a464d2616b3f94a250,20,True,True,0,0,744.0,744.0
6322c84c5ee6585bf9973a931d8f279d,20,True,True,0,0,728.0,728.0
e357ec372ce3fdd9cc473b8f57edc002,20,True,True,0,0,748.0,748.0
89dfaf0aa4a8af8e27a826ba8dd97044,20,True,True,0,0,738.0,738.0
a5ea8c2ae0dc9882cf9358924dd4f453,20,True,True,0,0,720.0,720.0
3487ee381e9bba57861b67ac3936d665,20,True,True,0,0,746.0,746.0
8ebc39e79a930b5db089420489c40543,20,True,True,0,0,742.0,742.0
7281c911136ba2bdcafebb9c71729dea,20,True,True,0,0,751.0,751.0
acb819d2b09f090ba6c3112028bbc54b,20,True,True,0,0,748.0,748.0
9711e5e56376fe411f8d9ca9e739c6f1,20,True,True,0,0,698.0,698.0
492422c8881f2e782fccb0225f1c68ab,20,True,True,0,0,744.0,744.0
2f5695c1563063d2b821ab2eecfa3bd3,20,True,True,0,0,726.0,726.0
8db3a14ae839a3bee50b9a192c59f8f9,20,True,True,0,0,721.0,721.0
01a7c19fe64d4300e6e5a8a7280a10bb,20,True,True,0,0,744.0,744.0
e1c573f885ed4c9191a32116f583d78a,20,True,True,0,0,643.0,643.0
6075255b58efbd350ad34112f80f970a,20,True,True,0,0,723.0,723.0
db5aaacffe4ca31116f5b0e292074588,20,True,True,0,0,671.0,671.0
894d5f2608f2a0e9e3bf2499f1cc6130,20,True,True,0,0,746.0,746.0
fc7dec198c007a0622c9acba71b1edb1,20,True,True,0,0,737.0,737.0
bdc8f8a67a910d09965f2c9975bb00c8,20,True,True,0,0,678.0,678.0
afd6038f44400cf165c3d637f88be98a,20,True,True,0,0,722.0,722.0
496ed1835247fa310353bd53160fad4a,20,True,True,0,0,720.0,720.0
0e9cc4c909306f5a9562d84888902e09,20,True,True,0,0,589.0,589.0
6dfb10e6d92b2c7ec87175ad560bed2e,20,True,True,0,0,750.0,750.0
5a6520a634bb27352c524ba237fd0d64,20,True,True,0,0,676.0,676.0
d96a2ea1b09f080f66ce79b9ddfa768e,19,True,True,0,1,744.0,744.0
f59f09ec54e73f740708fa68eeb78a8c,20,True,True,0,0,740.0,740.0
08ea1c9b9d368cd6d9bfeb8857e90315,20,True,True,0,0,743.0,743.0
0f312394fc32d16cfdca183b11aad4ad,20,True,True,0,0,746.0,746.0
c39f594d9d2493b66260c1f7503e5ea1,20,True,True,0,0,756.0,756.0
b26eb5a5ca6820d220d5433b1cffa5e6,20,True,True,0,0,746.0,746.0
7f1023e871bcd3a4f7ac96f3a40c9a8d,20,True,True,0,0,740.0,740.0
0c488eee4c6d02abb4e34df3ec16a09b,20,True,True,0,0,750.0,750.0
e6141036b0768b50c8079ce8ba7222f9,20,True,True,0,0,748.0,748.0
e4486fa2f00016fa6078468bfe73bb89,20,True,True,0,0,738.0,738.0
02809af9a001c44a58624822e0e44569,20,True,True,0,0,698.0,698.0
acfe0924c0f9c6ca3720854b5b458d54,20,True,True,0,0,748.0,748.0
1d4b9f3ddf33afdf5308213897846090,20,True,True,0,0,748.0,748.0
4ced6b735a53af484d0cf4f620846dcd,20,True,True,0,0,672.0,672.0
69dee006368ff49af541d111152b40c6,20,True,True,0,0,735.0,735.0
e79a45f432d0ccc86adbf9bbe7cef2a7,20,True,True,0,0,748.0,748.0
a84e1039f9b157a2085d23b4114bc888,20,True,True,0,0,584.0,584.0
d3156233792852376762d588f607ac71,19,True,True,0,1,714.0,714.0
ab2050607cb3fe172ea918d5a17a46c7,20,True,True,0,0,744.0,744.0
4c7b0d554a1103b7872deded4bccb4ea,20,True,True,0,0,618.0,618.0
92f305372628ccbd74b7b28b933d306b,20,True,True,0,0,735.0,735.0
4f3989d95e7611bb6b5307454d75d3ce,20,True,True,0,0,705.0,705.0
1d33e98c9d94c262ab0d8b56d0936eb4,20,True,True,0,0,744.0,744.0
a27f37aae2a34101f8a61c6f0b1cd246,20,True,True,0,0,738.0,738.0
179e72f0ecdfeb920df685432f3f2d1a,20,True,True,0,0,735.0,735.0
00e66df34e257e501593d8fab7b76b0d,20,True,True,0,0,746.0,746.0
8c86a02bd0f2c7a90bb40b735577a623,20,True,True,0,0,650.0,650.0
0d1f62d4f2f7227766a17f0340567129,20,True,True,0,0,723.0,723.0
8c740d5ca21893b47c7619df1247c75d,20,True,True,0,0,723.0,723.0
99daab1404e1c027be5dce96473d53ab,20,True,True,0,0,746.0,746.0
945e47119242497c2e0bc5b3c6b6ba8e,18,True,True,0,2,742.0,742.0
e1abbababbc410f2f1faa24f6ccbc7f9,20,True,True,0,0,748.0,748.0
3d34374d81a96ce4972b93ef5dae9b82,20,True,True,0,0,731.0,731.0
405dff4269ebcff0dbc2d5c0c63a1ee3,20,True,True,0,0,713.0,713.0
b24e75b90cb37f9b407738a392646776,20,True,True,0,0,758.0,758.0
4835c874610f20a02421b283dbe2f2b6,20,True,True,0,0,723.0,723.0
0f4c04cefd226f6854ad0fbc2a2de226,20,True,True,0,0,744.0,744.0
9adabf530b49244e64c1142cf42a502a,20,True,True,0,0,686.0,686.0
1ad05a58bf23396d80f11695ad750b75,20,True,True,0,0,748.0,748.0
15c0fe41b25c6504b8dbe48ae72283d0,20,True,True,0,0,748.0,748.0
60da7a21ae2997bc70a9730fd8151a29,20,True,True,0,0,748.0,748.0
ee14afe4571845779465f8dc9646c7b4,20,True,True,0,0,698.0,698.0
0138936a169c4a0914606cedbcd38fa6,20,True,True,0,0,729.0,729.0
b64f2cd0b47a6548ebe2077c728b213f,20,True,True,0,0,740.0,740.0
dbbd92eb5552c552aab4544c331ac6e2,20,True,True,0,0,740.0,740.0
09304de7bcdde93714df6d4800a79b4d,20,True,True,0,0,750.0,750.0
b65ddb808f41ed58f0a87829f790124c,20,True,True,0,0,740.0,740.0
aa9c5ae2ec6da55f30edd92e3de37eff,20,True,True,0,0,738.0,738.0
1da23dee00520d2c9e0e21bac4a70bca,20,True,True,0,0,748.0,748.0
a01649ff3a222398d49af46d04781535,20,True,True,0,0,752.0,752.0
f3c13bc899928e8043766ca73a046487,20,True,True,0,0,738.0,738.0
0e487ab2d5669f87e21a4c0c09d8d952,20,True,True,0,0,694.0,694.0
c88944b6267ea10d43d5ee264d29ae94,20,True,True,0,0,722.0,722.0
f61f4c9b8258738ad3ee7663e43e7907,20,True,True,0,0,716.0,716.0
a53b7a494838590a5600a018277e55ea,20,True,True,0,0,750.0,750.0
20823322077cf511c8eff4f0840466fd,20,True,True,0,0,748.0,748.0
fd28148d0cd2eca274f8a3bb38944793,20,True,True,0,0,696.0,696.0
3ade0fa13e56aac194bb3373200d6def,20,True,True,0,0,746.0,746.0
f42aeaf1c13130f1fdfc8bafa43ded29,20,True,True,0,0,744.0,744.0
924ba8e00fb9f76de6bf217aac8ca9d4,20,True,True,0,0,578.0,578.0
f23be2076b7f3e2088503d4841c51f06,20,True,True,0,0,703.0,703.0
a19152d55f42fc72a3a0f985d2615aab,20,True,True,0,0,748.0,748.0
76ef356d895e6434580f18ab74a63e6c,19,True,True,0,1,420.0,420.0
80b0dd7e363e6128b4335d08d57b5618,19,True,True,0,1,746.0,746.0
22a4e0f758de753ed7e9463edeed304c,20,True,True,0,0,748.0,748.0
4e4ca97fadb8b8e92470ccce2ff91460,20,True,True,0,0,701.0,701.0
5ab9c9baf340ca93a35be10b4a5b294a,20,True,True,0,0,748.0,748.0
d081020b6bdf3bf279b93bd42598e1e1,20,True,True,0,0,746.0,746.0
2c452b25c7f3c62be462d8f47ed179e3,20,True,True,0,0,738.0,738.0
ebef4f7d86a3b71b870100599f233ff8,20,True,True,0,0,698.0,698.0
fe74d2e267ad3ebb8fbfe24bbb464049,20,True,True,0,0,591.0,591.0
9afd475513b0a626050fef80f7d864d4,20,True,True,0,0,751.0,751.0
1f1ff56fd37c5c9b1a9ac7b1d99e10b0,20,True,True,0,0,728.0,728.0
fbb4d97e016a3fae74e1e3b81805e48e,20,True,True,0,0,708.0,708.0
619ac3ad257e70633292af469a960d56,20,True,True,0,0,738.0,738.0
2e707ae206fd30644537a8329e2b9476,20,True,True,0,0,723.0,723.0
49d8ed77132802ef1ad7036f31e0117a,20,True,True,0,0,669.0,669.0
cfa7e5524c99aac7db9399503a7e846a,20,True,True,0,0,703.0,703.0
678452b1266654469afd6625a7ec25f5,20,True,True,0,0,723.0,723.0
61d14f45268668061628d7a7990641b2,20,True,True,0,0,646.0,646.0
a6efdb52a04e05a2a1be52f5516784fa,20,True,True,0,0,748.0,748.0
2b7dca9f823dab555a368d87f194804f,20,True,True,0,0,720.0,720.0
070ad707f633c0df5a19f11bcfa699c1,20,True,True,0,0,720.0,720.0
b49bff6b867f0818155aa2ee1b77e93a,20,True,True,0,0,730.0,730.0
5ec4e02584b8c58b33bde92395188ffa,20,True,True,0,0,750.0,750.0
22958f01426d8f1fe3f4922e13710669,20,True,True,0,0,754.0,754.0
826b2dad200d99cccec78d01acb38da4,20,True,True,0,0,737.0,737.0
916d15ab17794198ea4c5ad1e3fb6258,20,True,True,0,0,681.0,681.0
10ba1c6a051a49b25b443bebd244b71c,19,True,True,0,1,726.0,726.0
3fb688a9024c5d9e0c97cf7a6859063a,20,True,True,0,0,580.0,580.0
779e393e6ff91129f826c691a0d16db3,20,True,True,0,0,618.0,618.0
e561c5c5f92aa66e6b1befb81385d1fc,20,True,True,0,0,740.0,740.0
3e524f0bf09623c8530930bb8b27045c,20,True,True,0,0,737.0,737.0
d4cf4bfef77541da66524a9292252fa2,20,True,True,0,0,725.0,725.0
8bc8eb4392eecf9f922bfb55df2c4144,20,True,True,0,0,737.0,737.0
613cd0ab8ed46a361940e06efaecdb6d,20,True,True,0,0,669.0,669.0
07246a1fc2c2fed9e54374f5ee46c333,20,True,True,0,0,750.0,750.0
3e09043820433588bf896d8e55bc1423,19,True,True,1,1,713.0,713.0
dcb31c0c036636a36840c1f3341898d9,20,True,True,0,0,733.0,733.0
2b335f368deba69c6c95c18da31dc5f4,20,True,True,0,0,746.0,746.0
d693c275c376753e40770f95ba69a9f9,20,True,True,0,0,718.0,718.0
495cc889a2e82868482b1feb2f71fbd0,20,True,True,0,0,750.0,750.0
aa15b94e77f3955a73a15e15187b6482,20,True,True,0,0,724.0,724.0
6e21064675bd1626771d39886cc9d88b,20,True,True,0,0,713.0,713.0
7b43b24e8c817bba9f0008696985ae06,20,True,False,0,0,548.0,548.0
baa4a4f4c8d40a784e35ff0313bf0ccb,20,True,True,0,0,693.0,693.0
f847d5bbe9c5a3555db3988cfa1b838f,20,True,True,0,0,666.0,666.0
33e423de05448134722fcf4bd6a224d7,20,True,True,0,0,711.0,711.0
fde5fbd4507f68a2eabc92fb449d9965,20,True,True,0,0,683.0,683.0
8a4c692c01077fa5a93913725097b3bc,20,True,True,0,0,744.0,744.0
6a00993959cfffcd3e54203b0cb659a2,19,True,True,0,1,736.0,736.0
05771e0f1c5425fc486934e2beb87956,20,True,True,0,0,676.0,676.0
8a1c973b6094cbd560f363581ce1beba,20,True,True,0,0,698.0,698.0
b757c414a3bc227758c09624ca177986,20,True,True,0,0,713.0,713.0
fd4dc2d3654041c497b3d8e6cee4d18b,20,True,True,0,0,743.0,743.0
62e1d1dac671aff6e6dc206418fd79c6,20,True,True,0,0,746.0,746.0
8b05c693d167b0c68f1316963744f122,20,True,True,0,0,750.0,750.0
058f50a8bccf06f41d115822bdfe37fb,19,True,True,0,1,678.0,678.0
b78bdac2d66434f67db2a71b6f893639,20,True,True,0,0,703.0,703.0
87db021bd3fb687eba7b420338158435,20,True,True,0,0,746.0,746.0
34bd302b38c473a6dc69875818ebfb23,20,True,True,0,0,603.0,603.0
54e41d7748bdb8fe71a73a47ad58423e,20,True,True,0,0,718.0,718.0
50bef0776b442d38fe4de5a83b9187a8,20,True,True,0,0,748.0,748.0
94ef08db649a5339b6de95109a8bad0f,20,True,True,0,0,746.0,746.0
201a9f507c9b354eb162adf1f311c607,20,True,True,0,0,748.0,748.0
7b35a5b1674bbaefc9af01283da529c1,19,True,True,0,1,734.0,734.0
33ee5a4f23a0bf945ce5b4ffa11feef5,20,True,True,0,0,748.0,748.0
ed583664a71759ab4da92119efb0df87,20,True,True,0,0,743.0,743.0
31b772f3e0f36755cdb6cd584a8a105f,20,True,True,0,0,746.0,746.0
9d169a06854ffc97e3fa36d6dad78813,20,True,True,0,0,725.0,725.0
669b72740b8bed1bcedbdbaa4b8be1e7,20,True,True,0,0,673.0,673.0
9cef27fb5c42d04a7e949300061958c1,20,True,True,0,0,745.0,745.0
387fd7acb95a1f0053edacb08ca9384d,20,True,True,0,0,732.0,732.0
93b2f6310a4ce172502298f06cf628cf,20,True,True,0,0,703.0,703.0
817555c3b5d93664c38e8fbec64eba2e,20,True,True,0,0,714.0,714.0
05728a4572e292df51f34610249d4fa9,20,True,True,0,0,678.0,678.0
405648482a348320fe4470fddebb64c6,20,True,True,0,0,729.0,729.0
5837405da6036e7481240160de143774,20,True,True,0,0,608.0,608.0
9c90a0c962c8b6283f7a71b644fce90c,20,True,True,0,0,744.0,744.0
34bc76cd76ea83cf74430a3bbb56ac82,20,True,True,0,0,715.0,715.0
b5b93f7fc3d0a88dff0ced83eb0bb5ab,20,True,True,0,0,659.0,659.0
6868203f42c3571c5d284d6fd8077b84,20,True,True,0,0,635.0,635.0
9b6a7459b2c92cee0abfc36d503488b7,20,True,True,0,0,744.0,744.0
9413dd54243692b250670640c660758d,20,True,True,0,0,653.0,653.0
9ab23c4d99ca81eaa9c30826e3201dd4,20,True,True,0,0,723.0,723.0
44f513ba8d222b088ba2ad6e7ab85b8c,20,True,True,0,0,743.0,743.0
cead0ca51f97bc24bf11b1d1d12aee6e,20,True,True,0,0,663.0,663.0
7b29e948451d2fdcce6d39ddc6c25520,20,True,True,0,0,741.0,741.0
197c1736a92b42d2671a7ea927a9d7d8,20,True,True,0,0,744.0,744.0
5ab25dcdb272bc212f8833c23f30c16e,20,True,True,0,0,739.0,739.0
e94618b44f9856c9a2151cab1800a460,20,True,True,0,0,746.0,746.0
daac17ca54538cbc9aada8497262da96,20,True,True,0,0,691.0,691.0
cbe80782cb7eff2eb8427fae47b49d1a,20,True,True,0,0,667.0,667.0
1351e87aa6c89a114e5104be8fe7c817,20,True,True,0,0,746.0,746.0
9795a55dde06c4761698039cf60bd637,20,True,True,0,0,723.0,723.0
164212c0910ca9770a6bd13bcb2c5d05,20,True,True,0,0,744.0,744.0
e27928b6f9a580b0d7f95feeb01ba523,20,True,True,0,0,736.0,736.0
bc15f0e20879b79188fa5ea9e191428c,20,True,True,0,0,744.0,744.0
9e54e8d50785a84f97b38e3eb665dda0,20,True,True,0,0,713.0,713.0
d5e86e0fe7c13c5751606c96f3788345,20,True,True,0,0,675.0,675.0
0baae4d70749907f3e1f9be33a159e80,20,True,True,0,0,701.0,701.0
f12686b1d3e4d79217d2b79924ed502d,20,True,True,0,0,737.0,737.0
f0f5fe3a3ccc66ce7e67e82294654107,20,True,True,0,0,725.0,725.0
aa20c972229ba580ad2044118ab67181,19,True,True,0,1,746.0,746.0
14cf2dc39880985bc2129f16b8f963f5,20,True,True,0,0,733.0,733.0
50285c59a58cda2d889cb954c022a93a,20,True,True,0,0,734.0,734.0
1d837cc6d80881adecbb106f01c1b042,20,True,True,0,0,703.0,703.0
f0547f74dbcfeca9eef70572311914b5,19,True,True,1,1,623.0,623.0
c4f3196c3b0c08f6f808e3ee3465b781,20,True,True,0,0,735.0,735.0
e1809c067af83a3dc4623ce28f35fe79,20,True,True,0,0,740.0,740.0
b7bc2902499297dc5de20e8748a42d33,19,True,True,1,1,738.0,738.0
dc21153823efbfe6f4e092f110775cde,20,True,True,0,0,734.0,734.0
6178807a00a64843e5bb9f31f0a5f42c,20,True,True,0,0,681.0,681.0
0a1ad45b3f804b63062c39bed1fc1132,20,True,True,0,0,728.0,728.0
0ef7e12e6eb35a8fd9fac7badac0c381,20,True,True,0,0,704.0,704.0
d801b2110a503327da848c95357ca4a5,20,True,True,0,0,743.0,743.0
48ca5b4f7cb58d4a146837de341a2604,20,True,True,0,0,744.0,744.0
637ec5730f0da83790b96ca6708f5309,20,True,True,0,0,692.0,692.0
b022522a963a8f8fa28d9d2fc3344e87,19,True,True,0,1,723.0,723.0
da28c80a7a1b2838789eb2ad598db9a0,20,True,True,0,0,598.0,598.0
7c4029c77a50ad0582c758eabe8c1410,20,True,True,0,0,668.0,668.0
dc22433569281cc665fba3df53e3f566,20,True,True,0,0,742.0,742.0
8fabb679415fe6a9969015076873e211,20,True,True,0,0,740.0,740.0
2d4f702bfdf848fddbfe1e84a30c73b1,18,True,True,0,2,572.0,572.0
ec0ca50d7a1c6ee56a7ed9d776d9c0d1,20,True,True,0,0,606.0,606.0
085c382879bb22ae25c77dca748d1387,20,True,True,0,0,740.0,740.0
b24d3443426aac9dca3451d65ba14d55,20,True,True,0,0,656.0,656.0
477487d12077a9fbaf195faaf466d827,20,True,True,0,0,661.0,661.0
a0ccae889b93969deefa92b4da7cb2f7,20,True,True,0,0,743.0,743.0
6148c6e49d72c0f24a187a979ba7a5aa,20,True,True,0,0,748.0,748.0
9f86297104372f6378c6bf3dc1a8e8ec,20,True,True,0,0,723.0,723.0
7a7c96429cd038c333985399c9eb963c,20,True,True,0,0,748.0,748.0
7e2246947e40512267840e3645e8c570,20,True,True,0,0,682.0,682.0
7f0b196864a7620b20920d9883da587e,20,True,True,0,0,748.0,748.0
c9a5de56046a818a6f69569090af6d1c,20,True,True,0,0,732.0,732.0
919c50490dbc9552a946f26b32c4ae12,19,True,True,0,1,738.0,738.0
308aa3982d3c398eaae8efce7b0803f2,20,True,True,0,0,738.0,738.0
2c1453fb27de0eb5e19ae61028df3294,20,True,True,0,0,786.0,786.0
702860fda44c0d44ddacb5bd79fd5d24,20,True,True,0,0,756.0,756.0
7bc28b86485f80b7996a6a115aa31176,20,True,True,0,0,740.0,740.0
c668608bc7be0382064b57d5505c7e23,20,True,True,0,0,748.0,748.0
18ec5da6c765ede0c426af393f8ce656,20,True,True,0,0,748.0,748.0
8f5c4dec742c9287a0f71ebe671bdc16,20,True,True,0,0,741.0,741.0
06246fa4c1b00ea76b5539442f32c012,20,True,True,0,0,750.0,750.0
26ef86afa44dbbdebbae8f35e590f52e,20,True,True,0,0,729.0,729.0
87ec65202e592d81d47b66d1484732df,20,True,True,0,0,748.0,748.0
56eed20694eeebce9a5a6bc4626aca89,20,True,True,0,0,696.0,696.0
f8ec439cb9f26e97be2793df3c52b03d,20,True,True,0,0,750.0,750.0
a67c7071b283c3513d9aa4cf63879d6e,20,True,True,0,0,690.0,690.0
