,Unnamed: 0,Start Date,2024-05-14 12:42:00,Unnamed: 3,0.1,Unnamed: 5,Unnamed: 6,Unnamed: 7,reactor body,155,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,high range (>1 RPM),m,0.1886,scale m,0.114762819,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133
10,7,6.979861111110949,86.16613333333333,0.4674916505493229,12.2433,0.8044798568018959,1.5905666666666667,0.5225865701808017,0.5392122754506058,0.23186590777841803,0.6133227238009767,0.0006551690019927732,1.361990169658553e-05,0.06601737652024402,0.4646183682144696,0.008576530715892185,Reactor Vol,,41.900000000000006,41.91388888889196,0.0009826106594399277,0.0053945531681948815,,658.6887466666667,41.900000000000006,41.91388888889196,0.008593157181571815,0.008593157181571815,,908.4364066666667,55.800000000000004,55.84722222221899,0.016416581978319782,0.0037808266046257012,,1452.4389549999999,,135,135.0229166666686,2024-09-26 13:15:00,0.45,0.07918,0.053483476550000006,,,134.5,134.47083333333285,2024-09-26 00:00:00,1,Wolfe v1: put in modified wolfe + EDTA ,,0.007544255,,,75.9,75.9291666666686,252,233,233,173,,75.9,75.9291666666686,5.7498878705738665,5.382529650437885,3.750501971216412,0.052897473997019086,0.07591576391836354,,24,23.994444444440887,1.0915248032216731,10.832499770084144,10.140617526704576,2.2537783229326442,,79,78.99722222222044,0.3,,82.9,57.583272621721406,0,0.004794610543024264,0,,41.900000000000006,233.03641028593296,20.771245134059107,0.019403531247787924,0.0017294958479649547,,75.5,5020.861603483166,41.26154584744084,0.4180567529961004,0.0034355991546578552,,41.900000000000006,488.7401046561251,436.5931848761102,0.04069443002965238,0.036352471679942565,,34.9,34.9152777777781,450,,111.9,111.8659722222219,0.008514386376981797,124.5,124.47083333333285,0.00926600117439812,117.9,117.88263888889196,0.008655314151497357,,106.9,106.93541666666715,6440,106.9,106.93541666666715,5560,114.9,114.90763888888614,13175,105,104.9,104.94305555555184,2024-08-27 11:20:00,F34,,"DSMZ v3: dropped yeast, casitone, and bicarb out of DSMZ 120"
11,7.9,7.859722222223354,86.58186666666667,0.18349066279605328,12.663466666666666,0.24327684504147365,0.7546666666666666,0.06057345403172363,0.5501556432509672,0.2446903369681352,0.6472454074640995,0.0006914061899168534,1.2764196408019631e-05,0.06966877649787181,0.47633502549869483,0.004151841254400632,Reactor Vol,,43.5,43.47083333333285,0.0005453929539295393,0,,34.3574,43.5,43.47083333333285,0.0047226738934056005,0.0047226738934056005,,297.50805333348467,58.900000000000006,58.868750000001455,0.015110772357723576,0.0030056110578896953,,1284.41806,,154,154.01597222222335,2024-10-15 13:05:00,0.5,0.0891,0.059221617500000004,,,145.8,145.84583333333285,2024-10-07 09:00:00,1,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,,0.00719425,,,83,82.97986111111095,2670,2504,171,81,,83,82.97986111111095,21.80503939094516,2.860746879981554,2.6816661282301144,0.0995272333300799,0.10617362811310795,,38.2,38.21180555555475,1.0915248032216731,10.832499770084144,10.140617526704576,2.2537783229326442,,97.2,97.15486111110658,0.25,,85.9,233.97107259046496,33.498882772331385,0.019481354920105325,0.0027892491900359186,,43.5,273.0171194477796,24.03098899552398,0.022732482884910872,0.002000914987137717,,78.5,4950.4095575733445,155.44825329855672,0.4121906375997789,0.012943235078980576,,43.5,233.2533143510614,285.3074817498832,0.01942159153630819,0.023755826956693024,,38.1,38.13472222222481,450,,117.9,117.88263888889196,0.008937169700528479,131.5,131.47083333333285,0.004333529066353494,131.5,131.47083333333285,0.009412800939518495,,106.9,106.93541666666715,3780,106.9,106.93541666666715,3800,117.9,117.88680555555766,450,126,125.9,125.93680555555329,2024-09-17 11:11:00,G12,"after dropping methanol, best performance in DSMZ 120 before switching to Speece",Speece: put in Speece media + EDTA + cysteine + vitamins as in DSMZ 120
12,9.9,9.912499999998545,78.44123333333333,1.371343838478642,19.379933333333334,0.4711699516451938,2.1787666666666667,1.5033352830733846,0.4837601826799059,0.32927672510017403,0.87099004703917,0.0009304166594836068,1.3619516498470734e-05,0.09375240089657731,0.3794674536697045,0.010540005606835563,Reactor Vol,,48.900000000000006,48.857638888890506,0.0003283649503161699,0.005585329136444506,,638.5792533333334,48.900000000000006,48.857638888890506,0.0005208897922312556,0.0005208897922312556,,676.5262333333334,61.900000000000006,61.90833333333285,0.015533367208672088,0.0034784453263993435,,1363.34841,,,,,,,,,,149.9,149.9291666666686,2024-10-11 11:00:00,1,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.007544255,,,90,90.03819444444525,1406,1186,102,11,,90,90.03819444444525,17.027598525811833,3.0082293832297964,4.392914168030154,0.09464777646594527,0.06481397344257599,,38.2,38.22013888888614,1.0915248032216731,10.832499770084144,10.140617526704576,2.2537783229326442,,107.2,107.15694444443943,0.3,,89.9,178.10575474128026,10.673658498661638,0.014829788071713593,0.0008887309324447658,,48.900000000000006,4.797545479778651,0,0.00039946257117224406,0,,82.5,5729.739096668702,361.3517713269144,0.47708069081338067,0.030087574631716435,,48.900000000000006,247.01604674135908,195.20888737854108,0.02056753095265271,0.016253862396214912,,41.900000000000006,41.91388888889196,450,,124.5,124.47083333333285,0.004216089254257193,138.9,138.9020833333343,0.008520258367586611,138.9,138.9020833333343,0.007486788021139166,,114.9,114.90763888888614,575,114.9,114.90763888888614,437.5,120.5,120.50208333333285,150,126,125.9,125.93680555555329,2024-09-17 11:11:00,G3,"after dropping methanol, best performance in DSMZ 120 before switching to Speece",Speece: put in Speece media + EDTA + cysteine + vitamins as in DSMZ 120
13,10.200000000000001,10.166666666664241,78.7838,0.8926198126862337,20.2467,0.40633162564584996,0.9695,0.4862891218195196,0.6017767759585806,0.4279256376515331,1.1319323318524424,0.001209162725273112,1.725732899382004e-05,0.12183993849800594,0.4741026116176562,0.005834225842918439,Reactor Vol,,52,51.98819444444234,0.0004135049683830171,0.006201085716892477,,712.0626133333333,52,51.98819444444234,0.0003278003613369467,0.0003278003613369467,,662.7575933333334,64.9,64.88749999999709,0.004958672086720867,0.0019589434788558915,,529.08888,,,,,,,,,,161.20000000000002,161.1868055555533,2024-10-22 17:11:00,1,Wolfe v4: increased EDTA conc to 0.3 g/L in Wolfe to try to reduce mineral precipitation,,0.0109661,,,97.10000000000001,97.0625,364,275,53,32,,97.10000000000001,97.0625,10.000833423432013,2.1760221214789923,6.316862398310755,0.13084527928820092,0.04507336146792784,,421.20000000000005,421.15625,1,9.924190213645762,9.290322580645162,2.064798084551574,,160,159.972222222219,0.4,,103.9,0,0,0,0,,51.900000000000006,11.762753096824978,2.0076901906612656,0.000979413247029557,0.00016716820904756583,,85.5,4879.65859850899,127.60286718431641,0.40629963351448706,0.010624718333415188,,51.900000000000006,189.2537497013921,183.43982646051634,0.01575801413000767,0.015273923935097114,,48.900000000000006,48.857638888890506,450,,131.5,131.47083333333285,0.008079859072225484,138.9,138.9020833333343,0.0070640046975924825,145.9,145.90416666666715,0.018966529653552555,,117.9,117.88680555555766,637.5,117.9,117.88680555555766,383.33333333333337,131.9,131.8756944444467,570,140,139.9,139.8874999999971,2024-10-01 10:00:00,H34,"98% methane, modified wolfe + EDTA , best performance before adding KILLER media",Wolfe v1: put in modified wolfe + EDTA 
14,15.100000000000001,15.124305555553292,80.83393333333332,2.0942430955677835,17.937966666666668,1.642072289314125,1.2280666666666666,0.4560876487401668,0.5084474358987365,0.32033021819369,0.8473250932865349,0.0009051370741517085,8.683730236539e-06,0.09120513156903673,0.41099806136942735,0.00624407347779375,Reactor Vol,,55.800000000000004,55.84722222221899,0.0006014566395663957,0.005753113452853428,,674.3444900000001,55.800000000000004,55.84722222221899,0.0006217818428184282,0.0006217818428184282,,692.9904700000001,68.9,68.88749999999709,0.01724491869918699,0.0028987272478445325,,1407.0357199999999,,,,,,,,,,,,,,,,,,,104,104.04305555555766,1530,1319,110,78,,104,104.04305555555766,23.678702752399925,7.994490999381675,6.971757151220795,0.03561480302426305,0.040839377512219534,,58,57.97222222221899,0.9,8.931771192281186,8.361290322580645,1.8583182760964163,,161.20000000000002,161.18611111110658,0.35,,106.9,0,0,0,0,,55.800000000000004,8.355936230179156,0.9860523953564254,0.0006957482289907706,8.210261410128439e-05,,89.5,5457.464812101965,211.81926750674648,0.4544100592924201,0.01763690820206049,,55.800000000000004,901.4727380998174,92.77718983472514,0.07506017802662926,0.0077249949904017595,,51.900000000000006,51.94930555555766,450,,138.9,138.9020833333343,0.00711685261303582,145.9,145.90416666666715,0.015502055196711686,145.9,145.90416666666715,0.015936582501468,,120.5,120.50208333333285,186.66666666666669,124.9,124.90555555555329,73,135,135.02430555555475,720,149,149.1,149.0888888888876,2024-10-10 14:50:00,I34,"butyrate production in reactor, major failure in CH4 production (10%)",Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements
15,16,15.970833333332848,0,0,89.16300000000001,1.2267565406387664,10.837000000000002,1.2267565406387686,0.49660943396122104,1.5551714444587679,4.113679304697387,0.0043943507389944516,3.9924046473975316e-05,0.44279186960284356,0,0.05381756435837753,Reactor Vol,,58.900000000000006,58.868750000001455,9.815379403794037e-05,0.005880457095935405,,656.7263550000001,58.900000000000006,58.868750000001455,0.00014168360433604337,0.00014168360433604337,,655.971205,70.5,70.47083333333285,0.0010182926829268293,0.0006274804981524566,,133.56493999999998,,,,,,,,,,,,,,,,,,,112.10000000000001,112.07361111111095,1441,1244,118,82,,112.10000000000001,112.07361111111095,25.53418542377168,8.780074074071598,5.525782305192457,0.03242822552750828,0.05152613810983379,,58.900000000000006,58.86805555555475,0.888,8.812680909717438,8.249806451612905,1.8335406990817977,,162,161.97916666666424,0.3,,111.9,0,0,0,0,,78.9,349.8064597555118,1.7119108460022823,0.029126266424272424,0.00014254045345564383,,92.5,6007.168761653988,283.8068510560047,0.5001805796547867,0.02363087852256492,,58.900000000000006,830.0769527769153,105.23534887437044,0.06911548316210785,0.008762310480796873,,55.800000000000004,55.84722222221899,450,,145.9,145.90416666666715,0.015137991779213154,153.8,153.847222222219,0.016793893129770997,153.8,153.847222222219,0.015971814445096887,,124.9,124.90555555555329,46,131.9,131.8756944444467,473.75,135,135.02430555555475,666.6666666666667,161,161.10000000000002,161.08750000000146,2024-10-22 14:48:00,J12,"recovery, 93% ch4, extracted for analysis on recovery",Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2
16,17.900000000000002,17.901388888887595,68.9507,0.4766542877180509,30.431166666666666,0.5485377136836922,0.6172666666666666,0.12071691403168615,0.5311072302160496,0.5676484439617044,1.5015216904793474,0.0016039687251846921,1.3000994697610928e-05,0.16162212640576307,0.36620215298457764,0.0032783478963802682,Reactor Vol,,61.900000000000006,61.90833333333285,0.0017188346883468832,0.006450800602162309,,821.9181999999998,61.900000000000006,61.90833333333285,0.0015294715447154471,0.0015294715447154471,,762.8280400000001,71.9,71.9243055555562,0.0007594850948509486,0.00027576296701792806,,78.35138,,,,,,,,,,,,,,,,,,,117.9,117.88263888889196,450,247,347,173,,125,125.00069444444671,9.777003960283347,4.14070638020911,3.718216764162367,0.0687617512758399,0.0765749390854473,,65,65.02291666666133,0.988,9.805099931082013,9.17883870967742,2.040020507536955,,168.10000000000002,168.09027777777374,0.337,26.13333333330229,114.9,8.33758571849476,0,0.0006942202929637602,0,,82.9,326.2993577126854,0,0.027168972332446743,0,,96.5,3684.8460539768225,166.37691302380284,0.30681482547683786,0.013853198419966932,,75.9,40.03572042221052,33.92909373943197,0.0033335320917743977,0.0028250702530751015,,56,55.997222222220444,450,,153.8,153.847222222219,0.01620669406928949,159.9,159.92152777777665,0.017451556077510276,159.9,159.92152777777665,0.01812096300645919,,131.9,131.8756944444467,458.75,135,135.02430555555475,180,138.9,138.9020833333343,826,161,161.10000000000002,161.08750000000146,2024-10-22 14:48:00,J34,"recovery, 93% ch4, extracted for analysis on recovery",Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2
17,23.200000000000003,23.19861111111095,58.7181,0.01190252074142309,40.49563333333334,0.09235877507488582,0.7863333333333333,0.09298437144667557,0.5075506548787121,0.7218820174148443,1.9094943686457173,0.002039776892764205,1.2758161500380979e-05,0.20553585218061537,0.298024101082337,0.0039910399828629395,Reactor Vol,,64.9,64.88749999999709,0.00221849593495935,0.0066413028602709725,,874.46958,64.9,64.88749999999709,0.002101287262872629,0.002101287262872629,,826.6924200000001,72.9,72.90902777777956,0.0055940040650406505,0.0006664841932393596,,426.12989,,,,,,,,,,,,,,,,,,,125,125.00069444444671,404,302,132,99,,132,131.99722222222044,20.390606451593428,3.6565664612966624,3.4414162764211866,0.07786600496282414,0.0827340255734223,,70.8,70.84930555555184,1.2,11.909028256374913,11.148387096774194,2.4777577014618886,,170,169.95763888888905,0.337,,117.9,1.7384777829744724,0,0.00014475252147997273,0,,85.9,305.46227652836205,26.489191541897505,0.02543399471510092,0.002205594632963989,,103.5,3754.5832587005,307.8381616135362,0.3126214203747294,0.025631820284224498,,78.9,1072.6458843230089,63.84261461524168,0.08931272975212397,0.005315788061219124,,56,56.0222222222219,450,,159.9,159.92152777777665,0.01661773341162654,166.5,166.47083333333285,0.017486788021139166,166.5,166.47083333333285,0.018837345860246622,,135,135.02430555555475,481.66666666666663,135,135.02430555555475,500,141.9,141.92638888888905,340,182,181.9,181.9465277777781,2024-11-12 11:25:00,K12,1 week before transitioning to biofilm-only sampling,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2
18,24,23.995138888887595,0,0,88.41219999999998,0.5133900369115104,11.587800000000001,0.5133900369115082,0.9519232781181791,2.955920707304432,7.818887032224627,0.008352360372121413,5.050720879786504e-05,0.8416163124964007,0,0.11030696562177837,Reactor Vol,,65.5,65.47083333333285,0.0013939701897018972,0.006357191733953743,,791.09738,65.5,65.47083333333285,0.0016370257452574524,0.0016370257452574524,,801.65487,73.8,73.84583333333285,0.000697069783197832,0.0003395374298617764,,81.474725,,,,,,,,,,,,,,,,,,,132,131.99722222222044,662,544,54,34,,139,138.95763888888905,14.341998358297964,3.357377450981328,3.2046572081921916,0.08480494861815455,0.08884638940301495,,72.2,72.1513888888876,1.3,12.901447277739491,12.07741935483871,2.684237509917046,,170.10000000000002,170.1291666666657,0.337,,121,16.59736084880051,0,0.0013819617692589932,0,,89.9,275.1054784180612,31.25326080383786,0.022906367894925995,0.0026022698421180566,,106.5,3866.4901589370666,70.68283400149086,0.32193923055262835,0.005885331723687832,,82.9,1000.9824083680322,1.371913570115763,0.08334574590907845,0.00011423093839431831,,58.900000000000006,58.868750000001455,450,,166.5,166.47083333333285,0.017087492660011742,173.9,173.93402777777374,0.018297122724603643,180.9,180.8930555555562,0.017322372284204347,,138.9,138.9020833333343,966,138.9,138.9020833333343,936,145.9,145.90416666666715,510,189,189.10000000000002,189.0749999999971,2024-11-19 14:30:00,L12,"first biofilm-only sample, first direct biofilm sample",Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2
19,26.900000000000002,26.858333333329938,46.26943333333333,0.1585214601665459,49.01903333333333,0.11620285423918504,4.711533333333334,0.05066797147442667,0.6923479747761574,1.1919768042316665,3.152970901516021,0.0033680943468985753,1.819586061688036e-05,0.3393822845381828,0.32034548462373763,0.03262020561423692,Reactor Vol,,68.9,68.88749999999709,0.0006365176151761517,0.00716710004105652,,832.9796599999999,68.9,68.88749999999709,0.0006788617886178862,0.0006788617886178862,,775.96528,75.9,75.8708333333343,0.012848577235772358,0.0025468728616395236,,1091.16026,,,,,,,,,,,,,,,,,,,139,138.95763888888905,300,220,42,33,,146,145.9819444444438,8.426770069292017,3.3103049169855705,2.980838630255924,0.08601087493822047,0.09551748938444782,,77.2,77.16180555555184,1,9.924190213645762,9.290322580645162,2.064798084551574,,197.20000000000002,197.15486111110658,0.37,,124.9,0,0,0,0,,103.9,219.1129562840743,0,0.018244209515743074,0,,111.5,3722.7064714783933,240.37562465134224,0.30996723326214765,0.020014623201610512,,85.9,936.669258963107,0,0.07799077926420542,0,,61.900000000000006,61.90833333333285,450,,173.9,173.93402777777374,0.017428068115091018,180.9,180.8930555555562,0.01729301233118027,187.8,187.80555555555475,0.015866118614210216,,141.9,141.92638888888905,330,141.9,141.92638888888905,390,148.8,148.84166666666715,440,210,209.9,209.9499999999971,2024-12-10 11:30:00,M12,extracted because there was good time spacing between this and other samples,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2
20,27.900000000000002,27.945833333331393,84.93239999999999,0.10500290472172571,14.133866666666668,0.16197173621756694,0.9337666666666667,0.2201640373297445,0.667417113664496,0.33131184569861266,0.876373269267298,0.0009361671725460453,4.860755273109549e-06,0.09433184495585499,0.5668533726459842,0.0062321185350278415,Reactor Vol,,70.10000000000001,70.1111111111095,0.0009698509485094851,0.003797591350759546,,481.21628,71.9,71.9243055555562,0.00040599593495934956,0.00040599593495934956,,685.6799900000001,76.9,76.86250000000291,0.013492716802168021,0.0027942384015327767,,1159.1038199999998,,,,,,,,,,,,,,,,,,,146,145.9819444444438,271,209,87,61,,154,154.01597222222335,4.760795879248674,2.9462892566096768,2.8101869716170262,0.09663756590887305,0.10131789275871154,,79,78.99722222222044,1.2,11.909028256374913,11.148387096774194,2.4777577014618886,,199.10000000000002,199.14513888888905,0.374,,127.9,0,0,0,0,,111.9,168.05214941121727,0.5492128190093732,0.013992685213257059,4.572962689503524e-05,,114.5,3849.1059358491443,384.4093541372845,0.32049175152782217,0.03200743997812527,,89.9,805.9592303943249,20.690954774569917,0.06710734641085137,0.001722810555751034,,64.9,64.88749999999709,450,,180.9,180.8930555555562,0.017160892542571932,187.8,187.80555555555475,0.017040516735173223,194.9,194.8979166666686,0.016065766294773926,,145.9,145.90416666666715,190,145.9,145.90416666666715,160,153.8,153.847222222219,570,238,238,238.0124999999971,2025-01-07 13:00:00,N12,"fluffy biofilm, mostly located on underside of membranes",Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2
21,30,29.95763888888905,88.1272,0.2631801094307871,11.5633,0.22087763580770262,0.30949999999999994,0.27818247608359514,1.0067180186389197,0.4088540182803777,1.081484822548096,0.0011552732425565463,5.595572739116198e-06,0.1164098246492742,0.8871924017219581,0.003115792267687456,Reactor Vol,,70.9,70.88749999999709,0.001130758807588076,0.006497878746407554,,790.08012,75.9,75.8708333333343,0.0005887533875338753,0.0005887533875338753,,694.7478100000001,77.9,77.86319444444234,0.015027015582655826,0.003128233201040099,,1292.707185,,,,,,,,,,,,,,,,,,,154,154.01597222222335,440,356,251,216,,159.9,159.9250000000029,8.535022731093372,2.6859217171725254,3.3835689478086106,0.10600540604063093,0.08414849131613657,,79,78.99791666666715,1,9.924190213645762,9.290322580645162,2.064798084551574,,205,205.00694444444525,0.379,,131.9,8.040395120952233,0,0.000669475030886947,0,,114.9,217.88431549447353,0,0.0181419080345107,0,,117.5,88.92551148073932,0,0.007404289049187287,0,,92.9,764.9287806289412,117.59240811433457,0.06369098922805506,0.009791208002858832,,68.9,68.88749999999709,450,,187.8,187.80555555555475,0.01662947739283617,194.9,194.8979166666686,0.018308866705813272,201.9,201.9319444444409,0.017395772166764533,,148.8,148.84166666666715,242,148.8,148.84166666666715,250,155.8,155.83333333333576,568,283,283.1,283.09513888888614,2025-02-21 14:59:00,P12,"very large biofilm growth between this and 1/7/25 sampling date, represents doubling of feed rate",Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2
22,33.9,33.8840277777781,86.15396667,0.129938306,13.57256667,0.108495361,0.2735,0.238374936,0.5007096745666578,0.2386858105886037,0.631362466718242,0.0006744395750608375,2.888121299602613e-06,0.06795915440369966,0.43138124613962386,0.001369440959939809,Reactor Vol,,71.9,71.9243055555562,0.0006961382113821139,0.0065865608320788286,,772.51162,78.9,78.85624999999709,0.002816480352303523,0.002816480352303523,,883.987185,78.9,78.85624999999709,0.01686720867208672,0.0035299712604351993,,1453.07487,,,,,,,,,,,,,,,,,,,159.9,159.9250000000029,473,376,122,106,,167,167.00277777777956,4.775199751338531,2.798349941068876,3.406705742862391,0.10174646781791266,0.08357699305810669,,90,90.03125,1.2,11.909028256374913,11.148387096774194,2.4777577014618886,,237.20000000000002,237.17152777777665,0.397,,135,0,0,0,0,,117.9,85.96778573558326,0,0.007158017130356641,0,,120.5,32.07365599153115,0,0.002670579183308172,0,,96.9,250.2806477646642,16.148155852455787,0.020839354518290106,0.001344559188380998,,70.10000000000001,70.1111111111095,450,,194.9,194.8979166666686,0.01591309453904874,201.9,201.9319444444409,0.01669113329418673,208.9,208.91319444444525,0.016876100998238403,,153.8,153.847222222219,305,153.8,153.847222222219,390,159.9,159.92152777777665,324,,,,,,,
23,37.9,37.87430555555329,72.2636,0.091474095,27.095,0.152754313,0.6414,0.142427912,0.5522805951970167,0.5255663786995844,1.3902078404311586,0.0014850600638651246,5.689403729152592e-06,0.14964042726863166,0.3990978401907913,0.0035423277375936646,Reactor Vol,,72.9,72.90902777777956,0.0002715108401084011,0.006552210209388259,,741.9617900000001,83,82.97986111111095,0.0005182079945799458,0.0005182079945799458,,701.991835,79.80000000000001,79.8076388888876,0.015384485094850948,0.0030243602025455045,,1303.73496,,,,,,,,,,,,,,,,,,,167,167.00277777777956,340,269,181,142,,181,181.00208333333285,12.859103191725715,4.66643518518443,3.519665292669498,0.06101493129620512,0.08089468700765975,,97.2,97.15486111110658,1,9.924190213645762,9.290322580645162,2.064798084551574,,241,240.9909722222219,0.4,,138.9,0,0,0,0,,121,51.13947766183699,0,0.00425807474286736,0,,124.5,434.89806025622795,0,0.03621132891392406,0,,103.9,512.5572741680497,37.356906644454455,0.04267754156270189,0.003110483484134426,,70.9,70.88749999999709,450,,201.9,201.9319444444409,0.016206694069289488,208.9,208.91319444444525,0.01594832648267763,215.9,215.878472222219,0.016664709336465064,,155.8,155.83333333333576,300,155.8,155.83333333333576,282,166.5,166.47083333333285,614,,,,,,,
24,40.400000000000006,40.35555555555766,23.12106667,0.370996285,68.9882,0.599726112,7.890733333,0.970645189,1.0003036506581613,2.4237359407259254,6.411172488371803,0.006848599143333077,2.4624409750215305e-05,0.6900914831233537,0.23128087397111738,0.07893129359369941,Reactor Vol,,75.9,75.8708333333343,0.0005379403794037941,0.005538729984945942,,646.62643,85.9,85.86041666666279,0.00019639227642276422,0.00019639227642276422,,672.036805,83,82.97986111111095,0.013281673441734419,0.003485288079923361,,1222.25843,,,,,,,,,,,,,,,,,,,174,174.003472222219,562,462,181,149,,188,187.9777777777781,6.623430246671267,2.7553321023338664,3.589296197464408,0.10333499253358684,0.07932536256644379,,107.2,107.15694444443943,1.2,11.909028256374913,11.148387096774194,2.4777577014618886,,251.10000000000002,251.0791666666628,0.42,,141.9,2.6238281666411125,0,0.00021847028864622087,0,,124.9,33.11230399451906,0,0.002757061115280521,0,,127.5,407.6589469032803,33.50415772618134,0.03394329283124732,0.002789688403512185,,111.9,556.9247840340399,4.806257637236683,0.046371755539886754,0.00040018797978656816,,71,70.9736111111124,450,,208.9,208.91319444444525,0.015231943628890193,215.9,215.878472222219,0.016230182031708753,236.9,236.9111111111124,0.017463300058719905,,159.9,159.92152777777665,210,159.9,159.92152777777665,226,170,169.9597222222219,636,,,,,,,
25,41.900000000000006,41.909027777779556,17.7694,0.17971780657464032,75.65703333333333,0.32909427727222923,6.573566666666667,0.1520033332967844,0.7454416182388671,1.9808043404189941,5.239546964979275,0.005597035007386545,1.937839703364305e-05,0.5639790135915191,0.13246050291133726,0.04900210173601076,450,,76.9,76.86250000000291,0.003970951897018971,0.005361092103462433,,843.239605,89.9,89.8611111111095,0.0002823509485094851,0.0002823509485094851,,377.12721999999997,85.9,85.86041666666279,0.016817750677506776,0.004425413986588203,,1549.02025,,,,,,,,,,,,,,,,,,,181,181.00208333333285,542,424,126,87,,195,194.9868055555562,6.970616970622907,3.137228590490198,4.493728919419911,0.09075596948379647,0.06335990161573356,,147,146.97430555555184,0.6,5.954514128187457,5.574193548387097,1.2388788507309443,,259.1,259.0708333333314,0.462,,145.9,0,0,0,0,,127.9,0,0,0,0,,131.5,355.4425579008307,0,0.02959555019990264,0,,114.9,466.4686342400385,4.553262617008324,0.03884001950375009,0.00037912261590410687,,71.9,71.9243055555562,450,,215.9,215.878472222219,0.016112742219612446,236.9,236.9111111111124,0.017028772753963594,243.9,243.8833333333314,0.01619495008807986,,166.5,166.47083333333285,488,166.5,166.47083333333285,522,180.9,180.8930555555562,530,,,,,,,
26,43.2,43.17916666666861,10.673033333333334,0.1305190152174516,82.6383,0.21079115256575526,6.688666666666666,0.24887174072870036,0.5610641880808462,1.6284429902241269,4.307494361238013,0.004601389565760799,1.546258711165173e-05,0.4636539069388139,0.05988256781526475,0.037527713326767534,450,,77.9,77.86319444444234,0.005562245934959349,0.007368071712056932,,1165.5123549999998,92.9,92.86388888888905,0.00035696138211382115,0.00035696138211382115,,275.81707500000005,89.9,89.8611111111095,0.016867886178861785,0.0020682906801697,,1291.4147799999998,,,,,,,,,,,,,,,,,,,188,187.9777777777781,247,176,86,58,,202,202.03819444444525,14.173101031341067,4.875327899569158,4.589489160823878,0.05840063029347906,0.0620378896746562,,151,151.02083333332848,1,9.924190213645762,9.290322580645162,2.064798084551574,,273.2,273.22499999999854,0.531,,148.8,7.982344121161893,0,0.0006646414755338795,0,,131.9,8.934228075036817,0,0.0007438990903444476,0,,134.5,371.5595863527029,8.058595552843588,0.030937517598060193,0.0006709904706780673,,117.9,288.9109371792869,24.0933147662602,0.024055864877542625,0.002006104476791024,,72.9,72.90902777777956,450,,236.9,236.9111111111124,0.01645331767469172,243.9,243.8833333333314,0.017122724603640636,257.90000000000003,257.8708333333343,0.017099236641221375,,170,169.9597222222219,326,170,169.9597222222219,320,184,183.9812499999971,874,,,,,,,
