,Unnamed: 0,Unnamed: 1,Approx Days,Date/Time,pH,Unnamed: 5,Approx Days.1,Date/Time.1,CO2,Unnamed: 9,Approx Days.2,Date/Time.2,ORP,Unnamed: 13,Approx Days.3,Date/Time.3,Temp
23,,,0.5,05/15/2024 00:30,6.968,,0.5,05/15/2024 00:30,41.05,,0.5,05/15/2024 00:30,-519.992,,0.5,05/15/2024 00:30,37.209
24,,,0.5,05/15/2024 01:00,6.968,,0.5,05/15/2024 01:00,41.05,,0.5,05/15/2024 01:00,-519.992,,0.5,05/15/2024 01:00,37.078
25,,,0.5,05/15/2024 01:30,6.968,,0.5,05/15/2024 01:30,41.05,,0.5,05/15/2024 01:30,-519.992,,0.5,05/15/2024 01:30,36.816
26,,,0.6000000000000001,05/15/2024 02:00,6.968,,0.6000000000000001,05/15/2024 02:00,41.05,,0.6000000000000001,05/15/2024 02:00,-519.992,,0.6000000000000001,05/15/2024 02:00,36.553
27,,,0.6000000000000001,05/15/2024 02:30,6.968,,0.6000000000000001,05/15/2024 02:30,41.05,,0.6000000000000001,05/15/2024 02:30,-519.992,,0.6000000000000001,05/15/2024 02:30,36.225
28,,,0.6000000000000001,05/15/2024 03:00,6.968,,0.6000000000000001,05/15/2024 03:00,41.05,,0.6000000000000001,05/15/2024 03:00,-519.992,,0.6000000000000001,05/15/2024 03:00,35.962
29,,,0.6000000000000001,05/15/2024 03:30,6.968,,0.6000000000000001,05/15/2024 03:30,41.05,,0.6000000000000001,05/15/2024 03:30,-519.992,,0.6000000000000001,05/15/2024 03:30,35.766
30,,,0.6000000000000001,05/15/2024 04:00,6.968,,0.6000000000000001,05/15/2024 04:00,41.05,,0.6000000000000001,05/15/2024 04:00,-519.992,,0.6000000000000001,05/15/2024 04:00,35.569
31,,,0.7000000000000001,05/15/2024 04:30,6.968,,0.7000000000000001,05/15/2024 04:30,41.05,,0.7000000000000001,05/15/2024 04:30,-519.992,,0.7000000000000001,05/15/2024 04:30,35.438
32,,,0.7000000000000001,05/15/2024 05:00,6.976,,0.7000000000000001,05/15/2024 05:00,41.05,,0.7000000000000001,05/15/2024 05:00,-519.992,,0.7000000000000001,05/15/2024 05:00,35.438
33,,,0.7000000000000001,05/15/2024 05:30,6.976,,0.7000000000000001,05/15/2024 05:30,41.05,,0.7000000000000001,05/15/2024 05:30,-519.992,,0.7000000000000001,05/15/2024 05:30,35.438
34,,,0.7000000000000001,05/15/2024 06:00,6.976,,0.7000000000000001,05/15/2024 06:00,41.05,,0.7000000000000001,05/15/2024 06:00,-519.992,,0.7000000000000001,05/15/2024 06:00,35.503
35,,,0.7000000000000001,05/15/2024 06:30,6.976,,0.7000000000000001,05/15/2024 06:30,41.05,,0.7000000000000001,05/15/2024 06:30,-519.992,,0.7000000000000001,05/15/2024 06:30,35.569
36,,,0.8,05/15/2024 07:00,6.976,,0.8,05/15/2024 07:00,41.05,,0.8,05/15/2024 07:00,-519.992,,0.8,05/15/2024 07:00,35.569
37,,,0.8,05/15/2024 07:30,6.984,,0.8,05/15/2024 07:30,41.05,,0.8,05/15/2024 07:30,-519.992,,0.8,05/15/2024 07:30,35.634
38,,,0.8,05/15/2024 08:00,6.984,,0.8,05/15/2024 08:00,41.05,,0.8,05/15/2024 08:00,-519.992,,0.8,05/15/2024 08:00,35.634
39,,,0.8,05/15/2024 08:30,6.992,,0.8,05/15/2024 08:30,41.05,,0.8,05/15/2024 08:30,-519.992,,0.8,05/15/2024 08:30,35.438
40,,,0.8,05/15/2024 09:00,6.992,,0.8,05/15/2024 09:00,41.05,,0.8,05/15/2024 09:00,-519.992,,0.8,05/15/2024 09:00,35.372
41,,,0.9,05/15/2024 09:30,6.992,,0.9,05/15/2024 09:30,41.05,,0.9,05/15/2024 09:30,-519.992,,0.9,05/15/2024 09:30,35.438
42,,,0.9,05/15/2024 10:00,6.992,,0.9,05/15/2024 10:00,41.05,,0.9,05/15/2024 10:00,-519.992,,0.9,05/15/2024 10:00,35.7
43,,,0.9,05/15/2024 10:30,7.0,,0.9,05/15/2024 10:30,41.05,,0.9,05/15/2024 10:30,-519.992,,0.9,05/15/2024 10:30,35.7
44,,,0.9,05/15/2024 11:00,7.0,,0.9,05/15/2024 11:00,41.05,,0.9,05/15/2024 11:00,-519.992,,0.9,05/15/2024 11:00,35.962
45,,,0.9,05/15/2024 11:30,7.008,,0.9,05/15/2024 11:30,41.05,,0.9,05/15/2024 11:30,-519.992,,0.9,05/15/2024 11:30,36.159
46,,,1.0,05/15/2024 12:00,7.016,,1.0,05/15/2024 12:00,41.05,,1.0,05/15/2024 12:00,-519.992,,1.0,05/15/2024 12:00,37.013
47,,,1.0,05/15/2024 12:30,7.024,,1.0,05/15/2024 12:30,41.05,,1.0,05/15/2024 12:30,-519.992,,1.0,05/15/2024 12:30,36.881
48,,,1.0,05/15/2024 13:00,7.04,,1.0,05/15/2024 13:00,41.05,,1.0,05/15/2024 13:00,-519.992,,1.0,05/15/2024 13:00,36.947
49,,,1.0,05/15/2024 13:30,7.048,,1.0,05/15/2024 13:30,41.05,,1.0,05/15/2024 13:30,-519.992,,1.0,05/15/2024 13:30,36.881
50,,,1.1,05/15/2024 14:00,7.056,,1.1,05/15/2024 14:00,41.05,,1.1,05/15/2024 14:00,-519.992,,1.1,05/15/2024 14:00,36.881
51,,,1.1,05/15/2024 14:30,6.992,,1.1,05/15/2024 14:30,41.05,,1.1,05/15/2024 14:30,-519.992,,1.1,05/15/2024 14:30,36.816
52,,,1.1,05/15/2024 15:00,7.048,,1.1,05/15/2024 15:00,41.05,,1.1,05/15/2024 15:00,-519.992,,1.1,05/15/2024 15:00,36.947
53,,,1.1,05/15/2024 15:30,7.008,,1.1,05/15/2024 15:30,41.05,,1.1,05/15/2024 15:30,-519.992,,1.1,05/15/2024 15:30,36.881
54,,,1.1,05/15/2024 16:00,7.024,,1.1,05/15/2024 16:00,41.05,,1.1,05/15/2024 16:00,-519.992,,1.1,05/15/2024 16:00,36.75
55,,,1.2000000000000002,05/15/2024 16:30,7.041,,1.2000000000000002,05/15/2024 16:30,41.05,,1.2000000000000002,05/15/2024 16:30,-519.992,,1.2000000000000002,05/15/2024 16:30,36.75
56,,,1.2000000000000002,05/15/2024 17:00,7.049,,1.2000000000000002,05/15/2024 17:00,41.05,,1.2000000000000002,05/15/2024 17:00,-519.992,,1.2000000000000002,05/15/2024 17:00,36.553
57,,,1.2000000000000002,05/15/2024 17:30,6.985,,1.2000000000000002,05/15/2024 17:30,41.05,,1.2000000000000002,05/15/2024 17:30,-519.992,,1.2000000000000002,05/15/2024 17:30,36.422
58,,,1.2000000000000002,05/15/2024 18:00,6.993,,1.2000000000000002,05/15/2024 18:00,41.05,,1.2000000000000002,05/15/2024 18:00,-519.992,,1.2000000000000002,05/15/2024 18:00,36.094
59,,,1.2000000000000002,05/15/2024 18:30,6.993,,1.2000000000000002,05/15/2024 18:30,41.05,,1.2000000000000002,05/15/2024 18:30,-519.992,,1.2000000000000002,05/15/2024 18:30,35.962
60,,,1.3,05/15/2024 19:00,6.993,,1.3,05/15/2024 19:00,41.05,,1.3,05/15/2024 19:00,-519.992,,1.3,05/15/2024 19:00,35.7
61,,,1.3,05/15/2024 19:30,7.002,,1.3,05/15/2024 19:30,41.05,,1.3,05/15/2024 19:30,-519.992,,1.3,05/15/2024 19:30,35.372
62,,,1.3,05/15/2024 20:00,7.002,,1.3,05/15/2024 20:00,41.05,,1.3,05/15/2024 20:00,-519.992,,1.3,05/15/2024 20:00,35.306
63,,,1.3,05/15/2024 20:30,7.002,,1.3,05/15/2024 20:30,41.05,,1.3,05/15/2024 20:30,-519.992,,1.3,05/15/2024 20:30,35.372
64,,,1.3,05/15/2024 21:00,7.01,,1.3,05/15/2024 21:00,41.05,,1.3,05/15/2024 21:00,-519.992,,1.3,05/15/2024 21:00,35.306
65,,,1.4000000000000001,05/15/2024 21:30,7.018,,1.4000000000000001,05/15/2024 21:30,41.05,,1.4000000000000001,05/15/2024 21:30,-519.992,,1.4000000000000001,05/15/2024 21:30,35.306
66,,,1.4000000000000001,05/15/2024 22:00,7.026,,1.4000000000000001,05/15/2024 22:00,41.05,,1.4000000000000001,05/15/2024 22:00,-519.992,,1.4000000000000001,05/15/2024 22:00,35.372
67,,,1.4000000000000001,05/15/2024 22:30,7.042,,1.4000000000000001,05/15/2024 22:30,41.05,,1.4000000000000001,05/15/2024 22:30,-519.992,,1.4000000000000001,05/15/2024 22:30,35.372
68,,,1.4000000000000001,05/15/2024 23:00,7.049,,1.4000000000000001,05/15/2024 23:00,41.05,,1.4000000000000001,05/15/2024 23:00,-519.992,,1.4000000000000001,05/15/2024 23:00,35.306
69,,,1.4000000000000001,05/15/2024 23:30,7.01,,1.4000000000000001,05/15/2024 23:30,41.032,,1.4000000000000001,05/15/2024 23:30,-519.992,,1.4000000000000001,05/15/2024 23:30,35.372
70,,,1.5,05/16/2024 00:00,7.026,,1.5,05/16/2024 00:00,36.055,,1.5,05/16/2024 00:00,-519.992,,1.5,05/16/2024 00:00,35.372
71,,,1.5,05/16/2024 00:30,7.041,,1.5,05/16/2024 00:30,31.133,,1.5,05/16/2024 00:30,-519.992,,1.5,05/16/2024 00:30,35.372
72,,,1.5,05/16/2024 01:00,7.049,,1.5,05/16/2024 01:00,30.19,,1.5,05/16/2024 01:00,-519.992,,1.5,05/16/2024 01:00,35.306
73,,,1.5,05/16/2024 01:30,7.017,,1.5,05/16/2024 01:30,24.917,,1.5,05/16/2024 01:30,-519.992,,1.5,05/16/2024 01:30,35.438
74,,,1.6,05/16/2024 02:00,7.041,,1.6,05/16/2024 02:00,20.578,,1.6,05/16/2024 02:00,-519.992,,1.6,05/16/2024 02:00,35.503
75,,,1.6,05/16/2024 02:30,6.929,,1.6,05/16/2024 02:30,17.451,,1.6,05/16/2024 02:30,-519.992,,1.6,05/16/2024 02:30,35.503
76,,,1.6,05/16/2024 03:00,6.976,,1.6,05/16/2024 03:00,15.305,,1.6,05/16/2024 03:00,-519.992,,1.6,05/16/2024 03:00,35.438
77,,,1.6,05/16/2024 03:30,7.008,,1.6,05/16/2024 03:30,13.338,,1.6,05/16/2024 03:30,-519.992,,1.6,05/16/2024 03:30,35.372
78,,,1.6,05/16/2024 04:00,7.0,,1.6,05/16/2024 04:00,11.499,,1.6,05/16/2024 04:00,-519.992,,1.6,05/16/2024 04:00,35.503
79,,,1.7000000000000002,05/16/2024 04:30,7.0,,1.7000000000000002,05/16/2024 04:30,10.038,,1.7000000000000002,05/16/2024 04:30,-519.992,,1.7000000000000002,05/16/2024 04:30,35.503
80,,,1.7000000000000002,05/16/2024 05:00,6.984,,1.7000000000000002,05/16/2024 05:00,9.086,,1.7000000000000002,05/16/2024 05:00,-519.992,,1.7000000000000002,05/16/2024 05:00,35.7
81,,,1.7000000000000002,05/16/2024 05:30,6.961,,1.7000000000000002,05/16/2024 05:30,8.315,,1.7000000000000002,05/16/2024 05:30,-519.992,,1.7000000000000002,05/16/2024 05:30,35.897
82,,,1.7000000000000002,05/16/2024 06:00,7.048,,1.7000000000000002,05/16/2024 06:00,7.632,,1.7000000000000002,05/16/2024 06:00,-519.992,,1.7000000000000002,05/16/2024 06:00,35.766
83,,,1.7000000000000002,05/16/2024 06:30,6.993,,1.7000000000000002,05/16/2024 06:30,6.938,,1.7000000000000002,05/16/2024 06:30,-519.992,,1.7000000000000002,05/16/2024 06:30,35.766
84,,,1.8,05/16/2024 07:00,6.977,,1.8,05/16/2024 07:00,6.704,,1.8,05/16/2024 07:00,-519.992,,1.8,05/16/2024 07:00,35.962
85,,,1.8,05/16/2024 07:30,6.961,,1.8,05/16/2024 07:30,6.489,,1.8,05/16/2024 07:30,-519.992,,1.8,05/16/2024 07:30,36.291
86,,,1.8,05/16/2024 08:00,7.041,,1.8,05/16/2024 08:00,6.285,,1.8,05/16/2024 08:00,-519.992,,1.8,05/16/2024 08:00,36.75
87,,,1.8,05/16/2024 08:30,7.01,,1.8,05/16/2024 08:30,5.939,,1.8,05/16/2024 08:30,-519.992,,1.8,05/16/2024 08:30,36.947
88,,,1.8,05/16/2024 09:00,6.985,,1.8,05/16/2024 09:00,5.83,,1.8,05/16/2024 09:00,-519.992,,1.8,05/16/2024 09:00,36.816
89,,,1.9000000000000001,05/16/2024 09:30,6.873,,1.9000000000000001,05/16/2024 09:30,5.972,,1.9000000000000001,05/16/2024 09:30,-519.992,,1.9000000000000001,05/16/2024 09:30,36.553
90,,,1.9000000000000001,05/16/2024 10:00,7.121,,1.9000000000000001,05/16/2024 10:00,5.747,,1.9000000000000001,05/16/2024 10:00,-519.992,,1.9000000000000001,05/16/2024 10:00,36.356
91,,,1.9000000000000001,05/16/2024 10:30,6.945,,1.9000000000000001,05/16/2024 10:30,5.611,,1.9000000000000001,05/16/2024 10:30,-519.992,,1.9000000000000001,05/16/2024 10:30,35.897
92,,,1.9000000000000001,05/16/2024 11:00,7.057,,1.9000000000000001,05/16/2024 11:00,5.626,,1.9000000000000001,05/16/2024 11:00,-519.992,,1.9000000000000001,05/16/2024 11:00,35.634
93,,,1.9000000000000001,05/16/2024 11:30,6.952,,1.9000000000000001,05/16/2024 11:30,5.825,,1.9000000000000001,05/16/2024 11:30,-519.992,,1.9000000000000001,05/16/2024 11:30,35.306
94,,,2.0,05/16/2024 12:00,6.96,,2.0,05/16/2024 12:00,5.924,,2.0,05/16/2024 12:00,-519.992,,2.0,05/16/2024 12:00,35.766
95,,,2.0,05/16/2024 12:30,6.944,,2.0,05/16/2024 12:30,5.958,,2.0,05/16/2024 12:30,-519.992,,2.0,05/16/2024 12:30,36.881
96,,,2.0,05/16/2024 13:00,6.88,,2.0,05/16/2024 13:00,5.966,,2.0,05/16/2024 13:00,-519.992,,2.0,05/16/2024 13:00,36.553
97,,,2.0,05/16/2024 13:30,6.992,,2.0,05/16/2024 13:30,5.977,,2.0,05/16/2024 13:30,-519.992,,2.0,05/16/2024 13:30,35.766
98,,,2.1,05/16/2024 14:00,6.976,,2.1,05/16/2024 14:00,6.05,,2.1,05/16/2024 14:00,-519.992,,2.1,05/16/2024 14:00,35.241
99,,,2.1,05/16/2024 14:30,6.952,,2.1,05/16/2024 14:30,6.24,,2.1,05/16/2024 14:30,-519.992,,2.1,05/16/2024 14:30,36.094
100,,,2.1,05/16/2024 15:00,6.928,,2.1,05/16/2024 15:00,5.919,,2.1,05/16/2024 15:00,-519.992,,2.1,05/16/2024 15:00,36.947
101,,,2.1,05/16/2024 15:30,6.969,,2.1,05/16/2024 15:30,6.072,,2.1,05/16/2024 15:30,-519.992,,2.1,05/16/2024 15:30,36.684
102,,,2.1,05/16/2024 16:00,6.969,,2.1,05/16/2024 16:00,6.004,,2.1,05/16/2024 16:00,-519.992,,2.1,05/16/2024 16:00,35.897
103,,,2.2,05/16/2024 16:30,6.945,,2.2,05/16/2024 16:30,6.221,,2.2,05/16/2024 16:30,-519.992,,2.2,05/16/2024 16:30,35.306
104,,,2.2,05/16/2024 17:00,6.96,,2.2,05/16/2024 17:00,6.272,,2.2,05/16/2024 17:00,-519.992,,2.2,05/16/2024 17:00,36.75
105,,,2.2,05/16/2024 17:30,7.072,,2.2,05/16/2024 17:30,6.089,,2.2,05/16/2024 17:30,-519.992,,2.2,05/16/2024 17:30,36.553
106,,,2.2,05/16/2024 18:00,7.072,,2.2,05/16/2024 18:00,5.744,,2.2,05/16/2024 18:00,-519.992,,2.2,05/16/2024 18:00,35.831
107,,,2.2,05/16/2024 18:30,6.799,,2.2,05/16/2024 18:30,5.913,,2.2,05/16/2024 18:30,-519.992,,2.2,05/16/2024 18:30,35.175
108,,,2.3000000000000003,05/16/2024 19:00,6.991,,2.3000000000000003,05/16/2024 19:00,6.159,,2.3000000000000003,05/16/2024 19:00,-519.992,,2.3000000000000003,05/16/2024 19:00,36.881
109,,,2.3000000000000003,05/16/2024 19:30,6.878,,2.3000000000000003,05/16/2024 19:30,5.856,,2.3000000000000003,05/16/2024 19:30,-519.992,,2.3000000000000003,05/16/2024 19:30,36.422
110,,,2.3000000000000003,05/16/2024 20:00,7.045,,2.3000000000000003,05/16/2024 20:00,6.257,,2.3000000000000003,05/16/2024 20:00,-519.992,,2.3000000000000003,05/16/2024 20:00,35.175
111,,,2.3000000000000003,05/16/2024 20:30,7.036,,2.3000000000000003,05/16/2024 20:30,5.814,,2.3000000000000003,05/16/2024 20:30,-519.992,,2.3000000000000003,05/16/2024 20:30,36.684
112,,,2.3000000000000003,05/16/2024 21:00,6.996,,2.3000000000000003,05/16/2024 21:00,5.654,,2.3000000000000003,05/16/2024 21:00,-519.992,,2.3000000000000003,05/16/2024 21:00,36.356
113,,,2.4000000000000004,05/16/2024 21:30,6.996,,2.4000000000000004,05/16/2024 21:30,5.82,,2.4000000000000004,05/16/2024 21:30,-519.992,,2.4000000000000004,05/16/2024 21:30,35.175
114,,,2.4000000000000004,05/16/2024 22:00,6.973,,2.4000000000000004,05/16/2024 22:00,5.84,,2.4000000000000004,05/16/2024 22:00,-519.992,,2.4000000000000004,05/16/2024 22:00,36.881
115,,,2.4000000000000004,05/16/2024 22:30,6.957,,2.4000000000000004,05/16/2024 22:30,5.873,,2.4000000000000004,05/16/2024 22:30,-519.992,,2.4000000000000004,05/16/2024 22:30,35.831
116,,,2.4000000000000004,05/16/2024 23:00,6.941,,2.4000000000000004,05/16/2024 23:00,5.59,,2.4000000000000004,05/16/2024 23:00,-519.992,,2.4000000000000004,05/16/2024 23:00,36.422
117,,,2.4000000000000004,05/16/2024 23:30,6.973,,2.4000000000000004,05/16/2024 23:30,5.752,,2.4000000000000004,05/16/2024 23:30,-519.992,,2.4000000000000004,05/16/2024 23:30,36.291
118,,,2.5,05/17/2024 00:00,6.981,,2.5,05/17/2024 00:00,5.894,,2.5,05/17/2024 00:00,-519.992,,2.5,05/17/2024 00:00,35.766
119,,,2.5,05/17/2024 00:30,6.949,,2.5,05/17/2024 00:30,5.96,,2.5,05/17/2024 00:30,-519.992,,2.5,05/17/2024 00:30,36.684
120,,,2.5,05/17/2024 01:00,6.908,,2.5,05/17/2024 01:00,5.734,,2.5,05/17/2024 01:00,-519.992,,2.5,05/17/2024 01:00,35.438
121,,,2.5,05/17/2024 01:30,7.053,,2.5,05/17/2024 01:30,6.066,,2.5,05/17/2024 01:30,-519.992,,2.5,05/17/2024 01:30,36.816
122,,,2.6,05/17/2024 02:00,7.061,,2.6,05/17/2024 02:00,5.547,,2.6,05/17/2024 02:00,-519.992,,2.6,05/17/2024 02:00,36.094
123,,,2.6,05/17/2024 02:30,6.846,,2.6,05/17/2024 02:30,5.679,,2.6,05/17/2024 02:30,-519.992,,2.6,05/17/2024 02:30,35.306
124,,,2.6,05/17/2024 03:00,6.933,,2.6,05/17/2024 03:00,5.844,,2.6,05/17/2024 03:00,-519.992,,2.6,05/17/2024 03:00,36.684
125,,,2.6,05/17/2024 03:30,6.933,,2.6,05/17/2024 03:30,5.609,,2.6,05/17/2024 03:30,-519.992,,2.6,05/17/2024 03:30,35.306
126,,,2.6,05/17/2024 04:00,7.029,,2.6,05/17/2024 04:00,5.595,,2.6,05/17/2024 04:00,-519.992,,2.6,05/17/2024 04:00,36.816
127,,,2.7,05/17/2024 04:30,7.021,,2.7,05/17/2024 04:30,5.542,,2.7,05/17/2024 04:30,-519.992,,2.7,05/17/2024 04:30,36.028
128,,,2.7,05/17/2024 05:00,6.989,,2.7,05/17/2024 05:00,5.69,,2.7,05/17/2024 05:00,-519.992,,2.7,05/17/2024 05:00,36.028
129,,,2.7,05/17/2024 05:30,6.965,,2.7,05/17/2024 05:30,5.768,,2.7,05/17/2024 05:30,-519.992,,2.7,05/17/2024 05:30,36.291
130,,,2.7,05/17/2024 06:00,7.053,,2.7,05/17/2024 06:00,5.706,,2.7,05/17/2024 06:00,-519.992,,2.7,05/17/2024 06:00,35.306
131,,,2.7,05/17/2024 06:30,7.036,,2.7,05/17/2024 06:30,5.647,,2.7,05/17/2024 06:30,-519.992,,2.7,05/17/2024 06:30,36.619
132,,,2.8000000000000003,05/17/2024 07:00,7.036,,2.8000000000000003,05/17/2024 07:00,5.468,,2.8000000000000003,05/17/2024 07:00,-519.992,,2.8000000000000003,05/17/2024 07:00,35.241
133,,,2.8000000000000003,05/17/2024 07:30,7.004,,2.8000000000000003,05/17/2024 07:30,5.516,,2.8000000000000003,05/17/2024 07:30,-519.992,,2.8000000000000003,05/17/2024 07:30,36.816
134,,,2.8000000000000003,05/17/2024 08:00,6.988,,2.8000000000000003,05/17/2024 08:00,5.616,,2.8000000000000003,05/17/2024 08:00,-519.992,,2.8000000000000003,05/17/2024 08:00,35.438
135,,,2.8000000000000003,05/17/2024 08:30,6.948,,2.8000000000000003,05/17/2024 08:30,5.729,,2.8000000000000003,05/17/2024 08:30,-519.992,,2.8000000000000003,05/17/2024 08:30,36.816
136,,,2.8000000000000003,05/17/2024 09:00,7.044,,2.8000000000000003,05/17/2024 09:00,5.358,,2.8000000000000003,05/17/2024 09:00,-519.992,,2.8000000000000003,05/17/2024 09:00,36.094
137,,,2.9000000000000004,05/17/2024 09:30,7.036,,2.9000000000000004,05/17/2024 09:30,5.348,,2.9000000000000004,05/17/2024 09:30,-519.992,,2.9000000000000004,05/17/2024 09:30,35.569
138,,,2.9000000000000004,05/17/2024 10:00,7.02,,2.9000000000000004,05/17/2024 10:00,5.366,,2.9000000000000004,05/17/2024 10:00,-519.992,,2.9000000000000004,05/17/2024 10:00,36.881
139,,,2.9000000000000004,05/17/2024 10:30,6.996,,2.9000000000000004,05/17/2024 10:30,5.403,,2.9000000000000004,05/17/2024 10:30,-519.992,,2.9000000000000004,05/17/2024 10:30,36.225
140,,,2.9000000000000004,05/17/2024 11:00,6.964,,2.9000000000000004,05/17/2024 11:00,5.48,,2.9000000000000004,05/17/2024 11:00,-519.992,,2.9000000000000004,05/17/2024 11:00,35.241
141,,,2.9000000000000004,05/17/2024 11:30,7.036,,2.9000000000000004,05/17/2024 11:30,5.474,,2.9000000000000004,05/17/2024 11:30,-519.992,,2.9000000000000004,05/17/2024 11:30,35.831
142,,,3.0,05/17/2024 12:00,7.044,,3.0,05/17/2024 12:00,5.117,,3.0,05/17/2024 12:00,-519.992,,3.0,05/17/2024 12:00,36.028
143,,,3.0,05/17/2024 12:30,6.942,,3.0,05/17/2024 12:30,5.346,,3.0,05/17/2024 12:30,-519.992,,3.0,05/17/2024 12:30,36.422
144,,,3.0,05/17/2024 13:00,6.989,,3.0,05/17/2024 13:00,5.396,,3.0,05/17/2024 13:00,-519.992,,3.0,05/17/2024 13:00,36.028
145,,,3.0,05/17/2024 13:30,7.053,,3.0,05/17/2024 13:30,5.159,,3.0,05/17/2024 13:30,-519.992,,3.0,05/17/2024 13:30,35.831
146,,,3.1,05/17/2024 14:00,6.932,,3.1,05/17/2024 14:00,5.339,,3.1,05/17/2024 14:00,-519.992,,3.1,05/17/2024 14:00,36.816
147,,,3.1,05/17/2024 14:30,7.044,,3.1,05/17/2024 14:30,5.274,,3.1,05/17/2024 14:30,-519.992,,3.1,05/17/2024 14:30,36.619
148,,,3.1,05/17/2024 15:00,7.132,,3.1,05/17/2024 15:00,5.27,,3.1,05/17/2024 15:00,-519.992,,3.1,05/17/2024 15:00,35.634
149,,,3.1,05/17/2024 15:30,6.948,,3.1,05/17/2024 15:30,5.124,,3.1,05/17/2024 15:30,-519.992,,3.1,05/17/2024 15:30,35.438
