,2024-05-14 12:42:00,Unnamed: 1,Unnamed: 2,Effluent (mL),Unnamed: 4,Unnamed: 5,Influent Flow Rate (RPM),Unnamed: 7
45,86.84583333333285,2024-08-09 09:00:00,450,5,,,,
46,86.88749999999709,2024-08-09 10:00:00,450,6.5,,,,
47,86.9291666666686,2024-08-09 11:00:00,450,4,,,,
48,86.97083333333285,2024-08-09 12:00:00,450,4.5,,,,
49,87.01249999999709,2024-08-09 13:00:00,450,4,,,,
50,87.0541666666686,2024-08-09 14:00:00,450,5,,,,
51,87.09583333333285,2024-08-09 15:00:00,450,4.5,,,,
52,89.8611111111095,2024-08-12 09:22:00,450,27,15,,,
53,90.8666666666686,2024-08-13 09:30:00,450,20.5,,,,
54,90.89444444444234,2024-08-13 10:10:00,450,6.5,,,,
55,91.87291666666715,2024-08-14 09:39:00,450,6.5,,,,
56,92.86388888888905,2024-08-15 09:26:00,450,26,15,,,
57,93.87777777777956,2024-08-16 09:46:00,450,10,,,,
58,96.8569444444438,2024-08-19 09:16:00,450,26,16,1150,,
59,97.06041666666715,2024-08-19 14:09:00,450,,,,,
60,97.0625,2024-08-19 14:12:00,450,16,31,,,
61,97.9638888888876,2024-08-20 11:50:00,450,10,,,,
62,97.97499999999854,2024-08-20 12:06:00,450,15,,,,
63,98.90902777777956,2024-08-21 10:31:00,450,8,,,,
64,99.11875000000146,2024-08-21 15:33:00,450,,35,,,
65,99.8972222222219,2024-08-22 10:14:00,450,27.5,20.5,,,
66,100.8972222222219,2024-08-23 10:14:00,450,,,,,
67,103.8701388888876,2024-08-26 09:35:00,450,3,,,,
68,103.88263888889196,2024-08-26 09:53:00,450,24.5,16,155,,
69,104.04305555555766,2024-08-26 13:44:00,450,14.5,,29,,
70,104.94305555555184,2024-08-27 11:20:00,450,23,,220,,
71,105.8666666666686,2024-08-28 09:30:00,450,7,,,,
72,106.93541666666715,2024-08-29 11:09:00,450,35,5,,,
73,107.87361111111386,2024-08-30 09:40:00,450,6,,,,
74,111.8659722222219,2024-09-03 09:29:00,450,22,15,,,
75,112.07361111111095,2024-09-03 14:28:00,450,14,,28,,
76,112.16180555555184,2024-09-03 16:35:00,450,,-120,,,
77,112.85972222222335,2024-09-04 09:20:00,450,10,,,,
78,112.9111111111124,2024-09-04 10:34:00,450,15,,,,
79,113.86388888888905,2024-09-05 09:26:00,450,10,,,,
80,113.8979166666686,2024-09-05 10:15:00,450,,30,,,
81,114.90763888888614,2024-09-06 10:29:00,450,30,25,,,
82,117.88263888889196,2024-09-09 09:53:00,450,30.5,,,,
83,117.88680555555766,2024-09-09 09:59:00,450,,22,,,
84,118.88611111111095,2024-09-10 09:58:00,450,11,,,,
85,120.88958333332994,2024-09-12 10:03:00,450,16,,,,
86,120.98819444444234,2024-09-12 12:25:00,450,23.5,16,,,
87,121.9916666666686,2024-09-13 12:30:00,450,?,,,,
88,124.90555555555329,2024-09-16 10:26:00,450,23,16,1065,,
89,124.99930555555329,2024-09-16 12:41:00,450,,,,,
90,125.00069444444671,2024-09-16 12:43:00,450,15,42,,,
91,-240.12847222222626,2023-09-17 09:37:00,450,7,,,,
92,-240.0631944444467,2023-09-17 11:11:00,450,15.5,,,,
93,126.90763888888614,2024-09-18 10:29:00,450,8,,,,
94,127.9111111111124,2024-09-19 10:34:00,450,29,19,18,,
95,128.86319444444234,2024-09-20 09:25:00,450,8.5,,,,
96,129.04722222222335,2024-09-20 13:50:00,450,,26,,,
97,131.8756944444467,2024-09-23 09:43:00,450,23,16,,,
98,131.99722222222044,2024-09-23 12:38:00,450,15,32,590,,
99,131.99722222222044,2024-09-23 12:38:00,450,,,,,
100,133,2024-09-24 12:42:00,450,8,,,,
101,133.01597222222335,2024-09-24 13:05:00,450,16,,,,
102,133.89861111110804,2024-09-25 10:16:00,450,9,,,,
103,135.02430555555475,2024-09-26 13:17:00,450,19,16,,,
104,135.9784722222248,2024-09-27 12:11:00,450,9,,,,
105,136.01944444444234,2024-09-27 13:10:00,450,,20,,,
106,138.9020833333343,2024-09-30 10:21:00,450,16,16,,,
107,138.95763888888905,2024-09-30 11:41:00,450,16,35,670,,
108,138.9604166666686,2024-09-30 11:45:00,450,,,,,
109,139.8874999999971,2024-10-01 10:00:00,450,15,,,,
110,140.8930555555562,2024-10-02 10:08:00,450,11,,,,
111,141.92638888888905,2024-10-03 10:56:00,450,15,15,,,
112,142.9250000000029,2024-10-04 10:54:00,450,10,,,,
113,145.90416666666715,2024-10-07 10:24:00,450,15,15,,,
114,145.9819444444438,2024-10-07 12:16:00,450,26,33,715,,
115,145.98402777777665,2024-10-07 12:19:00,450,,,,,
116,146.99722222222044,2024-10-08 12:38:00,450,14,,,,
117,147.03749999999854,2024-10-08 13:36:00,450,23,,,,
118,147.9055555555533,2024-10-09 10:26:00,450,11,,,,
119,148.84166666666715,2024-10-10 08:54:00,450,15,15,,,
120,149.0888888888876,2024-10-10 14:50:00,450,20,,,,
121,149.88194444444525,2024-10-11 09:52:00,450,9,,,,
122,152.8840277777781,2024-10-14 09:55:00,450,,,170,,
123,152.88611111111095,2024-10-14 09:58:00,450,18,,,,
124,154.01597222222335,2024-10-15 13:05:00,450,16,32,775,,
125,154.0180555555562,2024-10-15 13:08:00,450,,,,,
126,154.8979166666686,2024-10-16 10:15:00,450,15,,,,
127,155.83333333333576,2024-10-17 08:42:00,450,15,15,,,
128,156.93958333333285,2024-10-18 11:15:00,450,8,,,,
129,159.92152777777665,2024-10-21 10:49:00,450,15,15,,,
130,159.9250000000029,2024-10-21 10:54:00,450,16,33,770,,
131,160.00763888889196,2024-10-21 12:53:00,450,,,,,
132,161.01458333332994,2024-10-22 13:03:00,450,15,,,,
133,161.08750000000146,2024-10-22 14:48:00,450,16,,,,
134,161.8888888888905,2024-10-23 10:02:00,450,14,,,,
135,162.9423611111124,2024-10-24 11:19:00,450,15,15,,,
136,163.89930555555475,2024-10-25 10:17:00,450,15,,,,
137,166.91736111111095,2024-10-28 10:43:00,450,15,15,,,
138,167.00277777777956,2024-10-28 12:46:00,450,29,28,860,,
139,167.00624999999854,2024-10-28 12:51:00,450,,,,,
140,167.9506944444438,2024-10-29 11:31:00,450,15,,,,
141,167.9902777777752,2024-10-29 12:28:00,450,15,,,,
142,168.9152777777781,2024-10-30 10:40:00,450,13,,,,
143,169.9597222222219,2024-10-31 11:44:00,450,15,7,,,
144,170.9187499999971,2024-11-01 10:45:00,450,9,,,,
145,173.93402777777374,2024-11-04 11:07:00,450,15,15,,,
146,174.003472222219,2024-11-04 12:47:00,450,15,32,,,
147,174.93402777777374,2024-11-05 11:07:00,450,15,,,,
148,174.9875000000029,2024-11-05 12:24:00,450,15,,,,
149,175.9055555555533,2024-11-06 10:26:00,450,16,,,,
150,176.94861111111095,2024-11-07 11:28:00,450,15,15,,,
151,177.91249999999854,2024-11-08 10:36:00,450,16,15,,,
152,180.8930555555562,2024-11-11 10:08:00,450,20,15,,,
153,181.00208333333285,2024-11-11 12:45:00,450,15,32,890,,
154,181.00555555555184,2024-11-11 12:50:00,450,,,,,
155,181.87291666666715,2024-11-12 09:39:00,450,16,,,,
156,181.9465277777781,2024-11-12 11:25:00,450,15,,,,
157,182.89513888888905,2024-11-13 10:11:00,450,17,,,,
158,183.98958333333576,2024-11-14 12:27:00,450,15,15,,,
159,184.90763888888614,2024-11-15 10:29:00,450,15,,,,
160,187.80555555555475,2024-11-18 08:02:00,450,15,15,,,
161,187.9777777777781,2024-11-18 12:10:00,450,15,30,870,,
162,187.98055555555766,2024-11-18 12:14:00,450,,,,,
163,188.86875000000146,2024-11-19 09:33:00,450,16,,,,
164,189.0749999999971,2024-11-19 14:30:00,450,15,,,,
165,189.8798611111124,2024-11-20 09:49:00,450,15,,,,
166,190.9638888888876,2024-11-21 11:50:00,450,15,15,,,
167,191.88124999999854,2024-11-22 09:51:00,450,13,,,,
168,194.8979166666686,2024-11-25 10:15:00,450,15,15,,,
169,194.9868055555562,2024-11-25 12:23:00,450,15,32,750,,
170,194.9909722222219,2024-11-25 12:29:00,450,,,,,
171,195.9513888888905,2024-11-26 11:32:00,450,17,,,,
172,196.94513888889196,2024-11-27 11:23:00,450,16,,,,
173,201.9319444444409,2024-12-02 11:04:00,450,28,15,,,
174,202.03819444444525,2024-12-02 13:37:00,450,15,32,470,,
175,202.0402777777781,2024-12-02 13:40:00,450,,,,,
176,202.8562499999971,2024-12-03 09:15:00,450,14,,,,
177,203.97083333333285,2024-12-04 12:00:00,450,15,,,,
178,204.94444444444525,2024-12-05 11:22:00,450,15,15,,,
179,205.91319444444525,2024-12-06 10:37:00,450,13,,,,
180,208.90486111111386,2024-12-09 10:25:00,450,,50,,,
181,208.91319444444525,2024-12-09 10:37:00,450,15,15,,,
182,209.0006944444467,2024-12-09 12:43:00,450,15,35,320,,
183,209.00208333333285,2024-12-09 12:45:00,450,,,,,
184,209.1652777777781,2024-12-09 16:40:00,450,,-55,,,
185,209.89513888888905,2024-12-10 10:11:00,450,15,,,,
186,210.97986111111095,2024-12-11 12:13:00,450,15,,,,
187,211.96527777777374,2024-12-12 11:52:00,450,15,15,,,
188,212.90347222222044,2024-12-13 10:23:00,450,13,,,,
189,215.878472222219,2024-12-16 09:47:00,450,15,15,,,
190,215.97499999999854,2024-12-16 12:06:00,450,15,32,740,,
191,215.9777777777781,2024-12-16 12:10:00,450,,,,,
192,216.89930555555475,2024-12-17 10:17:00,450,10,,,,
193,217.9152777777781,2024-12-18 10:40:00,450,12,,1025.5,,
194,223.09930555555184,2024-12-23 15:05:00,450,,,,,
195,228.99652777777374,2024-12-29 12:37:00,450,,,985,,
196,236.9111111111124,2025-01-06 10:34:00,450,15,15,,,
197,236.9541666666628,2025-01-06 11:36:00,450,15,29,1100,,
198,236.9555555555562,2025-01-06 11:38:00,450,,,,,
199,237.93472222222044,2025-01-07 11:08:00,450,11,,,,
200,238.02083333333576,2025-01-07 13:12:00,450,20,,,,
201,238.8874999999971,2025-01-08 10:00:00,450,14,,,,
202,240.0402777777781,2025-01-09 13:40:00,450,15,15,,,
203,240.89097222222335,2025-01-10 10:05:00,450,17,,,,
204,243.8833333333314,2025-01-13 09:54:00,450,15,15,,,
205,243.93958333333285,2025-01-13 11:15:00,450,15,32,760,,
206,243.94305555555184,2025-01-13 11:20:00,450,,,,,
207,244.91180555555184,2025-01-14 10:35:00,450,14,,,,
208,245.92986111110804,2025-01-15 11:01:00,450,12,,,,
209,246.91805555555766,2025-01-16 10:44:00,450,15,5,,,
210,247.93888888888614,2025-01-17 11:14:00,450,10,,,,
211,250.88055555555184,2025-01-20 09:50:00,450,15,32,860,,
212,250.88194444444525,2025-01-20 09:52:00,450,,,,,
213,255.17638888888905,2025-01-24 16:56:00,450,,,675,,
214,257.8708333333343,2025-01-27 09:36:00,450,15,15,,,
215,257.9548611111095,2025-01-27 11:37:00,450,15,32,420,,
216,257.95694444444234,2025-01-27 11:40:00,450,,,,,
217,258.85833333332994,2025-01-28 09:18:00,450,12,,,,
218,260.9250000000029,2025-01-30 10:54:00,450,7,,,,
219,260.93611111111386,2025-01-30 11:10:00,450,15,15,,,
220,260.9381944444467,2025-01-30 11:13:00,450,12,,,,
221,261.940972222219,2025-01-31 11:17:00,450,18,,,,
222,261.94444444444525,2025-01-31 11:22:00,450,-18,,,,
223,264.80208333333576,2025-02-03 07:57:00,450,15,15,,,
224,265.03888888889196,2025-02-03 13:38:00,450,15,32,940,,
225,265.0402777777781,2025-02-03 13:40:00,,,,,,
226,265.9020833333343,2025-02-04 10:21:00,,12,,,,
227,266.86736111110804,2025-02-05 09:31:00,,10,,,,
228,267.92083333332994,2025-02-06 10:48:00,,15,15,,,
229,268.90486111111386,2025-02-07 10:25:00,,12,,,,
230,271.8916666666628,2025-02-10 10:06:00,,10,,,,
231,272.9375,2025-02-11 11:12:00,,15,15,1120,,
232,272.98055555555766,2025-02-11 12:14:00,,,,,,
233,273.01944444444234,2025-02-11 13:10:00,,15,32,,,
234,273.8486111111124,2025-02-12 09:04:00,,12,,,,
235,275.065972222219,2025-02-13 14:17:00,,10,,,,
236,275.93888888888614,2025-02-14 11:14:00,,10,12,,,
237,278.91249999999854,2025-02-17 10:36:00,,10,10,,,
238,278.97916666666424,2025-02-17 12:12:00,,15,35,745,,
239,278.9819444444438,2025-02-17 12:16:00,,,,,,
240,279.89444444444234,2025-02-18 10:10:00,,13,10,,,
241,281.8874999999971,2025-02-20 10:00:00,,5,10,,,
242,282.8486111111124,2025-02-21 09:04:00,,12,,,,
243,283.09513888888614,2025-02-21 14:59:00,,25,-25,,,
244,285.93958333333285,2025-02-24 11:15:00,,15,15,,,
245,286.0500000000029,2025-02-24 13:54:00,,15,32,750,,
246,286.0527777777752,2025-02-24 13:58:00,,,,,,
247,286.92083333332994,2025-02-25 10:48:00,,10,,,,
248,288.91319444444525,2025-02-27 10:37:00,,15,15,,,
249,289.94027777777956,2025-02-28 11:16:00,,12,,,,
250,292.88263888889196,2025-03-03 09:53:00,,15,15,,,
251,292.9944444444409,2025-03-03 12:34:00,,15,32,885,,
252,292.99722222222044,2025-03-03 12:38:00,,,,,,
253,294.15347222222044,2025-03-04 16:23:00,,9,,,,
254,294.86319444444234,2025-03-05 09:25:00,,11,,,,
255,295.85972222222335,2025-03-06 09:20:00,,15,15,,,
256,299.8312500000029,2025-03-10 08:39:00,,15,15,,,
257,299.9159722222248,2025-03-10 10:41:00,,15,32,930,,
258,299.91736111111095,2025-03-10 10:43:00,,,,,,
259,301.0229166666686,2025-03-11 13:15:00,,6,,,,
260,301.04236111111095,2025-03-11 13:43:00,,30,-30,,,
261,301.89444444444234,2025-03-12 10:10:00,,11,,,,
262,302.8833333333314,2025-03-13 09:54:00,,8,8,,,
263,304.1479166666686,2025-03-14 16:15:00,,12,,,,
264,306.8847222222248,2025-03-17 09:56:00,,7,7,,,
265,306.93541666666715,2025-03-17 11:09:00,,15,35,960,,
266,306.9375,2025-03-17 11:12:00,,,,,,
267,309.9055555555533,2025-03-20 10:26:00,,10,10,445,,
268,310.92569444444234,2025-03-21 10:55:00,,,,,,
269,313.91180555555184,2025-03-24 10:35:00,,12,12,,,
270,314.0229166666686,2025-03-24 13:15:00,,15,32,445,,
271,314.0256944444409,2025-03-24 13:19:00,,,,,,
272,314.94305555555184,2025-03-25 11:20:00,,28,-28,,,
273,316.8979166666686,2025-03-27 10:15:00,,10,10,,,
274,320.88194444444525,2025-03-31 09:52:00,,16,16,,,
275,321.01597222222335,2025-03-31 13:05:00,,15,32,915,,
276,321.0180555555562,2025-03-31 13:08:00,,,,,,
277,323.9152777777781,2025-04-03 10:40:00,,,15,,,
278,323.9381944444467,2025-04-03 11:13:00,,16,15,,,
279,327.90625,2025-04-07 10:27:00,,16,16,,,
280,327.93055555555475,2025-04-07 11:02:00,,2,,,,
281,328.01944444444234,2025-04-07 13:10:00,,15,31,870,,
282,328.0222222222219,2025-04-07 13:14:00,,,,,,
283,330.87708333333285,2025-04-10 09:45:00,,30,18,,,
