,Unnamed: 0,Unnamed: 1,1.818,Butyrate to COD,REACTOR,Detection Limit (mg/L),0.33,Unnamed: 7,Unnamed: 8,0,59.04,73.07,88.11,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,WASTE,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,MEDIA,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84
10,,,,,2024-07-05 12:25:00,51.98819444444234,20,1.2206666666666666,22.655666666666665,,24.41333333333333,453.1133333333333,,0.0004135049683830171,0.006201085716892477,,712.0626133333333,0.8270099367660342,18.60325715067743,,,2024-07-05 12:25:00,51.98819444444234,20,0.9676666666666667,21.20566666666667,,19.35333333333333,424.1133333333334,,0.0003278003613369467,0.00580420601249943,,662.7575933333334,,2024-07-18 10:00:00,64.88749999999709,20,14.638,7.157,,292.76,143.14,,0.004958672086720867,0.0019589434788558915,,529.08888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,2024-07-09 09:02:00,55.84722222221899,20,1.7755,21.019,,35.510000000000005,420.38,,0.0006014566395663957,0.005753113452853428,,674.3444900000001,1.2029132791327914,17.259340358560284,,,2024-07-09 09:02:00,55.84722222221899,20,1.8355,21.5925,,36.71,431.85,,0.0006217818428184282,0.005910086218694403,,692.9904700000001,,2024-07-22 10:00:00,68.88749999999709,10,101.814,21.181,,1018.1399999999999,211.81,,0.01724491869918699,0.0028987272478445325,,1407.0357199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,2024-07-12 09:33:00,58.868750000001455,10,0.5795,42.968500000000006,,5.795,429.68500000000006,,9.815379403794037e-05,0.005880457095935405,,656.7263550000001,0.19630758807588075,17.641371287806216,,,2024-07-12 09:33:00,58.868750000001455,10,0.8365,42.7375,,8.365,427.375,,0.00014168360433604337,0.005848843574654441,,655.971205,0.0,2024-07-24 00:00:00,70.47083333333285,10,6.012,4.585,,60.12,45.85,,0.0010182926829268293,0.0006274804981524566,,133.56493999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,2024-07-15 10:30:00,61.90833333333285,20,5.074,23.567999999999998,,101.47999999999999,471.35999999999996,,0.0017188346883468832,0.006450800602162309,,821.9181999999998,3.4376693766937665,19.352401806486927,,,2024-07-15 10:30:00,61.90833333333285,20,4.515,22.0105,,90.3,440.21000000000004,,0.0015294715447154471,0.006024497057615985,,762.8280400000001,1.453472222223354,2024-07-25 10:53:00,71.9243055555562,10,4.484,2.015,,44.84,20.150000000000002,,0.0007594850948509486,0.00027576296701792806,,78.35138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,2024-07-18 10:00:00,64.88749999999709,20,6.549,24.264,,130.98000000000002,485.28,,0.00221849593495935,0.0066413028602709725,,874.46958,4.4369918699187,19.923908580812917,,,2024-07-18 10:00:00,64.88749999999709,20,6.203,22.93,,124.06,458.6,,0.002101287262872629,0.006276173532229369,,826.6924200000001,0.0,2024-07-26 10:31:00,72.90902777777956,10,33.027,4.87,,330.27,48.7,,0.0055940040650406505,0.0006664841932393596,,426.12989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,2024-07-19 00:00:00,65.47083333333285,10,8.23,46.452,,82.30000000000001,464.52,,0.0013939701897018972,0.006357191733953743,,791.09738,2.7879403794037945,19.07157520186123,,,2024-07-19 00:00:00,65.47083333333285,10,9.665,46.138,,96.64999999999999,461.38,,0.0016370257452574524,0.006314219241822909,,801.65487,0.9368055555532919,2024-07-27 09:00:00,73.84583333333285,5,8.231,4.962,,41.155,24.81,,0.000697069783197832,0.0003395374298617764,,81.474725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,2024-07-22 10:00:00,68.88749999999709,20,1.879,26.185,,37.58,523.6999999999999,,0.0006365176151761517,0.00716710004105652,,832.9796599999999,1.2730352303523034,21.50130012316956,,,2024-07-22 10:00:00,68.88749999999709,20,2.004,24.214,,40.08,484.28,,0.0006788617886178862,0.006627617353222937,,775.96528,2.961805555554747,2024-07-29 09:36:00,75.8708333333343,5,151.716,37.22,,758.58,186.1,,0.012848577235772358,0.0025468728616395236,,1091.16026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,2024-07-23 15:22:00,70.1111111111095,10,5.726,27.749,,57.26,277.49,,0.0009698509485094851,0.003797591350759546,,481.21628,1.9397018970189703,11.392774052278638,,,2024-07-25 10:53:00,71.9243055555562,10,2.397,43.6,,23.97,436,,0.00040599593495934956,0.005966881072943753,,685.6799900000001,3.953472222223354,2024-07-30 09:24:00,76.86250000000291,5,159.322,40.835,,796.61,204.175,,0.013492716802168021,0.0027942384015327767,,1159.1038199999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,2024-07-24 10:00:00,70.88749999999709,10,6.676,47.48,,66.76,474.79999999999995,,0.001130758807588076,0.006497878746407554,,790.08012,2.261517615176152,19.493636239222663,,,2024-07-29 09:36:00,75.8708333333343,5,6.952,86.877,,34.76,434.385,,0.0005887533875338753,0.005944778979061174,,694.7478100000001,4.954166666662786,2024-07-31 09:25:00,77.86319444444234,5,177.439,45.716,,887.1949999999999,228.58,,0.015027015582655826,0.003128233201040099,,1292.707185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,2024-07-25 10:53:00,71.9243055555562,10,4.11,48.128,,41.1,481.28,,0.0006961382113821139,0.0065865608320788286,,772.51162,1.3922764227642277,19.759682496236486,,,2024-08-01 09:15:00,78.85624999999709,5,33.257,93.337,,166.285,466.685,,0.002816480352303523,0.006386820856712741,,883.987185,5.947222222217533,2024-08-01 09:15:00,78.85624999999709,5,199.168,51.587,,995.84,257.935,,0.01686720867208672,0.0035299712604351993,,1453.07487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,2024-07-26 10:31:00,72.90902777777956,10,1.603,47.877,,16.03,478.77000000000004,,0.0002715108401084011,0.006552210209388259,,741.9617900000001,0.5430216802168022,19.656630628164773,,,2024-08-05 12:13:00,82.97986111111095,5,6.119,88.421,,30.595,442.105,,0.0005182079945799458,0.006050431093472013,,701.991835,6.898611111108039,2024-08-02 08:05:00,79.8076388888876,10,90.83,22.099,,908.3,220.99,,0.015384485094850948,0.0030243602025455045,,1303.73496,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,2024-07-29 09:36:00,75.8708333333343,5,6.352,80.943,,31.76,404.715,,0.0005379403794037941,0.005538729984945942,,646.62643,1.075880758807588,16.61618995483782,,,2024-08-08 09:21:00,85.86041666666279,5,2.319,87.142,,11.594999999999999,435.71,,0.00019639227642276422,0.005962912275899822,,672.036805,,2024-08-05 12:13:00,82.97986111111095,10,78.415,25.467,,784.1500000000001,254.67,,0.013281673441734419,0.003485288079923361,,1222.25843,,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,2024-07-30 09:24:00,76.86250000000291,5,46.889,78.347,,234.44500000000002,391.73499999999996,,0.003970951897018971,0.005361092103462433,,843.239605,7.941903794037941,16.0832763103873,,,2024-08-12 09:22:00,89.8611111111095,5,3.334,47.469,,16.67,237.345,,0.0002823509485094851,0.003248186670316135,,377.12721999999997,,2024-08-08 09:21:00,85.86041666666279,5,198.584,64.673,,992.9200000000001,323.365,,0.016817750677506776,0.004425413986588203,,1549.02025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,2024-07-31 09:25:00,77.86319444444234,5,65.679,107.677,,328.395,538.385,,0.005562245934959349,0.007368071712056932,,1165.5123549999998,11.124491869918698,22.104215136170797,,,2024-08-15 09:26:00,92.86388888888905,5,4.215,33.465,,21.075,167.32500000000002,,0.00035696138211382115,0.0022899274668126456,,275.81707500000005,,2024-08-12 09:22:00,89.8611111111095,5,199.176,30.226,,995.8799999999999,151.13,,0.016867886178861785,0.0020682906801697,,1291.4147799999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,2024-08-01 09:15:00,78.85624999999709,5,47.329,98.56,,236.645,492.8,,0.004008214769647697,0.006744217873272205,,998.599415,8.016429539295393,20.232653619816613,,,2024-08-19 09:16:00,96.8569444444438,5,2.103,1.603,,10.515,8.015,,0.00017809959349593496,0.00010968933899000959,,23.354215,,2024-08-15 09:26:00,92.86388888888905,5,242.876,38.242,,1214.38,191.20999999999998,,0.02056876693766938,0.002616805802654988,,1585.2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,2024-08-02 08:05:00,79.8076388888876,10,5.734,40.038,,57.34,400.38,,0.0009712059620596206,0.005479403311892706,,667.3571,1.9424119241192412,16.438209935678117,,,2024-08-22 10:14:00,99.8972222222219,5,0.219,0,,1e-10,1e-10,,1.6937669376693768e-15,1.368550704803613e-15,,2.581e-10,,2024-08-19 09:16:00,96.8569444444438,5,4.363,1.112,,21.815,5.5600000000000005,,0.00036949525745257457,7.60914191870809e-05,,31.694445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,2024-08-04 00:00:00,81.47083333333285,5,219.15925000000001,5.391,,1095.79625,26.955,,0.018560234586720868,0.00036889284247981384,,1210.02446875,37.120469173441734,1.1066785274394415,,,2024-08-26 00:00:00,103.47083333333285,5,28.683,13.161,,143.415,65.80499999999999,,0.0024291158536585366,0.0009005747912960174,,252.65257499999996,,2024-08-22 10:14:00,99.8972222222219,5,14.214,0,,71.07000000000001,1e-10,,0.001203760162601626,1.368550704803613e-15,,75.83169000015141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,2024-08-05 09:20:00,82.85972222222335,5,11.967,90.596,,59.835,452.98,,0.0010134654471544715,0.006199260982619407,,749.655665,2.026930894308943,18.59778294785822,,,2024-08-29 11:09:00,106.93541666666715,5,35.339,10.037,,176.695,50.185,,0.002992801490514905,0.0006868071712056932,,264.51365499999997,,2024-08-26 00:00:00,103.47083333333285,2,7.002,0.92,,14.004,1.84,,0.00023719512195121952,2.518133296838648e-05,,17.728028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,2024-08-06 09:43:00,83.87569444444671,5,6.911,96.694,,34.555,483.47,,0.0005852811653116531,0.006616532092514028,,768.8437650000001,1.1705623306233064,19.849596277542084,,,2024-09-03 09:29:00,111.8659722222219,2,87.857,37.22,,175.714,74.44,,0.0029761856368563685,0.0010187491446558095,,300.18899799999997,,2024-08-29 11:09:00,106.93541666666715,1,9.028,0.797,,9.028,0.797,,0.00015291327913279133,1.0907349117284795e-05,,10.839534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,2024-08-07 11:02:00,84.93055555555475,5,8.098,86.07,,40.49,430.34999999999997,,0.0006858062330623307,0.005889557958122348,,694.7527299999999,1.3716124661246614,17.668673874367045,,,2024-09-06 10:29:00,114.90763888888614,2,64.57,19.828,,129.14,39.656,,0.002187330623306233,0.0005427124674969207,,197.831564,,2024-08-30 13:14:00,108.0222222222219,1,11.53,0.184,,11.53,1e-10,,0.00019529132791327913,1.368550704803613e-15,,12.302510000151399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,2024-08-08 09:21:00,85.86041666666279,5,2.916,85.508,,14.58,427.53999999999996,,0.0002469512195121951,0.005851101683317366,,662.8524199999999,0.49390243902439024,17.5533050499521,,,2024-09-09 09:59:00,117.88680555555766,2,81.948,8.018,,163.896,16.036,,0.0027760162601626016,0.0002194607910223074,,199.15553599999998,,2024-09-03 09:29:00,111.8659722222219,1,30.675,0.242,,30.675,1e-10,,0.0005195630081300814,1.368550704803613e-15,,32.7302250001514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,0,2024-08-09 08:00:00,2024-08-09 08:00:00,86.8041666666686,5,9.275,69.516,,46.375,347.58000000000004,,0.0007854844173441735,0.004756808539756399,,575.718245,1.570968834688347,14.270425619269197,,,2024-09-12 00:00:00,120.47083333333285,2,28.282,0,,56.564,1e-10,,0.0009580623306233063,1.368550704803613e-15,,60.3537880001514,,2024-09-06 10:34:00,114.9111111111124,1,62.597,2.166,,62.597,2.166,,0.0010602472899728997,2.9642808266046258e-05,,70.070323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,0.9999999999417923,,2024-08-09 09:00:00,86.84583333333285,5,9.043,69.48,,45.214999999999996,347.40000000000003,,0.0007658367208672086,0.004754345148487752,,574.2080050000001,1.531673441734417,14.263035445463256,,,2024-09-16 10:26:00,124.90555555555329,2,9.888,3.355,,19.776,6.71,,0.00033495934959349593,9.182975229232244e-05,,31.259932,,2024-09-09 10:06:00,117.89166666666279,2,26.918,0,,53.836,1e-10,,0.0009118563685636856,1.368550704803613e-15,,57.4430120001514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,1.9999999998835847,,2024-08-09 10:00:00,86.88749999999709,5,9.366,74.803,,46.83,374.015,,0.0007931910569105691,0.005118584918571233,,616.22632,1.5863821138211383,15.355754755713699,,,2024-09-19 10:34:00,127.9111111111124,2,16.924,0.664,,33.848,1.328,,0.0005733062330623306,1.817435335979198e-05,,38.126408,,2024-09-12 00:00:00,120.47083333333285,1,74.062,0,,74.062,1e-10,,0.0012544376693766938,1.368550704803613e-15,,79.0241540001514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,3,,2024-08-09 11:00:00,86.9291666666686,5,8.988,72.394,,44.94,361.97,,0.0007611788617886178,0.004953742986177638,,595.97356,1.5223577235772356,14.861228958532916,,,2024-09-23 09:43:00,131.8756944444467,1,16.253,0.888,,16.253,0.888,,0.0002752879403794038,1.2152730258656083e-05,,18.686383,,2024-09-16 10:26:00,124.90555555555329,1,8.631,3.213,,8.631,3.213,,0.0001461890243902439,4.397153414534008e-05,,14.073758999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,3.9999999999417923,,2024-08-09 12:00:00,86.97083333333285,5,8.746,69.293,,43.730000000000004,346.46500000000003,,0.0007406842818428185,0.004741549199397838,,571.2079200000001,1.481368563685637,14.224647598193513,,,2024-09-26 13:17:00,135.02430555555475,1,40,,,40,1e-10,,0.0006775067750677507,1.368550704803613e-15,,42.6800000001514,,2024-09-19 10:34:00,127.9111111111124,1,5.869,0,,5.869,1e-10,,9.940718157181572e-05,1.368550704803613e-15,,6.262223000151399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,4.999999999883585,,2024-08-09 13:00:00,87.01249999999709,5,9.449,77.185,,47.245,385.925,,0.000800220189701897,0.005281579307513344,,634.700865,1.600440379403794,15.844737922540032,,,2024-09-30 10:21:00,138.9020833333343,1,15.465,1.175,,15.465,1.175,,0.0002619410569105691,1.6080470781442454e-05,,18.280105,,2024-09-23 09:43:00,131.8756944444467,1,1.228,0.377,,1.228,0.377,,2.0799457994579946e-05,5.159436157109621e-06,,1.881054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,6,,2024-08-09 14:00:00,87.0541666666686,5,8.879,64.069,,44.394999999999996,320.345,,0.0007519478319783197,0.004384083755303135,,532.371795,1.5038956639566394,13.152251265909404,,,2024-10-03 10:56:00,141.92638888888905,1,5.82,3.289,,5.82,3.289,,9.857723577235773e-05,4.5011632680990836e-05,,11.189485999999999,,2024-09-26 13:17:00,135.02430555555475,1,2.152,0,,2.152,1e-10,,3.644986449864499e-05,1.368550704803613e-15,,2.2961840001514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,6.999999999941792,,2024-08-09 15:00:00,87.09583333333285,5,9.444,71.537,,47.220000000000006,357.68500000000006,,0.0007997967479674798,0.004895100588476804,,591.9188300000001,1.5995934959349596,14.685301765430411,,,2024-10-07 10:24:00,145.90416666666715,1,14.795,2.674,,14.795,2.674,,0.0002505928184281843,3.659504584644861e-05,,19.834701,,2024-09-30 10:21:00,138.9020833333343,1,5.389,0.748,,5.389,0.748,,9.127710027100271e-05,1.0236759271931025e-05,,6.882535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,2024-08-12 09:22:00,89.8611111111095,5,4.164,51.047,,20.82,255.23499999999999,,0.00035264227642276425,0.0034930203914055012,,408.64073,0.7052845528455285,10.479061174216504,,,2024-10-10 08:54:00,148.84166666666715,1,13.216,5.64,4.316,13.216,5.64,4.316,0.00022384823848238482,7.718625975092376e-05,4.898422426512314e-05,30.486919999999998,,2024-10-03 10:56:00,141.92638888888905,1,97.401,3.219,,97.401,3.219,,0.0016497459349593495,4.40536471876283e-05,,108.80043299999998,"New media installed (modified Wolfe), this is old media",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,2024-08-13 09:30:00,90.8666666666686,5,2.928,36.881,,14.64,184.405,,0.00024796747967479677,0.0025236759271931026,,294.81005,0.49593495934959353,7.571027781579308,,,2024-10-17 00:00:00,155.47083333333285,1,21.117,8.108,1.123,21.117,8.108,1.123,0.0003576727642276423,0.00011096209114547695,1.2745431846555442e-05,36.84896500000001,,2024-10-07 10:24:00,145.90416666666715,1,94.772,0,,94.772,1e-10,,0.0016052168021680217,1.368550704803613e-15,,101.1217240001514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
