,Inoculation Date,2024-05-14 12:42:00,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,COD conversions,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
32,243.8833333333314,2025-01-13 09:54:00,10,96.0,96.0,96.0,96.0,96.0,960,0,,243.8833333333314,2025-01-13 09:54:00,10,94.0,94.0,93.0,94.0,93.0,936,5.47722557505166,,240.0402777777781,2025-01-09 13:40:00,10,82.0,82.0,82.0,82.0,82.0,820,0,,,,,,,,,,,,,
33,246.91805555555766,2025-01-16 10:44:00,10,54.0,54.0,54.0,54.0,54.0,540,0,,246.91805555555766,2025-01-16 10:44:00,10,68.0,68.0,68.0,68.0,68.0,680,0,,243.8833333333314,2025-01-13 09:54:00,10,111.0,111.0,111.0,111.0,111.0,1110,0,,,,,,,,,,,,,
34,257.8708333333343,2025-01-27 09:36:00,10,55.0,56.0,55.0,56.0,55.0,554,5.47722557505166,,257.8708333333343,2025-01-27 09:36:00,10,59.0,59.0,59.0,60.0,60.0,594,5.47722557505166,,246.91805555555766,2025-01-16 10:44:00,10,80.0,80.0,80.0,80.0,80.0,800,0,,,,,,,,,,,,,
35,260.47083333333285,2025-01-30 00:00:00,10,62.0,62.0,62.0,62.0,62.0,620,0,,260.47083333333285,2025-01-30 00:00:00,10,63.0,63.0,63.0,64.0,64.0,634,5.47722557505166,,257.8708333333343,2025-01-27 09:36:00,10,51.0,51.0,50.0,50.0,50.0,504,5.47722557505166,,,,,,,,,,,,,
36,264.47083333333285,2025-02-03 00:00:00,10,49.0,49.0,49.0,49.0,48.0,488,4.47213595499958,,264.47083333333285,2025-02-03 00:00:00,10,62.0,62.0,62.0,62.0,62.0,620,0,,260.47083333333285,2025-01-30 00:00:00,10,82.0,83.0,83.0,83.0,83.0,828,4.47213595499958,,,,,,,,,,,,,
37,267.92083333332994,2025-02-06 10:48:00,10,49.0,50.0,51.0,51.0,51.0,504,8.94427190999916,,267.92083333332994,2025-02-06 10:48:00,10,62.0,62.0,62.0,62.0,62.0,620,0,,264.47083333333285,2025-02-03 00:00:00,10,65.0,65.0,65.0,65.0,65.0,650,0,,,,,,,,,,,,,
38,272.9375,2025-02-11 11:12:00,10,31.0,31.0,31.0,31.0,,310,0,,272.9375,2025-02-11 11:12:00,10,54.0,54.0,53.0,53.0,,535,5.773502691896257,,267.92083333332994,2025-02-06 10:48:00,10,57.0,58.0,57.0,58.0,58.0,576,5.47722557505166,,,,,,,,,,,,,
39,275.93888888888614,2025-02-14 11:14:00,10,50.0,51.0,51.0,51.0,51.0,508,4.47213595499958,,275.93888888888614,2025-02-14 11:14:00,10,46.0,45.0,45.0,45.0,45.0,452,4.47213595499958,,272.9375,2025-02-11 11:12:00,10,56.0,56.0,56.0,56.0,,560,0,,,,,,,,,,,,,
40,278.91249999999854,2025-02-17 10:36:00,10,70.0,70.0,70.0,70.0,70.0,700,0,,278.91249999999854,2025-02-17 10:36:00,10,65.0,65.0,64.0,64.0,64.0,644,5.47722557505166,,275.93888888888614,2025-02-14 11:14:00,10,81.0,81.0,81.0,81.0,80.0,808,4.47213595499958,,,,,,,,,,,,,
41,281.8874999999971,2025-02-20 10:00:00,10,64.0,63.0,63.0,64.0,63.0,634,5.47722557505166,,281.8874999999971,2025-02-20 10:00:00,10,50.0,50.0,50.0,50.0,50.0,500,0,,278.91249999999854,2025-02-17 10:36:00,10,72.0,71.0,71.0,72.0,72.0,716,5.47722557505166,,,,,,,,,,,,,
42,285.93958333333285,2025-02-24 11:15:00,10,50.0,50.0,50.0,50.0,50.0,500,0,,285.93958333333285,2025-02-24 11:15:00,10,65.0,64.0,64.0,64.0,64.0,642,4.47213595499958,,281.8874999999971,2025-02-20 10:00:00,10,82.0,82.0,82.0,82.0,82.0,820,0,,,,,,,,,,,,,
43,288.91319444444525,2025-02-27 10:37:00,10,56.0,56.0,56.0,56.0,56.0,560,0,,288.91319444444525,2025-02-27 10:37:00,10,42.0,42.0,43.0,43.0,43.0,426,5.47722557505166,,285.93958333333285,2025-02-24 11:15:00,10,63.0,63.0,63.0,63.0,63.0,630,0,,,,,,,,,,,,,
44,292.88263888889196,2025-03-03 09:53:00,10,52.0,52.0,51.0,52.0,52.0,518,4.47213595499958,,292.88263888889196,2025-03-03 09:53:00,10,62.0,61.0,63.0,63.0,63.0,624,8.94427190999916,,288.91319444444525,2025-02-27 10:37:00,10,50.0,49.0,50.0,50.0,50.0,498,4.47213595499958,,,,,,,,,,,,,
45,295.85972222222335,2025-03-06 09:20:00,10,61.0,62.0,62.0,62.0,62.0,618,4.47213595499958,,295.85972222222335,2025-03-06 09:20:00,10,62.0,62.0,62.0,62.0,62.0,620,0,,292.88263888889196,2025-03-03 09:53:00,10,63.0,62.0,63.0,63.0,63.0,628,4.47213595499958,,,,,,,,,,,,,
46,299.8312500000029,2025-03-10 08:39:00,10,59.0,59.0,58.0,58.0,58.0,584,5.47722557505166,,299.8312500000029,2025-03-10 08:39:00,10,72.0,72.0,72.0,72.0,73.0,722,4.47213595499958,,295.85972222222335,2025-03-06 09:20:00,10,73.0,72.0,72.0,73.0,73.0,726,5.47722557505166,,,,,,,,,,,,,
47,302.8833333333314,2025-03-13 09:54:00,10,68.0,68.0,68.0,68.0,68.0,680,0,,302.8833333333314,2025-03-13 09:54:00,10,56.0,55.0,55.0,55.0,55.0,552,4.47213595499958,,299.8312500000029,2025-03-10 08:39:00,10,89.0,89.0,89.0,89.0,89.0,890,0,,,,,,,,,,,,,
48,306.8847222222248,2025-03-17 09:56:00,10,56.0,54.0,57.0,56.0,56.0,558,10.95445115010332,,306.8847222222248,2025-03-17 09:56:00,10,61.0,62.0,61.0,61.0,62.0,614,5.47722557505166,,302.8833333333314,2025-03-13 09:54:00,10,73.0,73.0,74.0,74.0,74.0,736,5.47722557505166,,,,,,,,,,,,,
49,309.89097222222335,2025-03-20 10:05:00,10,58.0,59.0,59.0,59.0,59.0,588,4.47213595499958,,309.89097222222335,2025-03-20 10:05:00,10,46.0,42.0,43.0,43.0,44.0,436,15.1657508881031,,306.8847222222248,2025-03-17 09:56:00,10,63.0,63.0,63.0,63.0,63.0,630,0,,,,,,,,,,,,,
50,316.8979166666686,2025-03-27 10:15:00,10,84.0,84.0,84.0,84.0,84.0,840,0,dilution?,316.8979166666686,2025-03-27 10:15:00,10,84.0,86.0,87.0,84.0,83.0,848,16.431676725154983,dilution?,309.89097222222335,2025-03-20 10:05:00,10,91.0,90.0,90.0,91.0,90.0,904,5.47722557505166,,,,,,,,,,,,,
51,320.88194444444525,2025-03-31 09:52:00,10,69.0,69.0,69.0,69.0,69.0,690,0,dilution?,320.88194444444525,2025-03-31 09:52:00,10,64.0,63.0,64.0,63.0,64.0,636,5.47722557505166,dilution?,316.8979166666686,2025-03-27 10:15:00,10,88.0,87.0,87.0,87.0,86.0,870,7.0710678118654755,dilution?,,,,,,,,,,,,
52,323.9381944444467,2025-04-03 11:13:00,10,60.0,60.0,59.0,60.0,60.0,598,4.47213595499958,dilution?,323.9381944444467,2025-04-03 11:13:00,10,61.0,61.0,59.0,61.0,61.0,606,8.94427190999916,dilution?,320.88194444444525,2025-03-31 09:52:00,10,74.0,74.0,74.0,74.0,74.0,740,0,dilution?,,,,,,,,,,,,
53,327.90625,2025-04-07 10:27:00,10,53.0,54.0,53.0,53.0,53.0,532,4.47213595499958,dilution?,327.90625,2025-04-07 10:27:00,10,59.0,62.0,58.0,59.0,59.0,594,15.1657508881031,dilution?,323.9381944444467,2025-04-03 11:13:00,10,89.0,89.0,89.0,89.0,88.0,888,4.47213595499958,dilution?,,,,,,,,,,,,
54,330.87708333333285,2025-04-10 09:45:00,10,68.0,68.0,68.0,68.0,68.0,680,0,dilution?,330.87708333333285,2025-04-10 09:45:00,10,69.0,70.0,70.0,70.0,70.0,698,4.47213595499958,dilution?,327.90625,2025-04-07 10:27:00,10,83.0,83.0,83.0,83.0,83.0,830,0,dilution?,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,330.87708333333285,2025-04-10 09:45:00,10,90.0,90.0,90.0,90.0,90.0,900,0,dilution?,,,,,,,,,,,,
